Parameter_ID,Headword,Strategy,Source_Form_ID,Source_Language_ID,Source,Tags,Note
d4975,*mūr-,merriam-pdr,f_j66pkj6xiu4p2,PDr,"merriam2026dravidiandb[record 5208, DEDR 4975];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4976,muraṟci,dedr-reflex,f_nfcijepyd7lg2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4977,*mur-Vg-,merriam-pdr,f_kw5mtp5wgghjy,PDr,"merriam2026dravidiandb[record 5210, DEDR 4977];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4978,muruku,dedr-reflex,f_mdm672l7j5rtm,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4979,*mur-(u)g-,merriam-pdr,f_iuit3v7znkitm,PDr,"merriam2026dravidiandb[record 5212, DEDR 4979];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4980,*mur-,merriam-pdr,f_27sesgjn7k47c,PDr,"merriam2026dravidiandb[record 5213, DEDR 4980];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4981,*murut- (?),merriam-pdr,f_hzazc6srxi5lm,PDr,"merriam2026dravidiandb[record 5214, DEDR 4981];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4982,*mulŋ-,merriam-pdr,f_o7k5tgyn7ohbq,PDr,"merriam2026dravidiandb[record 5215, DEDR 4982];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4983,muruḍi,dedr-reflex,f_l2ztw3pvztq4w,Kolami,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4984,*mali,merriam-pdr,f_65f33oue7plqm,PDr,"merriam2026dravidiandb[record 5217, DEDR 4984]",,First source-ordered Merriam database reconstruction classified as PDr.
d4985,*mul-ay,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4986,*mòl-,merriam-pdr,f_xwiukybcukizi,PDr,"merriam2026dravidiandb[record 5219, DEDR 4986];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4987,mullai,dedr-reflex,f_c3vbi44ngutta,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4988,muṛ̆a,dedr-reflex,f_3wcldbax3mp5c,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4989,*moẓ-V-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6482, DEDR 4989];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4990,*moẓ-V-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4991,muṛ̆i,dedr-reflex,f_7rlovs3hgta32,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4992,muṛ̆u,dedr-reflex,f_surl6vsxsvhcw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4993,*muẓ-u-nk,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4994,muṛ̆ai,dedr-reflex,f_gu4z7eovopugk,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4995,muḷ,dedr-reflex,f_5lpd4jnklnd2w,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4996,muḷi,dedr-reflex,f_pmkd7mdzcwns6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4997,*mol-,merriam-pdr,f_of6qzeutklziw,PDr,"merriam2026dravidiandb[record 5230, DEDR 4997]",,First source-ordered Merriam database reconstruction classified as PDr.
d4998,muḷai,dedr-reflex,f_mjlma7xvat2uw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4999,muḷai,dedr-reflex,f_46z36r6dqqawu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5000,muḷai,dedr-reflex,f_vtfso4aaf3wnu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5001,muḷai,dedr-reflex,f_mxste4qtgnlq2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5002,*mlūŋ- (*mḷ-),merriam-pdr,f_5dtn4krsglmsq,PDr,"merriam2026dravidiandb[record 5235, DEDR 5002]",,First source-ordered Merriam database reconstruction classified as PDr.
d5003,muḷkā,dedr-reflex,f_vvpl6dxf2k4ry,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5004,muḷḷaŋki,dedr-reflex,f_l2pnclildqdd6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5005,muṟam,dedr-reflex,f_iyjzdn5yeujxy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5006,muṟaḷai,dedr-reflex,f_zxrqjaxwvj7ui,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5007,*mūr_-,merriam-pdr,f_ohephldumm7tq,PDr,"merriam2026dravidiandb[record 5240, DEDR 5007];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5008,muṟi,dedr-reflex,f_7k37jgn4d2scg,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5009,muṟi,dedr-reflex,f_53vzuwnzen7di,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5010,muṟi,dedr-reflex,f_dqsbcgyjatjry,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5011,muṟukku,dedr-reflex,f_tipcuu2tr7c66,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5012,*mur_-,merriam-pdr,f_icnmx5ohnwly4,PDr,"merriam2026dravidiandb[record 5245, DEDR 5012];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5013,*mud_-,merriam-pdr,f_htarqs3hzxhb2,PDr,"merriam2026dravidiandb[record 5246, DEDR 5013];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5014,muṟuval,dedr-reflex,f_2mo2exbalsrfi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5015,muṟai,dedr-reflex,f_pnx5mot5esjcq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5016,muṟṟam,dedr-reflex,f_akadimrdos4cu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5017,muṟṟu,dedr-reflex,f_6ldzuzpkesuqo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5018,muṛṟu,dedr-reflex,f_ltjxjgy5zzrgm,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5019,*murmur-,merriam-pdr,f_62brcbjsiqu7g,PDr,"merriam2026dravidiandb[record 5252, DEDR 5019]",,First source-ordered Merriam database reconstruction classified as PDr.
d5020,*mun,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d5021,*mun-ay,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d5022,munel urli,dedr-reflex,f_hkkjuggy44nc2,Manda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5023,mūxā,dedr-reflex,f_o5ij7ztk2prj4,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5024,*mū-nk(k)u,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d5025,*mūŋɣ-,merriam-pdr,f_vi2yyhkjiribg,PDr,"merriam2026dravidiandb[record 5258, DEDR 5025];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5026,mūŋkai,dedr-reflex,f_f6fmkkaob2u4g,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5027,mūŋkā,dedr-reflex,f_pwovfwehyh7l4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5028,mūŋkil,dedr-reflex,f_j4yw5u5s2r5cy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5029,mūcaṭai,dedr-reflex,f_fgnvqz7477a4s,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5030,*mūŋ-,merriam-pdr,f_gaw7jqllskxsy,PDr,"merriam2026dravidiandb[record 5264, DEDR 5030]",,First source-ordered Merriam database reconstruction classified as PDr.
d5031,*mūnd(j)-,merriam-pdr,f_vhgx5kz3ln4ua,PDr,"merriam2026dravidiandb[record 5265, DEDR 5031];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5032,*mit-Vẓ,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d5033,*mūḍ- (*-ō-),merriam-pdr,f_t6jcdmhiuea4e,PDr,"merriam2026dravidiandb[record 5267, DEDR 5033];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5034,*mūḍ-,merriam-pdr,f_rznymdusdb5ok,PDr,"merriam2026dravidiandb[record 5268, DEDR 5034];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5035,mūṭu,dedr-reflex,f_5euvgcg6ughks,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5036,mūṭu,dedr-reflex,f_26qo5grcunony,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5037,*mūṭṭ-ay,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d5038,mūṭṭai,dedr-reflex,f_lzhvuvfto52hw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5039,mū̃ḍnā (muḍḍyas),dedr-reflex,f_lij3lub24lim4,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5040,mūtari,dedr-reflex,f_5jyv4ekpav36o,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5041,mūri,dedr-reflex,f_czcuwow6l2s6s,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5042,mūrccai,dedr-reflex,f_ogplx3prhuzdc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5043,mūlam,dedr-reflex,f_unfzxonndqt4o,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5044,*mūl-,merriam-pdr,f_szux6xeloyom6,PDr,"merriam2026dravidiandb[record 5278, DEDR 5044];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5045,*mūl-,merriam-pdr,f_khtydlfaoxkis,PDr,"merriam2026dravidiandb[record 5279, DEDR 5045];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5046,*mūẓ-,merriam-pdr,f_tmlxdiylcx5ji,PDr,"merriam2026dravidiandb[record 5280, DEDR 5046];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5047,mūṛ̆i,dedr-reflex,f_tjgdngrunw4so,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5048,mūḷ,dedr-reflex,f_flz2wlwanxxia,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5049,mūḷi,dedr-reflex,f_6rkdd2ksr6g7s,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5050,*mūḷ-,merriam-pdr,f_x36kih6i5x2vc,PDr,"merriam2026dravidiandb[record 5284, DEDR 5050];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5051,*mūḷ-V-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6607, DEDR 5051];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d5052,*muH-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d5053,mekkʰnā (mikkʰyas),dedr-reflex,f_vkkrdc5ivp4a6,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5054,megge,dedr-reflex,f_4v44g6iotq2sy,Tulu,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5055,meńjxnā,dedr-reflex,f_fuleuvfurtgoy,Kurux,dedr;Hahn-Kurux,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5056,*majṭ- (?),merriam-pdr,f_y7qbxsqx6uxuu,PDr,"merriam2026dravidiandb[record 5290, DEDR 5056];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5057,*majṭ- (?),merriam-pdr,f_gauq5a6mr3wxa,PDr,"merriam2026dravidiandb[record 5291, DEDR 5057];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5058,*meṭ-,merriam-pdr,f_wds53k4oo3syi,PDr,"merriam2026dravidiandb[record 5292, DEDR 5058];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5059,meṭṭu,dedr-reflex,f_matiymhqhgxai,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5060,meṇḍu,dedr-reflex,f_iviit5mpvvos6,Telugu,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5061,med,dedr-reflex,f_lu36wkcryl6sk,Manda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5062,*med-,merriam-pdr,f_o76iz6euulr5c,PDr,"merriam2026dravidiandb[record 5296, DEDR 5062];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d5063,*medq-,merriam-pdr,f_nmvcwul4dxyj6,PDr,"merriam2026dravidiandb[record 5297, DEDR 5063]",,First source-ordered Merriam database reconstruction classified as PDr.
d5064,medkuni,dedr-reflex,f_qcd4i3jmjf36a,Tulu,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5065,mede,dedr-reflex,f_wqqvpyxtspqbk,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d5066,*met-,merriam-pdr,f_2ddfjj27gnh32,PDr,"merriam2026dravidiandb[record 5300, DEDR 5066];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
