Cognateset_ID,Language_ID,Form,Description,Source
13777,Indo-Aryan,stʰḗyas,"<html><body><number>13777</number> <b>sthḗyas</b> 'firmer' TS., <i>sthēya</i>- 'to be stationed'ŚāṅkhGr̥. [√<smallcaps>sthā</smallcaps>]",cdial
13778,Indo-Aryan,stʰēṣṭʰa,"<html><body><number>13778</number> <b>sthēṣṭha</b> 'most fixed, durable' Pāṇ. [Superlative to<smallcaps>sthāyin-, sthḗyas-:</smallcaps> for mng. 'genuine, real' in NIA.cf. Pa. <i>thēta</i>- 'firm ~ true'. — √<smallcaps>sthā</smallcaps>]",cdial
13779,Indo-Aryan,stʰōra,"<html><body><number>13779</number> <b>sthōra</b> m. 'beast of burden' BHS ii 611, <i>sthōrin</i>-,<i>sthaurin</i>- m. 'pack-horse' lex. [← Ir., cf. NW. TurfanPahl. '<i>stwr</i> 'horse' G. Morgenstierne BSOS viii 659]",cdial
13780,Indo-Aryan,stʰaurá,"<html><body><number>13780</number> <b>sthaurá</b> '*strong', m.pl. as patronymic Pāṇ.gaṇa, n.'strength, firmness' W. [~ <smallcaps>sthaulá-. — sthūrá-</smallcaps>]",cdial
13781,Indo-Aryan,stʰaulá,"<html><body><number>13781</number> <b>sthaulá</b> 'stout, robust' RV. [~ <smallcaps>sthaurá-. — sthūlá-</smallcaps>]",cdial
13782,Indo-Aryan,*stʰaulī,<html><body><number>13782</number> <b>*sthaulī</b> 'stoutness'. [~ <i>sthaulya</i>- n. Suśr. — <smallcaps>sthūlá-</smallcaps>],cdial
13783,Indo-Aryan,snápana,"<html><body><number>13783</number> <b>snápana</b> 'used for bathing' AV., n. 'act of bathing'ŚBr. [√<smallcaps>snā</smallcaps>]",cdial
13783a,Indo-Aryan,*snavana,"<html><body><number>13783a</number> <b>*snavana-</b> 'spring, watering place'. [Cf. <i>snava</i>- m.'oozing' lex., <i>prasnavana</i>- ĀpŚr.com.: collides with<smallcaps>snápana-. — √snu</smallcaps>]",cdial
13784,Indo-Aryan,snasā,"<html><body><number>13784</number> <b>snasā</b> f. 'tendon, muscle' lex.",cdial
13785,Indo-Aryan,snātá,<html><body><number>13785</number> <b>snātá</b> 'bathed' AV. [√<smallcaps>snā</smallcaps>],cdial
13786,Indo-Aryan,snā́ti,"<html><body><number>13786</number> <b>snā́ti</b> intr. 'bathes' RV., <i>snāyati</i> Nir., <i>°tē</i> MBh.[√<smallcaps>snā</smallcaps>]",cdial
13787,Indo-Aryan,*snātr̩ka,"<html><body><number>13787</number> <b>*snātr̥ka</b> 'swimmer', <i>a-snātŕ̥</i>- 'not wetting oneself'RV. [√<smallcaps>snā</smallcaps>]",cdial
13788,Indo-Aryan,snātra,<html><body><number>13788</number> <b>snātra</b> n. 'bathing' Pārśvan. [√<smallcaps>snā</smallcaps>],cdial
13789,Indo-Aryan,snāna,<html><body><number>13789</number> <b>snāna</b> n. 'bathing' Gr̥Śr. [√<smallcaps>snā</smallcaps>],cdial
13790,Indo-Aryan,snānatīrtʰa,"<html><body><number>13790</number> <b>snānatīrtha</b> n. 'sacred bathing place' Subh. [<smallcaps>snā́na-,tīrthá-</smallcaps>]",cdial
13790a,Indo-Aryan,snāpana,<html><body><number>13790a</number> †<b>snāpana-</b> n. 'act of bathing' MBh. [√<smallcaps>snā</smallcaps>],cdial
13791,Indo-Aryan,snāpáyati,"<html><body><number>13791</number> <b>snāpáyati</b> 'causes to bathe, washes' ŚāṅkhŚr.<i>snāpana</i>- n. Mn. 2. <b>snapáyati</b> AV., <i>snapita</i>- 'bathed',Gīt. [√<smallcaps>snā</smallcaps>]",cdial
13792,Indo-Aryan,*snāpitr̩,"<html><body><number>13792</number> <b>*snāpitr̥-,</b> <i>nāpitá</i>- m. 'barber' ŚBr., f. <i>nāpitī</i>-,<i>nāpinī</i>- BHSk. 2. <b>snāpaka-</b> m. 'bath attendant' R.[EWA ii 152. — √<smallcaps>snā</smallcaps>]",cdial
13793,Indo-Aryan,snā́yu,"<html><body><number>13793</number> <b>snā́yu</b> f. n. 'tendon, muscle, sinew, bowstring' TS.[Cf. <smallcaps>snā́van-, *snāru-, *snāvara-</smallcaps>]",cdial
13794,Indo-Aryan,*snāru,"<html><body><number>13794</number> <b>*snāru</b> 'sinew'. [Cf. <smallcaps>snā́yu-, snā́van-, *snāvara-</smallcaps>]",cdial
13795,Indo-Aryan,snā́van,"<html><body><number>13795</number> <b>snā́van</b> (<i>snāván</i>- ŚBr.) n. 'tendon, sinew, muscle,bowstring' AV. [See <smallcaps>snā́yu-</smallcaps>]",cdial
13796,Indo-Aryan,*snāvara,<html><body><number>13796</number> <b>*snāvara</b> 'sinew'. [Cf. <i>asnāvirá</i>- 'without sinews'VS. — <smallcaps>snā́van-</smallcaps> and <smallcaps>snā́yu-</smallcaps>],cdial
13797,Indo-Aryan,snigdʰa,"<html><body><number>13797</number> <b>snigdha</b> 'unctuous, sticky' MBh., 'oily' Suśr.[√<smallcaps>snih</smallcaps>]",cdial
13798,Indo-Aryan,sníh,"<html><body><number>13798</number> <b>sníh</b> f. 'wetness, moisture' TS. (<i>snḗhiti</i>-, <i>snīˊhiti</i>- f.pl. 'waters' RV., <i>snĭ̄hiti</i>- f. 'moisture' TĀr., <i>snīhán</i>- m.or <i>snīhā́</i>- f. 'mucus of nose' ŚBr.), '*snow' R. L. TurnerBSOAS xviii 447, xix 375. [√<smallcaps>snih</smallcaps>]",cdial
13799,Indo-Aryan,*snihācala,"<html><body><number>13799</number> <b>*snihācala</b> 'avalanche'. [<smallcaps>sníh-, cala-</smallcaps>²]",cdial
13800,Indo-Aryan,sníhyati,"<html><body><number>13800</number> <b>sníhyati</b> 'is unctuous' Car., 'is affectionate' MBh.[√<smallcaps>snih</smallcaps>]",cdial
13801,Indo-Aryan,snuṣā́,<html><body><number>13801</number> <b>snuṣā́</b> f. 'son's wife' AV.,cdial
13802,Indo-Aryan,snēha,"<html><body><number>13802</number> <b>snēha</b> m. 'grease' ŚāṅkhBr., 'oiliness' Yājñ., 'blandness, love' MaitrUp. [√<smallcaps>snih</smallcaps>]",cdial
13803,Indo-Aryan,*snēhavr̩tti,"<html><body><number>13803</number> <b>*snēhavr̥tti</b> 'loving conduct'. [<smallcaps>snēha-, vr̥tti-</smallcaps>]",cdial
13804,Indo-Aryan,snēhin,"<html><body><number>13804</number> <b>snēhin</b> 'unctuous' W., 'affectionate' Cat. [<smallcaps>snēha-</smallcaps>]",cdial
13805,Indo-Aryan,spanda,"<html><body><number>13805</number> <b>spanda</b> m. 'tremor, throbbing' BhP. [√<smallcaps>spand</smallcaps>]",cdial
13806,Indo-Aryan,spandatē,"<html><body><number>13806</number> <b>spandatē</b> 'trembles, throbs, kicks (of an animal)'ṢaḍvBr. 2. <b>spandayatē</b> 'causes to quiver' MBh. [Cf.<i>spandaná</i>- 'making a sudden movement, kicking' AV. — √<smallcaps>spand</smallcaps>]",cdial
13807,Indo-Aryan,*sparati,"<html><body><number>13807</number> <b>*sparati</b> 'gets for oneself, wins'. [Cf. aor. <i>aspar</i> RV.,<i>spāráyati</i> 'attracts to oneself, wins' TS. — √<smallcaps>spr̥</smallcaps>]",cdial
13808,Indo-Aryan,*sparvati,"<html><body><number>13808</number> <b>*sparvati</b> 'releases, wins, succeeds, is fitting'. [Cf.<i>spr̥ṇṓti</i>, <i>spr̥ṇutḗ</i> 'releases, saves, wins for oneself' RV.Connexion with <i>prapharvīˊ</i>- (ND 404 b 35) is unlikely:EWA ii 365. — √<smallcaps>spr̥</smallcaps>]",cdial
13809,Indo-Aryan,sparśa,<html><body><number>13809</number> <b>sparśa</b> m. 'touch' Mn. [√<smallcaps>spr̥ś</smallcaps>],cdial
13810,Indo-Aryan,sparśana,"<html><body><number>13810</number> <b>sparśana</b> n. 'touching' ŚvetUp., 'sensation' Mn.[√<smallcaps>spr̥ś</smallcaps>]",cdial
13811,Indo-Aryan,sparśayatē,"<html><body><number>13811</number> <b>sparśayatē</b> 'adorns (?)' RV. (ac. to Ge. 'causes to betouched', but <i>pispr̥śati</i> 'will cause to be adorned'),<i>sparśayati</i> 'causes to touch' TS.prāt. [Cf. <i>spr̥śati</i>'sprinkles' Gr̥Śr. — √<smallcaps>spr̥ś</smallcaps>]",cdial
13812,Indo-Aryan,*spaśyatē,<html><body><number>13812</number> <b>*spaśyatē</b> 'is bound'. [Cf. <i>spaṣṭa</i>- 'fettered' Pāṇ. — √<smallcaps>spaś</smallcaps>²],cdial
13812a,Indo-Aryan,*spārśu,"<html><body><number>13812a</number> †<b>*spārśu-</b> 'touchable'. [Derivatives in -<i>uka</i>)- have <i>ā</i>in root syllable; or poss. †*<smallcaps>sprāśu-,</smallcaps> cf. <i>asprākṣīt</i> Br.~ <i>aspārkṣīt</i> Garuḍ.: √<smallcaps>spr̥ś</smallcaps>]",cdial
13813,Indo-Aryan,spāśa,"<html><body><number>13813</number> <b>spāśa</b> m., <i>°śā</i>- f. 'fetter, noose' Dhātup. [~ <smallcaps>pā́śa-². — √spaś</smallcaps>²]",cdial
13814,Indo-Aryan,spāśáyati,"<html><body><number>13814</number> <b>spāśáyati</b> 'causes to be bound or stopped' Dhātup.2. Pass. <b>*spāśyatē.</b> [~ <smallcaps>pāśáyati², *pāśyatē. — √spaś</smallcaps>²]",cdial
13815,Indo-Aryan,spr̩śáti,"<html><body><number>13815</number> <b>spr̥śáti</b> 'touches, strokes' RV. [√<smallcaps>spr̥ś</smallcaps>]",cdial
13816,Indo-Aryan,spr̩śya,<html><body><number>13816</number> <b>spr̥śya</b> 'to be touched' MBh. [√<smallcaps>spr̥ś</smallcaps>],cdial
13817,Indo-Aryan,spʰáṭati,<html><body><number>13817</number> <b>spháṭati</b> 'bursts' Dhātup. 2. <b>*sphaṭyati.</b> [√<smallcaps>sphaṭ</smallcaps>],cdial
13818,Indo-Aryan,spʰaṭika,<html><body><number>13818</number> <b>sphaṭika</b> m. 'crystal' ŚvetUp.,cdial
13819,Indo-Aryan,spʰaṭikamaṇi,"<html><body><number>13819</number> <b>sphaṭikamaṇi</b> m. 'crystal' Prab. [<smallcaps>sphaṭika-,maṇí-</smallcaps>¹]",cdial
13819a,Indo-Aryan,spʰara,"<html><body><number>13819a</number> †<b>sphara-</b> n. 'shield', <i>spharaka</i>- n. lex. [Cf. <smallcaps>phara-³,phala-</smallcaps>³; (<i>sphara</i>- ← Ir. EWA ii 392 in <i>σπαραβáραι</i>Hesiod, MPers. <i>spar</i>, NPers. <i>sipar</i> 'shield'; Sk. <i>phara</i>- (<i>ka</i>)- ← Pk.amg. <i>pharaya</i>- n. 'shield']",cdial
13820,Indo-Aryan,*spʰarati,"<html><body><number>13820</number> <b>*spharati</b>¹ 'throbs, quivers' [~ <i>sphalati</i> 'id.' Vop. — Cf. <i>spharaṇa</i>- n. 'throbbing' lex., <i>sphārayati</i> 'causesto throb, &amp;c.' Vop., <i>pharpharat</i> 3 sg. subj. 'scatter'RV., *<smallcaps>phaṭ-¹, sphuráti. — √sphar</smallcaps>¹]",cdial
13821,Indo-Aryan,*spʰarati,<html><body><number>13821</number> <b>*spharati</b>² 'swells'. 2. <b>*sphurati².</b> [~ <i>sphuláti</i>²'accumulates' Dhātup. — √<smallcaps>sphar</smallcaps>²],cdial
13822,Indo-Aryan,spʰalati,"<html><body><number>13822</number> <b>sphalati</b> 'moves rapidly, throbs, twitches' Vop.2. <b>*sphālayati</b> 'causes to quiver'. [~ *<smallcaps>spharati</smallcaps>¹,<i>sphārayati</i> = <i>sphōrayati</i> Vop. — Cf. √<smallcaps>sphul. — √sphal</smallcaps>¹]",cdial
13823,Indo-Aryan,*spʰāṭa,"<html><body><number>13823</number> <b>*sphāṭa</b> 'a split, slit'. [√<smallcaps>sphaṭ</smallcaps>]",cdial
13824,Indo-Aryan,*spʰāṭana,<html><body><number>13824</number> <b>*sphāṭana</b> 'splitting'. [√<smallcaps>sphaṭ</smallcaps>],cdial
13825,Indo-Aryan,spʰāṭayati,"<html><body><number>13825</number> <b>sphāṭayati</b> '*causes to split' ('hurts, injures' Dhātup.).2. Pass. <b>*sphāṭyatē</b>. [√<smallcaps>sphaṭ</smallcaps>]",cdial
13826,Indo-Aryan,spʰāṭita,<html><body><number>13826</number> <b>sphāṭita</b> 'split' Suśr. [√<smallcaps>sphaṭ</smallcaps>],cdial
13827,Indo-Aryan,*spʰāṭitakāṣṭʰa,"<html><body><number>13827</number> <b>*sphāṭitakāṣṭha</b> 'split wood'. [<smallcaps>sphāṭita-, kāṣṭhá-</smallcaps>]",cdial
13828,Indo-Aryan,spʰāta,"<html><body><number>13828</number> <b>sphāta</b> 'swollen, increased' Vop. [Cf. <i>sphātí</i>- f.'fattening' RV., Pa. <i>phāti</i>- f. 'swelling, increase', Pk.<i>phāi</i>- f. — √<smallcaps>sphāy</smallcaps>]",cdial
13828a,Indo-Aryan,*spʰātadugdʰa,"<html><body><number>13828a</number> †<b>*sphātadugdha-</b> 'curdled milk'? [<smallcaps>sphāta-, dugdhá-</smallcaps>]",cdial
13828b,Indo-Aryan,spʰātí,"<html><body><number>13828b</number> †<b>sphātí-</b> f. 'fattening (cattle)' RV., 'increase' Śatr.[√<smallcaps>sphāy</smallcaps>]",cdial
13829,Indo-Aryan,spʰāna,"<html><body><number>13829</number> <b>sphāna</b> 'swelling, increasing' in <i>gaya-sphā́na</i>- RV.,'*spread out'. [√<smallcaps>sphāy</smallcaps>]",cdial
13830,Indo-Aryan,*spʰānadāru,"<html><body><number>13830</number> <b>*sphānadāru</b> 'shovel'. [<smallcaps>sphāna-, dā́ru-</smallcaps>²]",cdial
13831,Indo-Aryan,spʰā́yatē,"<html><body><number>13831</number> <b>sphā́yatē</b> 'swells out' Hcar., '*is complete'. [√<smallcaps>sphāy</smallcaps>]",cdial
13832,Indo-Aryan,spʰāyana,<html><body><number>13832</number> <b>sphāyana</b> 'increasing' in <i>gaya-sphāyana</i>- Pāṇ.vārtt.[√<smallcaps>sphāy</smallcaps>],cdial
13833,Indo-Aryan,spʰārá,"<html><body><number>13833</number> <b>sphārá</b> 'extended, large' lex., 'fully expanded (offlowers)' Mālatīm. [√<smallcaps>sphar</smallcaps>² or (~ <i>sphāta</i>-) √<smallcaps>sphāy</smallcaps>]",cdial
13834,Indo-Aryan,spʰāla,"<html><body><number>13834</number> <b>sphāla</b> 'darting forth (?)' = <i>sphōlana</i>- Vop., m.'jump' Vcar. [√<smallcaps>sphal</smallcaps>¹]",cdial
13835,Indo-Aryan,*spʰāva,"<html><body><number>13835</number> <b>*sphāva</b> 'swelling, increase'. [See <smallcaps>sphāvayati. — √sphāy</smallcaps>]",cdial
13836,Indo-Aryan,spʰāvayati,"<html><body><number>13836</number> <b>sphāvayati</b> 'fattens, strengthens, increases' Pāṇ. Vop.[√<smallcaps>sphāy</smallcaps>]",cdial
13837,Indo-Aryan,spʰij,"<html><body><number>13837</number> <b>sphij</b> f. 'buttock' KātvŚr., <i>sphigīˊ</i>- f. RV., <i>sphicau</i>nom. du. MBh., <i>sphicam</i> acc. sg. Mn. (based on <i>sphik</i>nom. sg. MBh.?).",cdial
13838,Indo-Aryan,*spʰiṭati,<html><body><number>13838</number> <b>*sphiṭati</b> 'gets loose'. 2. <b>*sphiṭyati</b> (<i>sphiṭṭayati</i>'injures' Dhātup.). 3. <b>sphēṭayati</b> 'injures' Dhātup.[√<smallcaps>sphiṭ</smallcaps>],cdial
13839,Indo-Aryan,*spʰiyá,"<html><body><number>13839</number> <b>*sphiyá-,</b> <i>sphyá</i>- '*scapula'. 2. m. 'flat piece of woodfor stirring offerings of boiled rice or for trimmingmound used as altar' AV., 'boom, spar' ŚBr., m.n. 'akind of oar' R. [Both meanings in Ir. <i>*phiya</i>-: Wkh.<i>fiáh</i> 'shoulderblade', Shgh. <i>fyak</i>, Kurd. <i>pil</i>, <i>pāwl</i>'shoulder' ~ Wkh. <i>péi</i> 'shovel', Sar. Ishk. <i>féi</i>, Shgh. <i>fe</i>:cf. K. L. Janert KZ 79, 89-111.",cdial
13840,Indo-Aryan,*spʰiyapāṭa,"<html><body><number>13840</number> <b>*sphiyapāṭa</b> 'expanse of shoulderblade'. [<smallcaps>sphyá-,pāṭa-</smallcaps>]",cdial
13840a,Indo-Aryan,spʰīta,"<html><body><number>13840a</number> †<b>sphīta-</b> 'swollen' Bhpr., 'abundant' MBh. [√ <smallcaps>sphāy</smallcaps>]",cdial
13841,Indo-Aryan,spʰuṭa,"<html><body><number>13841</number> <b>sphuṭa</b> 'blossoming, opened' MBh., 'clear in meaning'R. [Perh. not conn. with √<smallcaps>sphuṭ,</smallcaps> but &lt; <i>*sphr̥ta</i>-²pp. of *<smallcaps>spharati</smallcaps>² 'swells'. — √<smallcaps>sphar</smallcaps>²]",cdial
13842,Indo-Aryan,spʰuṭáti,<html><body><number>13842</number> <b>sphuṭáti</b> 'bursts open' ĀśvŚr. (<i>sphṓṭati</i> ŚBr.).[√<smallcaps>sphuṭ</smallcaps>],cdial
13843,Indo-Aryan,spʰuṭana,"<html><body><number>13843</number> <b>sphuṭana</b> n. 'bursting' Vāgbh., 'cracking (of joints)'Car. [√<smallcaps>sphuṭ</smallcaps>]",cdial
13843a,Indo-Aryan,spʰuṭayati,<html><body><number>13843a</number> <b>sphuṭayati</b> 'makes clear' Kull. 2. <b>sphuṭyatē</b> 'isclear' Sarvad. [Denom. fr. <smallcaps>sphuṭa-</smallcaps>],cdial
13844,Indo-Aryan,spʰuṭī,<html><body><number>13844</number> <b>sphuṭī</b> f. 'melon' lex. [Cf. <i>sphōṭinī</i>- f. 'cucumber'lex. and <smallcaps>sphuṭa-</smallcaps>],cdial
13845,Indo-Aryan,*spʰuṭyati,<html><body><number>13845</number> <b>*sphuṭyati</b> 'is burst open'. [√<smallcaps>sphuṭ</smallcaps>],cdial
13846,Indo-Aryan,spʰuṇṭati,"<html><body><number>13846</number> <b>sphuṇṭati</b> 'expands', <i>sphuṇḍatē</i> 'opens' Dhātup. [Cf.<smallcaps>sphuṭa-. — √sphuṭ</smallcaps> or √<smallcaps>sphar</smallcaps>²?]",cdial
13847,Indo-Aryan,spʰura,"<html><body><number>13847</number> <b>sphura</b> 'quivering' Pañcat., m. 'throb' Bhaṭṭ.[√<smallcaps>sphur</smallcaps>]",cdial
13848,Indo-Aryan,spʰuraṇa,"<html><body><number>13848</number> <b>sphuraṇa</b> 'glittering' VarBr̥S., n. 'throbbing', <i>°ṇā</i>- f.Dhātup. [√<smallcaps>sphur</smallcaps>]",cdial
13849,Indo-Aryan,spʰuráti,"<html><body><number>13849</number> <b>sphuráti</b>¹ 'spurns, darts' RV., 'twitches' Kauś.,'flashes, glitters' MaitrUp., 'becomes evident' Nr̥sUp.[~ <smallcaps>sphuláti</smallcaps>¹. — Cf. *<smallcaps>spharati¹, sphalati. — √sphur</smallcaps>]",cdial
13850,Indo-Aryan,spʰuláti,"<html><body><number>13850</number> <b>sphuláti</b>¹ 'trembles, throbs' Dhātup. [~ <smallcaps>sphuráti. — √sphul</smallcaps>]",cdial
13851,Indo-Aryan,spʰuliŋga,"<html><body><number>13851</number> <b>sphuliṅga</b> m. 'spark' MBh., <i>°aka</i>- m. Yājñ. (<i>viṣphulíṅga</i>- ŚBr.). 2. <b>*sphuriṅga-.</b> [√<smallcaps>sphul</smallcaps>]",cdial
13852,Indo-Aryan,*spʰr̩ta,<html><body><number>13852</number> <b>*sphr̥ta</b>¹ 'throbbing'. [Pp. of *<smallcaps>spharati¹. — √sphar</smallcaps>¹],cdial
13853,Indo-Aryan,spʰōṭa,<html><body><number>13853</number> <b>sphōṭa</b>¹ m. 'bursting' MBh. [√<smallcaps>sphuṭ</smallcaps>],cdial
13854,Indo-Aryan,spʰōṭa,"<html><body><number>13854</number> <b>sphōṭa</b>² m. 'swelling, boil' Suśr., <i>°ṭaka</i>- m. lex., <i>°ṭikā</i>- f. Suśr. [Early → Brah. <i>puṭau</i> 'smallpox'. — Separate from √<smallcaps>sphuṭ</smallcaps>? See <smallcaps>sphuṭa</smallcaps>-]",cdial
13855,Indo-Aryan,spʰōṭana,"<html><body><number>13855</number> <b>sphōṭana</b>¹ n. 'act of breaking' Āpast., <i>sphōṭanī</i>- f. 'gimlet' lex. [√<smallcaps>sphuṭ</smallcaps>]",cdial
13856,Indo-Aryan,spʰōṭana,"<html><body><number>13856</number> <b>sphōṭana</b>² n. 'cracking the fingers' Aśokāvad., <i>sphōṭita</i>- n. 'crackling' VarBr̥S. [Cf. Pa. <i>pōṭhēti</i> 'cracksthe fingers'. — Prob. separate from √<smallcaps>sphuṭ</smallcaps>]",cdial
13857,Indo-Aryan,spʰōṭayati,"<html><body><number>13857</number> <b>sphōṭayati</b> tr. 'bursts, splits, breaks' MBh. [√<smallcaps>sphuṭ</smallcaps>]",cdial
13858,Indo-Aryan,*spʰōṭyatē,<html><body><number>13858</number> <b>*sphōṭyatē</b> 'is broken'. [√<smallcaps>sphuṭ</smallcaps>],cdial
13859,Indo-Aryan,smáyatē,<html><body><number>13859</number> <b>smáyatē</b> 'smiles' RV. [√<smallcaps>smi</smallcaps>],cdial
13860,Indo-Aryan,smayana,<html><body><number>13860</number> <b>smayana</b> n. 'smile' ĀśvŚr. [√<smallcaps>smi</smallcaps>],cdial
13861,Indo-Aryan,smará,<html><body><number>13861</number> <b>smará</b> m. 'remembrance' AV. [√<smallcaps>smr̥</smallcaps>],cdial
13862,Indo-Aryan,smaraṇa,"<html><body><number>13862</number> <b>smaraṇa</b> n. 'remembering' R., 'memory' BhP., <i>smaraṇī</i>- f. 'rosary of beads' MW. [√<smallcaps>smr̥</smallcaps>]",cdial
13863,Indo-Aryan,smárati,"<html><body><number>13863</number> <b>smárati</b> 'longs for, loves' AV., 'remembers' ChUp.",cdial
13864,Indo-Aryan,smaramōha,"<html><body><number>13864</number> <b>smaramōha</b> m. 'infatuation of love' lex. [<smallcaps>smara-, mṓha</smallcaps>-]",cdial
13865,Indo-Aryan,smārayati,"<html><body><number>13865</number> <b>smārayati</b> 'causes to remember' MBh., <i>smāraṇa</i>- n. 'counting' MBh. [√<smallcaps>smr̥</smallcaps>]",cdial
13866,Indo-Aryan,smita,"<html><body><number>13866</number> <b>smita</b> 'smiling', n. 'smile' MBh. [√<smallcaps>smi</smallcaps>]",cdial
13867,Indo-Aryan,smr̩ta,<html><body><number>13867</number> <b>smr̥ta</b> 'remembered' ĀśvGr̥. [√<smallcaps>smr̥</smallcaps>],cdial
13868,Indo-Aryan,smr̩ti,<html><body><number>13868</number> <b>smr̥ti</b> f. 'remembrance' TĀr. [√<smallcaps>smr̥</smallcaps>],cdial
13869,Indo-Aryan,syándatē,"<html><body><number>13869</number> <b>syándatē</b> 'moves quickly, flows' RV., 'trickles, drips, oozes' MBh. [√<smallcaps>syand</smallcaps>]",cdial
13870,Indo-Aryan,syandana,"<html><body><number>13870</number> <b>syandana</b> n. 'flowing' Nir., 'water' lex. [√<smallcaps>syand</smallcaps>]",cdial
13871,Indo-Aryan,syālá,"<html><body><number>13871</number> <b>syālá</b> m. 'wife's brother' RV., <i>syālaka</i>- m. Cāṇ.; <i>syālī</i>- (MW.), <i>°ikā</i>- (lex.) f. 'wife's younger sister'2. <b>*syārāṇikā-.</b>",cdial
13872,Indo-Aryan,*syālaputra,"<html><body><number>13872</number> <b>*syālaputra</b> m. 'wife's brother's son'. [<smallcaps>syālá-, putrá</smallcaps>-¹]",cdial
