Item	Site	Site_Name	PDF_Page	Printed_Page	Column	Cell_Image	Raw_OCR	OCR_Alternates	Transcription	Review	Uncertainty	Blank	Notes
170	BAT	Bathad	107	100	3	cells/i170-BAT-pdf107.png				pending manual source-image review			
170	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i170-BHU-pdf108.png				pending manual source-image review			
170	CHI	Chinninal Village	105	98	2	cells/i170-CHI-pdf105.png				pending manual source-image review			
170	CHU	Churla / Lag Valley	104	97	2	cells/i170-CHU-pdf104.png	ik'i:			pending manual source-image review			
170	GAR	Garsah	108	101	1	cells/i170-GAR-pdf108.png	170.			pending manual source-image review			
170	JIB	Jibhi	107	100	2	cells/i170-JIB-pdf107.png				pending manual source-image review			
170	KUL	Kullu (District Headquarters)	108	101	2	cells/i170-KUL-pdf108.png				pending manual source-image review			
170	LOR	Loren / South Kullu Valley	104	97	3	cells/i170-LOR-pdf104.png	ckhit			pending manual source-image review			
170	MAN	Manali	106	99	1	cells/i170-MAN-pdf106.png	170.			pending manual source-image review			
170	MAR	Maraur Village	106	99	3	cells/i170-MAR-pdf106.png				pending manual source-image review			
170	MNK	Manikaran	109	102	1	cells/i170-MNK-pdf109.png				pending manual source-image review			
170	RAI	Raila Village	106	99	2	cells/i170-RAI-pdf106.png				pending manual source-image review			
170	SHA	Shalwar Village	105	98	1	cells/i170-SHA-pdf105.png	Khoi			pending manual source-image review			
170	SHG	Shangarh	105	98	3	cells/i170-SHG-pdf105.png				pending manual source-image review			
170	SID	Sidua	107	100	1	cells/i170-SID-pdf107.png				pending manual source-image review			
171	ANI	Ani	109	102	2	cells/i171-ANI-pdf109.png				pending manual source-image review			
171	BAT	Bathad	107	100	3	cells/i171-BAT-pdf107.png				pending manual source-image review			
171	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i171-BHU-pdf108.png				pending manual source-image review			
171	CHI	Chinninal Village	105	98	2	cells/i171-CHI-pdf105.png				pending manual source-image review			
171	CHU	Churla / Lag Valley	104	97	2	cells/i171-CHU-pdf104.png	ti: h			pending manual source-image review			
171	GAR	Garsah	108	101	1	cells/i171-GAR-pdf108.png	171.			pending manual source-image review			
171	JIB	Jibhi	107	100	2	cells/i171-JIB-pdf107.png				pending manual source-image review			
171	KUL	Kullu (District Headquarters)	108	101	2	cells/i171-KUL-pdf108.png				pending manual source-image review			
171	LOR	Loren / South Kullu Valley	104	97	3	cells/i171-LOR-pdf104.png	ti:h			pending manual source-image review			
171	MAN	Manali	106	99	1	cells/i171-MAN-pdf106.png	171.			pending manual source-image review			
171	MAR	Maraur Village	106	99	3	cells/i171-MAR-pdf106.png				pending manual source-image review			
171	MNK	Manikaran	109	102	1	cells/i171-MNK-pdf109.png				pending manual source-image review			
171	RAI	Raila Village	106	99	2	cells/i171-RAI-pdf106.png				pending manual source-image review			
171	SHA	Shalwar Village	105	98	1	cells/i171-SHA-pdf105.png				pending manual source-image review			
171	SHG	Shangarh	105	98	3	cells/i171-SHG-pdf105.png				pending manual source-image review			
171	SID	Sidua	107	100	1	cells/i171-SID-pdf107.png				pending manual source-image review			
172	ANI	Ani	109	102	2	cells/i172-ANI-pdf109.png	piza			pending manual source-image review			
172	BAT	Bathad	107	100	3	cells/i172-BAT-pdf107.png	pıza.			pending manual source-image review			
172	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i172-BHU-pdf108.png	Ezped			pending manual source-image review			
172	CHI	Chinninal Village	105	98	2	cells/i172-CHI-pdf105.png	padza: -3			pending manual source-image review			
172	CHU	Churla / Lag Valley	104	97	2	cells/i172-CHU-pdf104.png	poza:			pending manual source-image review			
172	GAR	Garsah	108	101	1	cells/i172-GAR-pdf108.png	172. pazaih			pending manual source-image review			
172	JIB	Jibhi	107	100	2	cells/i172-JIB-pdf107.png				pending manual source-image review			
172	KUL	Kullu (District Headquarters)	108	101	2	cells/i172-KUL-pdf108.png	pudja			pending manual source-image review			
172	LOR	Loren / South Kullu Valley	104	97	3	cells/i172-LOR-pdf104.png	padza			pending manual source-image review			
172	MAN	Manali	106	99	1	cells/i172-MAN-pdf106.png	172.			pending manual source-image review			
172	MAR	Maraur Village	106	99	3	cells/i172-MAR-pdf106.png	prdza:			pending manual source-image review			
172	MNK	Manikaran	109	102	1	cells/i172-MNK-pdf109.png				pending manual source-image review			
172	RAI	Raila Village	106	99	2	cells/i172-RAI-pdf106.png	prdza:			pending manual source-image review			
172	SHA	Shalwar Village	105	98	1	cells/i172-SHA-pdf105.png	: pazai:			pending manual source-image review			
172	SHG	Shangarh	105	98	3	cells/i172-SHG-pdf105.png				pending manual source-image review			
172	SID	Sidua	107	100	1	cells/i172-SID-pdf107.png	padza			pending manual source-image review			
173	ANI	Ani	109	102	2	cells/i173-ANI-pdf109.png	Sau			pending manual source-image review			
173	BAT	Bathad	107	100	3	cells/i173-BAT-pdf107.png	Ek2			pending manual source-image review			
173	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i173-BHU-pdf108.png	"fa"""			pending manual source-image review			
173	CHI	Chinninal Village	105	98	2	cells/i173-CHI-pdf105.png				pending manual source-image review			
173	CHU	Churla / Lag Valley	104	97	2	cells/i173-CHU-pdf104.png	"""a)"			pending manual source-image review			
173	GAR	Garsah	108	101	1	cells/i173-GAR-pdf108.png	"173. Sa"""			pending manual source-image review			
173	JIB	Jibhi	107	100	2	cells/i173-JIB-pdf107.png	"fa:"""			pending manual source-image review			
173	KUL	Kullu (District Headquarters)	108	101	2	cells/i173-KUL-pdf108.png	fau			pending manual source-image review			
173	LOR	Loren / South Kullu Valley	104	97	3	cells/i173-LOR-pdf104.png	nia)			pending manual source-image review			
173	MAN	Manali	106	99	1	cells/i173-MAN-pdf106.png	(73.			pending manual source-image review			
173	MAR	Maraur Village	106	99	3	cells/i173-MAR-pdf106.png	"Ja"""			pending manual source-image review			
173	MNK	Manikaran	109	102	1	cells/i173-MNK-pdf109.png	lou			pending manual source-image review			
173	RAI	Raila Village	106	99	2	cells/i173-RAI-pdf106.png	"Jo"""			pending manual source-image review			
173	SHA	Shalwar Village	105	98	1	cells/i173-SHA-pdf105.png	"• Eko"":"			pending manual source-image review			
173	SHG	Shangarh	105	98	3	cells/i173-SHG-pdf105.png				pending manual source-image review			
173	SID	Sidua	107	100	1	cells/i173-SID-pdf107.png				pending manual source-image review			
174	ANI	Ani	109	102	2	cells/i174-ANI-pdf109.png				pending manual source-image review			
174	BAT	Bathad	107	100	3	cells/i174-BAT-pdf107.png				pending manual source-image review			
174	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i174-BHU-pdf108.png				pending manual source-image review			
174	CHI	Chinninal Village	105	98	2	cells/i174-CHI-pdf105.png	afd)zais			pending manual source-image review			
174	CHU	Churla / Lag Valley	104	97	2	cells/i174-CHU-pdf104.png	'dui fou			pending manual source-image review			
174	GAR	Garsah	108	101	1	cells/i174-GAR-pdf108.png	174.			pending manual source-image review			
174	JIB	Jibhi	107	100	2	cells/i174-JIB-pdf107.png				pending manual source-image review			
174	KUL	Kullu (District Headquarters)	108	101	2	cells/i174-KUL-pdf108.png				pending manual source-image review			
174	LOR	Loren / South Kullu Valley	104	97	3	cells/i174-LOR-pdf104.png	du' Sou			pending manual source-image review			
174	MAN	Manali	106	99	1	cells/i174-MAN-pdf106.png	174.			pending manual source-image review			
174	MAR	Maraur Village	106	99	3	cells/i174-MAR-pdf106.png				pending manual source-image review			
174	MNK	Manikaran	109	102	1	cells/i174-MNK-pdf109.png				pending manual source-image review			
174	RAI	Raila Village	106	99	2	cells/i174-RAI-pdf106.png				pending manual source-image review			
174	SHA	Shalwar Village	105	98	1	cells/i174-SHA-pdf105.png	"dui fo"""			pending manual source-image review			
174	SHG	Shangarh	105	98	3	cells/i174-SHG-pdf105.png				pending manual source-image review			
174	SID	Sidua	107	100	1	cells/i174-SID-pdf107.png				pending manual source-image review			
175	ANI	Ani	109	102	2	cells/i175-ANI-pdf109.png	...hazar			pending manual source-image review			
175	BAT	Bathad	107	100	3	cells/i175-BAT-pdf107.png	Ekheezac			pending manual source-image review			
175	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i175-BHU-pdf108.png				pending manual source-image review			
175	CHI	Chinninal Village	105	98	2	cells/i175-CHI-pdf105.png	a.(a) za:.			pending manual source-image review			
175	CHU	Churla / Lag Valley	104	97	2	cells/i175-CHU-pdf104.png	"du' Ek' puzas s""Za:S"			pending manual source-image review			
175	GAR	Garsah	108	101	1	cells/i175-GAR-pdf108.png	'SLI haza:s			pending manual source-image review			
175	JIB	Jibhi	107	100	2	cells/i175-JIB-pdf107.png	(h)aza:=			pending manual source-image review			
175	KUL	Kullu (District Headquarters)	108	101	2	cells/i175-KUL-pdf108.png	azac			pending manual source-image review			
175	LOR	Loren / South Kullu Valley	104	97	3	cells/i175-LOR-pdf104.png	ek hadzas du 1(d)zar			pending manual source-image review			
175	MAN	Manali	106	99	1	cells/i175-MAN-pdf106.png	17S.			pending manual source-image review			
175	MAR	Maraur Village	106	99	3	cells/i175-MAR-pdf106.png	(h)nza:s			pending manual source-image review			
175	MNK	Manikaran	109	102	1	cells/i175-MNK-pdf109.png	dzar			pending manual source-image review			
175	RAI	Raila Village	106	99	2	cells/i175-RAI-pdf106.png	haza:s			pending manual source-image review			
175	SHA	Shalwar Village	105	98	1	cells/i175-SHA-pdf105.png	"ds. fo"" dui 12 9:0"			pending manual source-image review			
175	SHG	Shangarh	105	98	3	cells/i175-SHG-pdf105.png				pending manual source-image review			
175	SID	Sidua	107	100	1	cells/i175-SID-pdf107.png	hazar			pending manual source-image review			
176	ANI	Ani	109	102	2	cells/i176-ANI-pdf109.png				pending manual source-image review			
176	BAT	Bathad	107	100	3	cells/i176-BAT-pdf107.png				pending manual source-image review			
176	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i176-BHU-pdf108.png				pending manual source-image review			
176	CHI	Chinninal Village	105	98	2	cells/i176-CHI-pdf105.png				pending manual source-image review			
176	CHU	Churla / Lag Valley	104	97	2	cells/i176-CHU-pdf104.png				pending manual source-image review			
176	GAR	Garsah	108	101	1	cells/i176-GAR-pdf108.png	176			pending manual source-image review			
176	JIB	Jibhi	107	100	2	cells/i176-JIB-pdf107.png				pending manual source-image review			
176	KUL	Kullu (District Headquarters)	108	101	2	cells/i176-KUL-pdf108.png				pending manual source-image review			
176	LOR	Loren / South Kullu Valley	104	97	3	cells/i176-LOR-pdf104.png				pending manual source-image review			
176	MAN	Manali	106	99	1	cells/i176-MAN-pdf106.png	16.			pending manual source-image review			
176	MAR	Maraur Village	106	99	3	cells/i176-MAR-pdf106.png				pending manual source-image review			
176	MNK	Manikaran	109	102	1	cells/i176-MNK-pdf109.png				pending manual source-image review			
176	RAI	Raila Village	106	99	2	cells/i176-RAI-pdf106.png				pending manual source-image review			
176	SHA	Shalwar Village	105	98	1	cells/i176-SHA-pdf105.png				pending manual source-image review			
176	SHG	Shangarh	105	98	3	cells/i176-SHG-pdf105.png				pending manual source-image review			
176	SID	Sidua	107	100	1	cells/i176-SID-pdf107.png				pending manual source-image review			
177	ANI	Ani	116	109	2	cells/i177-ANI-pdf116.png	lakh'			pending manual source-image review			
177	BAT	Bathad	114	107	3	cells/i177-BAT-pdf114.png	ck lakh			pending manual source-image review			
177	BHU	Bhutti Village / Lag Valley	115	108	3	cells/i177-BHU-pdf115.png	Inkh			pending manual source-image review			
177	CHI	Chinninal Village	112	105	2	cells/i177-CHI-pdf112.png	(100,000) ekh Inkh			pending manual source-image review			
177	CHU	Churla / Lag Valley	111	104	2	cells/i177-CHU-pdf111.png	'age			pending manual source-image review			
177	GAR	Garsah	115	108	1	cells/i177-GAR-pdf115.png	177 Inkh			pending manual source-image review			
177	JIB	Jibhi	114	107	2	cells/i177-JIB-pdf114.png	lakh			pending manual source-image review			
177	KUL	Kullu (District Headquarters)	115	108	2	cells/i177-KUL-pdf115.png	lakh			pending manual source-image review			
177	LOR	Loren / South Kullu Valley	111	104	3	cells/i177-LOR-pdf111.png	hadzas			pending manual source-image review			
177	MAN	Manali	113	106	1	cells/i177-MAN-pdf113.png	I77.			pending manual source-image review			
177	MAR	Maraur Village	113	106	3	cells/i177-MAR-pdf113.png	lakh			pending manual source-image review			
177	MNK	Manikaran	116	109	1	cells/i177-MNK-pdf116.png				pending manual source-image review			
177	RAI	Raila Village	113	106	2	cells/i177-RAI-pdf113.png	Inkh			pending manual source-image review			
177	SHA	Shalwar Village	112	105	1	cells/i177-SHA-pdf112.png	das (h)A za:S			pending manual source-image review			
177	SHG	Shangarh	112	105	3	cells/i177-SHG-pdf112.png				pending manual source-image review			
177	SID	Sidua	114	107	1	cells/i177-SID-pdf114.png	lakh			pending manual source-image review			
178	ANI	Ani	116	109	2	cells/i178-ANI-pdf116.png	Pele			pending manual source-image review			
178	BAT	Bathad	114	107	3	cells/i178-BAT-pdf114.png	Pela			pending manual source-image review			
178	BHU	Bhutti Village / Lag Valley	115	108	3	cells/i178-BHU-pdf115.png	pail			pending manual source-image review			
178	CHI	Chinninal Village	112	105	2	cells/i178-CHI-pdf112.png				pending manual source-image review			
178	CHU	Churla / Lag Valley	111	104	2	cells/i178-CHU-pdf111.png	bhe'ci			pending manual source-image review			
178	GAR	Garsah	115	108	1	cells/i178-GAR-pdf115.png	1178. pehlE			pending manual source-image review			
178	JIB	Jibhi	114	107	2	cells/i178-JIB-pdf114.png	poilE			pending manual source-image review			
178	KUL	Kullu (District Headquarters)	115	108	2	cells/i178-KUL-pdf115.png	péla			pending manual source-image review			
178	LOR	Loren / South Kullu Valley	111	104	3	cells/i178-LOR-pdf111.png				pending manual source-image review			
178	MAN	Manali	113	106	1	cells/i178-MAN-pdf113.png	n8. 'ple)hala			pending manual source-image review			
178	MAR	Maraur Village	113	106	3	cells/i178-MAR-pdf113.png	poila			pending manual source-image review			
178	MNK	Manikaran	116	109	1	cells/i178-MNK-pdf116.png	3 Б			pending manual source-image review			
178	RAI	Raila Village	113	106	2	cells/i178-RAI-pdf113.png	poila			pending manual source-image review			
178	SHA	Shalwar Village	112	105	1	cells/i178-SHA-pdf112.png	paila			pending manual source-image review			
178	SHG	Shangarh	112	105	3	cells/i178-SHG-pdf112.png				pending manual source-image review			
178	SID	Sidua	114	107	1	cells/i178-SID-pdf114.png	paila			pending manual source-image review			
179	ANI	Ani	116	109	2	cells/i179-ANI-pdf116.png	dudzo			pending manual source-image review			
179	BAT	Bathad	114	107	3	cells/i179-BAT-pdf114.png	ducza			pending manual source-image review			
179	BHU	Bhutti Village / Lag Valley	115	108	3	cells/i179-BHU-pdf115.png	VJesop			pending manual source-image review			
179	CHI	Chinninal Village	112	105	2	cells/i179-CHI-pdf112.png				pending manual source-image review			
179	CHU	Churla / Lag Valley	111	104	2	cells/i179-CHU-pdf111.png	‡ (k)ridzn'nambee			pending manual source-image review			
179	GAR	Garsah	115	108	1	cells/i179-GAR-pdf115.png	1179. dodz^			pending manual source-image review			
179	JIB	Jibhi	114	107	2	cells/i179-JIB-pdf114.png	du:dz^			pending manual source-image review			
179	KUL	Kullu (District Headquarters)	115	108	2	cells/i179-KUL-pdf115.png	dudza			pending manual source-image review			
179	LOR	Loren / South Kullu Valley	111	104	3	cells/i179-LOR-pdf111.png				pending manual source-image review			
179	MAN	Manali	113	106	1	cells/i179-MAN-pdf113.png	n9. dudza			pending manual source-image review			
179	MAR	Maraur Village	113	106	3	cells/i179-MAR-pdf113.png	дoaza			pending manual source-image review			
179	MNK	Manikaran	116	109	1	cells/i179-MNK-pdf116.png	dudza;			pending manual source-image review			
179	RAI	Raila Village	113	106	2	cells/i179-RAI-pdf113.png	dudzn			pending manual source-image review			
