Item	Gloss	Bhumij_Site_Code	Ho2024_Site_Code	Locality	Elicitation_Date	Durable_List_ID	Durable_Cell_ID	Bhumij_2015_Status	Bhumij_2015_Forms	Bhumij_2015_Cognate_Labels	Bhumij_2015_Citation	Ho_2024_Status	Ho_2024_Transcription	Ho_2024_Citation	Status_Parity	Representation_Comparison	Canonical_Publication	Disposition
82	oil	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i082	attested	sunum	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 82, list POD]	attested	sunum	varenkamp2024ho[Appendix D.3, printed p. 90, item 82, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
83	salt	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i083	attested	buluŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 83, list POD]	attested	buluŋ	varenkamp2024ho[Appendix D.3, printed p. 90, item 83, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
84	meat	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i084	attested	dʒilu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 84, list POD]	attested	dʒilu	varenkamp2024ho[Appendix D.3, printed p. 90, item 84, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
85	fat	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i085	attested	iʈil	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 85, list POD]	attested	iṯil	varenkamp2024ho[Appendix D.3, printed p. 91, item 85, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
86	fish	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i086	attested	hei	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 86, list POD]	attested	hei	varenkamp2024ho[Appendix D.3, printed p. 91, item 86, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
87	chicken	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i087	attested	sim	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 87, list POD]	attested	sim	varenkamp2024ho[Appendix D.3, printed p. 91, item 87, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
88	egg	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i088	attested	bitʃɑɖi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 88, list POD]	attested	bitʃaɖi	varenkamp2024ho[Appendix D.3, printed p. 92, item 88, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
89	cow	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i089	attested	gei | uɾi	1 | 3	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 89, list POD]	attested	gel, uri	varenkamp2024ho[Appendix D.3, printed p. 92, item 89, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
90	water buffalo	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i090	attested	keɖɑ | mɔ̃isi	1 | 2	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 90, list POD]	attested	keɖa, mõisi	varenkamp2024ho[Appendix D.3, printed p. 92, item 90, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
91	milk	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i091	attested	ʈowɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 91, list POD]	attested	ṯowa	varenkamp2024ho[Appendix D.3, printed p. 93, item 91, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
92	horns	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i092	attested	ɖiriŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 92, list POD]	attested	ḏiriŋ	varenkamp2024ho[Appendix D.3, printed p. 93, item 92, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
93	tail	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i093	attested	tʃʌʔlom	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 93, list POD]	attested	tʃʌ?lom	varenkamp2024ho[Appendix D.3, printed p. 93, item 93, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
94	goat	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i094	attested	meɾʌm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 94, list POD]	attested	merʌm	varenkamp2024ho[Appendix D.3, printed p. 94, item 94, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
95	dog	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i095	attested	siʈɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 95, list POD]	attested	siṯa	varenkamp2024ho[Appendix D.3, printed p. 94, item 95, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
96	snake	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i096	attested	biŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 96, list POD]	attested	biŋ	varenkamp2024ho[Appendix D.3, printed p. 94, item 96, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
97	monkey	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i097	attested	gɑɖi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 97, list POD]	attested	gaɖi	varenkamp2024ho[Appendix D.3, printed p. 95, item 97, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
98	mosquito	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i098	attested	sikini	1	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 98, list POD]	attested	sikiŋi	varenkamp2024ho[Appendix D.3, printed p. 95, item 98, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
99	ant	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i099	attested	muiʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 99, list POD]	attested	mui?	varenkamp2024ho[Appendix D.3, printed p. 95, item 99, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
100	spider	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i100	attested	ʈɑɳʈɑle	2	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 100, list POD]	attested	ṯaŋtale	varenkamp2024ho[Appendix D.3, printed p. 96, item 100, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
101	name	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i101	attested	numu	2	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 101, list POD]	attested	numu	varenkamp2024ho[Appendix D.3, printed p. 96, item 101, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
102	man	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i102	attested	hoɖo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 102, list POD]	attested	hoɖo	varenkamp2024ho[Appendix D.3, printed p. 96, item 102, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
103	woman	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i103	attested	iɾɑ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 103, list POD]	attested	ira	varenkamp2024ho[Appendix D.3, printed p. 97, item 103, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
104	child	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i104	attested	hone	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 104, list POD]	attested	hone	varenkamp2024ho[Appendix D.3, printed p. 97, item 104, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
105	father	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i105	attested	bɑbu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 105, list POD]	attested	babu	varenkamp2024ho[Appendix D.3, printed p. 97, item 105, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
106	mother	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i106	attested	mɑŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 106, list POD]	attested	maŋ	varenkamp2024ho[Appendix D.3, printed p. 98, item 106, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
107	older brother	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i107	attested	ɖɑɖɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 107, list POD]	attested	ɖaɖa	varenkamp2024ho[Appendix D.3, printed p. 98, item 107, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
108	younger brother	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i108	attested	boko	2	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 108, list POD]	attested	boko	varenkamp2024ho[Appendix D.3, printed p. 98, item 108, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
109	older sister	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i109	attested	nɑnɑ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 109, list POD]	attested	nana	varenkamp2024ho[Appendix D.3, printed p. 99, item 109, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
110	younger sister	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i110	attested	misi iɾɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 110, list POD]	attested	misi ira	varenkamp2024ho[Appendix D.3, printed p. 99, item 110, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
111	son	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i111	attested	kuɖɑ hone	1	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 111, list POD]	attested	kuɖa hone	varenkamp2024ho[Appendix D.3, printed p. 99, item 111, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
112	daughter	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i112	attested	kuɖi hone	1	baileymaggard2015bhumij[Appendix B.3, printed p. 51, item 112, list POD]	attested	kuɖi hone	varenkamp2024ho[Appendix D.3, printed p. 100, item 112, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
113	husband	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i113	attested	kuɖɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 51, item 113, list POD]	attested	kuɖa	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
114	wife	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i114	attested	buɖi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 51, item 114, list POD]	attested	ira, buɖi	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
115	boy	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i115	attested	kuɖɑ hon	1	baileymaggard2015bhumij[Appendix B.3, printed p. 51, item 115, list POD]	attested	kuɖa hon	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
116	girl	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i116	attested	kuɖi hõn	1	baileymaggard2015bhumij[Appendix B.3, printed p. 51, item 116, list POD]	attested	kuɖi hon	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
117	day	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i117	attested	siŋgi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 52, item 117, list POD]	attested	siŋgi	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
118	night	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i118	attested	niɖe	1	baileymaggard2015bhumij[Appendix B.3, printed p. 52, item 118, list POD]	attested	niɖe	varenkamp2024ho[Appendix D.3, printed p. 102, item 118, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
119	morning	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i119	attested	siʈɑʔɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 52, item 119, list POD]	attested	siṯaʔa	varenkamp2024ho[Appendix D.3, printed p. 102, item 119, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
120	noon	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i120	attested	t̪ikin	1	baileymaggard2015bhumij[Appendix B.3, printed p. 52, item 120, list POD]	attested	ṯikin	varenkamp2024ho[Appendix D.3, printed p. 102, item 120, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
121	evening/afternoon	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i121	attested	ʌub siŋgi | ʌub siŋgi	1 | 3	baileymaggard2015bhumij[Appendix B.3, printed p. 52, item 121, list POD]	attested	ʌub siŋgi	varenkamp2024ho[Appendix D.3, printed p. 103, item 121, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
122	yesterday	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i122	attested	holɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 53, item 122, list POD]	attested	hola	varenkamp2024ho[Appendix D.3, printed p. 103, item 122, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
123	today	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i123	attested	t̪isiŋ | t̪isiŋ	1 | 2	baileymaggard2015bhumij[Appendix B.3, printed p. 53, item 123, list POD]	attested	ṯisiŋ	varenkamp2024ho[Appendix D.3, printed p. 103, item 123, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
124	tomorrow	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i124	attested	gʌpɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 53, item 124, list POD]	attested	gʌpa	varenkamp2024ho[Appendix D.3, printed p. 104, item 124, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
125	week	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i125	attested	hɑpt̪ɑ | hɑt	1 | 2	baileymaggard2015bhumij[Appendix B.3, printed p. 53, item 125, list POD]	attested	hat, hapṯa	varenkamp2024ho[Appendix D.3, printed p. 104, item 125, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
126	month	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i126	attested	tʃɑndu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 54, item 126, list POD]	attested	tʃandu	varenkamp2024ho[Appendix D.3, printed p. 104, item 126, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
127	year	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i127	attested	siɾumʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 54, item 127, list POD]	attested	sirumʌ	varenkamp2024ho[Appendix D.3, printed p. 105, item 127, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
