Status,Reason,Entry_Key,PDF_Page,Printed_Page,Printed_Head,Form,Variants,Sense,Definition,Tags,References,DEDR_IDs,Unresolved_DEDR_IDs,Variant_Of_Key,Raw_Entry
ingested,,bhaskararao-toda2025:p210:e27,226,210,puːḷ- (puːḍ-),puːḷ-,puːḍ-,,"to wear around neck (of garlands, neck ornaments)",verb tr,emeneau-toda1984[p. 125]|bhaskararao-toda-notes[p. 145],4361,,,"puːḷ- (puːḍ-) vt. to wear around neck (of garlands, neck ornaments). DEDR 4361, TGT 125, PB 145"
ingested,,bhaskararao-toda2025:p210:e28,226,210,puːmy,puːmy,,,land (Skt. bhūmi),noun,bhaskararao-toda-notes[p. 146],,,,puːmy n. land (Skt. bhūmi). PB 146
ingested,,bhaskararao-toda2025:p211:e1,227,211,puːmytoːy,puːmytoːy,,,mother earth (toːy = Ta.tāy ‘mother’),noun,bhaskararao-toda-notes[p. 146],,,,puːmytoːy n. mother earth (toːy = Ta.tāy ‘mother’). PB 146
ingested,,bhaskararao-toda2025:p211:e2,227,211,puːṇboθ,puːṇboθ,,,nineteen,num,emeneau-toda1984[p. 105],1025|3918,,,"puːṇboθ num. nineteen. DEDR 1025, 3918, TGT 105"
ingested,,bhaskararao-toda2025:p211:e3,227,211,puːr,puːr,,,city,noun,,,,,puːr n. city. RSLST 87
ingested,,bhaskararao-toda2025:p211:e4,227,211,puːṣoθy,puːṣoθy,,,nameofabuffalo(kwasm)̱,proper-noun,,,,,puːṣoθy prop. nameofabuffalo(kwasm)̱. Sak. 339
ingested,,bhaskararao-toda2025:p211:e5,227,211,puːṣum,puːṣum,,,nameofabuffalo(kwasm)̱,proper-noun,,,,,puːṣum prop. nameofabuffalo(kwasm)̱. Sak. 339 2
ingested,,bhaskararao-toda2025:p211:e6,227,211,puːt-,puːt-,,,S ofpuːf-,verb,,,,,puːt- v. S ofpuːf-
ingested,,bhaskararao-toda2025:p211:e7,227,211,puːt,puːt,,,"demon, devil, evil spirit (Skt. bhūta), ghost",noun,"bhaskararao-toda-notes[p. 65, 145]",,,,"puːt n. demon, devil, evil spirit (Skt. bhūta), ghost. PB 65, 145"
ingested,,bhaskararao-toda2025:p211:e8,227,211,puːtkuɫỵ,puːtkuɫỵ,,,the Toda garment puːtxuɫỵ,noun,bhaskararao-toda-notes[p. 146],,,,puːtkuɫỵ n. the Toda garment puːtxuɫỵ. PB 146
ingested,,bhaskararao-toda2025:p211:e9,227,211,puːtxuɫỵ,puːtxuɫỵ,,,"cloak, new cloak (cf. paː fuːtxuɫỵ)",noun,"emeneau-toda1984[p. 17, 113]",4361,,,"puːtxuɫỵ n. cloak, new cloak (cf. paː fuːtxuɫỵ). DEDR 4361, TGT 17, 113"
ingested,,bhaskararao-toda2025:p211:e10,227,211,puːṭ,puːṭ,,,lock,noun,bhaskararao-toda-notes[p. 146],,,,puːṭ n. lock. PB 146
ingested,,bhaskararao-toda2025:p211:e11,227,211,puːṭ,puːṭ,,,eighteen,num,emeneau-toda1984[p. 105],784|3918,,,"puːṭ num. eighteen. DEDR 784, 3918, TGT 105"
ingested,,bhaskararao-toda2025:p211:e12,227,211,puːṭ- (puːṭy-),puːṭ-,puːṭy-,,to tie around someone else’s neck,verb tr,emeneau-toda1984[p. 119],4361,,,"puːṭ- (puːṭy-) vt. to tie around someone else’s neck. DEDR 4361, TGT 119"
ingested,,bhaskararao-toda2025:p211:e13,227,211,puːṭ-nuːṟ noːṛ,puːṭ-nuːṟ noːṛ,,,"1,800 sacred places",num,bhaskararao-toda-notes[p. 111],,,,"puːṭ-nuːṟ noːṛ num. 1,800 sacred places. PB 111"
ingested,,bhaskararao-toda2025:p211:e14,227,211,puːṭ-nuːṟ töːw,puːṭ-nuːṟ töːw,,,"1,800 gods",num,bhaskararao-toda-notes[p. 146],,,,"puːṭ-nuːṟ töːw num. 1,800 gods. PB 146 2"
ingested,,bhaskararao-toda2025:p211:e15,227,211,puːṭy-,puːṭy-,,,S ofpuːṭ-,verb,,,,,puːṭy- v. S ofpuːṭ-
ingested,,bhaskararao-toda2025:p211:e16,227,211,puːθmuɫ̣,puːθmuɫ̣,,,Rubuslasiocarpus,noun,,,,,puːθmuɫ̣ n. Rubuslasiocarpus. Sak. 339
ingested,,bhaskararao-toda2025:p211:e17,227,211,puːθmüɫỵ,puːθmüɫỵ,,,name of a tree,noun,bhaskararao-toda-notes[p. 197],,,,puːθmüɫỵ n. name of a tree. PB 197
ingested,,bhaskararao-toda2025:p211:e18,227,211,puːθpudpimi,puːθpudpimi,,,one kind of ceremony after child birth,noun,,,,,puːθpudpimi n. one kind of ceremony after child birth. Sak. 339
ingested,,bhaskararao-toda2025:p211:e19,227,211,puːθy,puːθy,,,(1) sand,noun,,4316,,,puːθy n. (1) sand. DEDR 4316
ingested,,bhaskararao-toda2025:p211:e20,227,211,puːθy,puːθy,,,(2) ashes (Te. būḍi),noun,bhaskararao-toda-notes[p. 146],,,,puːθy n. (2) ashes (Te. būḍi). PB 146
ingested,,bhaskararao-toda2025:p211:e21,227,211,puːθy müɫỵ,puːθy müɫỵ,,,"a fruit shrub (? Rubus Lasiocarpus). aːnmüɫỵ pum, puːθy müɫỵ pum, pöɫḳ koḍct müɫỵ pum: fruits of three thorny shrubs",noun,bhaskararao-toda-notes[p. 146],,,,"puːθy müɫỵ n. a fruit shrub (? Rubus Lasiocarpus). aːnmüɫỵ pum, puːθy müɫỵ pum, pöɫḳ koḍct müɫỵ pum: fruits of three thorny shrubs. PB 146"
ingested,,bhaskararao-toda2025:p211:e22,227,211,puː-xwiːs,puː-xwiːs,,,cauliflower,noun,bhaskararao-toda-notes[p. 72],,,,puː-xwiːs n. cauliflower. PB 72
ingested,,bhaskararao-toda2025:p211:e23,227,211,puːz-̡ (puːj-),puːz-̡ (puːj-),,,to do worship at temple,verb intr,emeneau-toda1984[p. 122],,,,puːz-̡ (puːj-) vi. to do worship at temple. TGT 122
ingested,,bhaskararao-toda2025:p211:e24,227,211,püc,püc,,,anger (Te. pičči),noun,emeneau-toda1984[p. 50]|bhaskararao-toda-notes[p. 146],4142,,,"püc n. anger (Te. pičči). DEDR 4142, TGT 50, PB 146"
ingested,,bhaskararao-toda2025:p211:e25,227,211,püc öḍ- (öḍt-),püc öḍ-,öḍt-,,(öḍ- (öḍt-) ‘to increase’) anger increases,verb intr,bhaskararao-toda-notes[p. 146],,,,püc öḍ- (öḍt-) vi. (öḍ- (öḍt-) ‘to increase’) anger increases. PB 146
ingested,,bhaskararao-toda2025:p211:e26,227,211,püdaːl,püdaːl,,,"behind, later on (dat. püdaːlk)",adv,emeneau-toda1984[p. 89],4205,,,"püdaːl adv. behind, later on (dat. püdaːlk). DEDR 4205, TGT 89"
ingested,,bhaskararao-toda2025:p211:e27,227,211,püdaːlt,püdaːlt,,,belonging to the position behind,adj,emeneau-toda1984[p. 76],,,,püdaːlt a. belonging to the position behind. TGT 76
ingested,,bhaskararao-toda2025:p211:e28,227,211,püdy,püdy,,,"wisdom, advice",noun,,,,,"püdy n. wisdom, advice. RSLST 93"
ingested,,bhaskararao-toda2025:p211:e29,227,211,pügoːl,pügoːl,,,hind leg of animal (koːl ‘leg’),noun,,4205,,,pügoːl n. hind leg of animal (koːl ‘leg’). DEDR 4205
ingested,,bhaskararao-toda2025:p211:e30,227,211,pül,pül,,,surroundings or outskirts,noun,,,,,pül n. surroundings or outskirts. Sak. 339
ingested,,bhaskararao-toda2025:p211:e31,227,211,püḷθ,püḷθ,,,a variety of tree (?Ilex wightiana) giving good firewood and edible fruits,noun,bhaskararao-toda-notes[p. 147],,,,püḷθ n. a variety of tree (?Ilex wightiana) giving good firewood and edible fruits. PB 147
ingested,,bhaskararao-toda2025:p211:e32,227,211,püɫ̣,püɫ̣,,,the dry season (roughly from November to February),noun,bhaskararao-toda-notes[p. 147],,,,püɫ̣ n. the dry season (roughly from November to February). PB 147 2
ingested,,bhaskararao-toda2025:p211:e33,227,211,püɫc-̣,püɫc-̣,,,S ofpüɫy-̣,verb,,,,,püɫc-̣ v. S ofpüɫy-̣
ingested,,bhaskararao-toda2025:p211:e34,227,211,p ü ɫ c̣,p ü ɫ c̣,,,Oxalis corniculata,noun,emeneau-toda1984[p. 22],4326,,,"p ü ɫ c̣ n. Oxalis corniculata. DEDR 4326, TGT 22"
ingested,,bhaskararao-toda2025:p212:e1,228,212,p ü ɫ c̣,p ü ɫ c̣,,,sp. tree (plant Oxalis corniculata?); a variety of plant whose leaves are sour in taste,noun,"bhaskararao-toda-notes[p. 146, 199]",,,,"p ü ɫ c̣ n. sp. tree (plant Oxalis corniculata?); a variety of plant whose leaves are sour in taste. RSLST 81; PB 146, 199"
ingested,,bhaskararao-toda2025:p212:e2,228,212,püɫcṭ,püɫcṭ,,,sourness,noun,bhaskararao-toda-notes[p. 146],,,,püɫcṭ n. sourness. PB 146
ingested,,bhaskararao-toda2025:p212:e3,228,212,p ü ɫỵ,p ü ɫỵ,,,"tamarind (Te., Ta. puli)",noun,bhaskararao-toda-notes[p. 146],4322,,,"p ü ɫỵ n. tamarind (Te., Ta. puli). DEDR 4322, PB 146"
ingested,,bhaskararao-toda2025:p212:e4,228,212,püɫy-̣ (püɫc-)̣,püɫy-̣ (püɫc-)̣,,,to be sour (Te. puliyu),verb intr,emeneau-toda1984[p. 124]|bhaskararao-toda-notes[p. 146],4322,,,"püɫy-̣ (püɫc-)̣ vi. to be sour (Te. puliyu). DEDR 4322, TGT 124; PB 146"
ingested,,bhaskararao-toda2025:p212:e5,228,212,pürc- (pürč-),pürc-,pürč-,,"(1) (?) to make (daytime, sun) to disappear (i.e. spend the day from morning until evening); to fill (TGT)",verb tr,emeneau-toda1984[p. 122],4176,,,"pürc- (pürč-) vt. (1) (?) to make (daytime, sun) to disappear (i.e. spend the day from morning until evening); to fill (TGT).DEDR 4176, TGT 122"
ingested,,bhaskararao-toda2025:p212:e6,228,212,pürc- (pürč-),pürc-,pürč-,,(2) to fell,verb tr,bhaskararao-toda-notes[p. 146],,,,pürc- (pürč-) vt. (2) to fell. PB 146 2
ingested,,bhaskararao-toda2025:p212:e7,228,212,pürč-,pürč-,,,S ofpürc- 2,verb,,,,,pürč- v. S ofpürc- 2
ingested,,bhaskararao-toda2025:p212:e8,228,212,pürs-,pürs-,,,S of püry-,verb,,,,,pürs- v. S of püry-
ingested,,bhaskararao-toda2025:p212:e9,228,212,püry- (pürs-),püry-,pürs-,,(1) to become full,verb intr,bhaskararao-toda-notes[p. 146]|emeneau-toda1984[p. 123],,,,"püry- (pürs-) vi. (1) to become full. PB 146, TGT 123"
ingested,,bhaskararao-toda2025:p212:e10,228,212,püry- (pürs-),püry-,pürs-,,"(2) to disappear from sight (man over hill, etc., god dying and bodyisnotfound, sunsetting; transitiveofthisispüry-eṯ ‘tomakedisappear’); (heavenly body) sets",verb intr,"emeneau-toda1984[p. 123]|bhaskararao-toda-notes[p. 124, 146]",4176,,,"püry- (pürs-) vi. (2) to disappear from sight (man over hill, etc., god dying and bodyisnotfound, sunsetting; transitiveofthisispüry-eṯ ‘tomakedisappear’); (heavenly body) sets. DEDR 4176, TGT 123; PB 124, 146"
ingested,,bhaskararao-toda2025:p212:e11,228,212,püṟ-goy kwïṛ- (kwïṛt-),püṟ-goy kwïṛ-,kwïṛt-,,give with hand turned backwards (püṟ ‘back’?),verb tr,bhaskararao-toda-notes[p. 146],,,,püṟ-goy kwïṛ- (kwïṛt-) vt. give with hand turned backwards (püṟ ‘back’?). PB 146 1 2
ingested,,bhaskararao-toda2025:p212:e12,228,212,püsoḍ- (püsoḍ-),püsoḍ-,,,to call (no S /S difference),verb tr,bhaskararao-toda-notes[p. 146],,,,püsoḍ- (püsoḍ-) vt. to call (no S /S difference). PB 146
ingested,,bhaskararao-toda2025:p212:e13,228,212,püsymoṟy,püsymoṟy,,,youngofatiger,noun,,,,,püsymoṟy n. youngofatiger. Sak. 339
ingested,,bhaskararao-toda2025:p212:e14,228,212,püs̱uṣ,püs̱uṣ,,,mundoftheKïːwïṛclan,noun,,,,,püs̱uṣ n. mundoftheKïːwïṛclan. Sak. 339
ingested,,bhaskararao-toda2025:p212:e15,228,212,püs̱y,püs̱y,,,"tiger, püs̱yaː¿ ‘O tiger!’",noun,"emeneau-toda1984[p. 32, 88]|bhaskararao-toda-notes[p. 146]",4307,,,"püs̱y n. tiger, püs̱yaː¿ ‘O tiger!’ RSLST 15, DEDR 4307, TGT 32, 88, PB 146"
ingested,,bhaskararao-toda2025:p212:e16,228,212,püs̱y faːk,püs̱y faːk,,,the track of a tiger,noun,emeneau-toda1984[p. 94],,,,püs̱y faːk n. the track of a tiger. TGT 94
ingested,,bhaskararao-toda2025:p212:e17,228,212,püṣoḍ- (püṣoḍθ-),püṣoḍ-,püṣoḍθ-,,to call (someone),verb tr,emeneau-toda1984[p. 26],,,,püṣoḍ- (püṣoḍθ-) vt. to call (someone). TGT 26 2
ingested,,bhaskararao-toda2025:p212:e18,228,212,püṣoḍθ-,püṣoḍθ-,,,S of püṣoḍ-,verb,,,,,püṣoḍθ- v. S of püṣoḍ-
ingested,,bhaskararao-toda2025:p212:e19,228,212,püːɫθ,püːɫθ,,,name of a tree,noun,bhaskararao-toda-notes[p. 196],,,,püːɫθ n. name of a tree. PB 196
ingested,,bhaskararao-toda2025:p212:e20,228,212,püːɫ̣,püːɫ̣,,,(1) Ilex wightiana,noun,"emeneau-toda1984[p. 232, 291]|bhaskararao-toda-notes[p. 196]",4292,,,"püːɫ̣ n. (1) Ilex wightiana. DEDR 4292, TGT 232, 291, PB 196"
ingested,,bhaskararao-toda2025:p212:e21,228,212,püːɫ̣,püːɫ̣,,,"(2) hot weather, summer (December-February)",noun,emeneau-toda1984[p. 90],5517,,,"püːɫ̣ n. (2) hot weather, summer (December-February). DEDR 5517, TGT 90"
ingested,,bhaskararao-toda2025:p212:e22,228,212,püːn,püːn,,,female,noun,emeneau-toda1984[p. 199],,,,püːn n. female. TGT 199
ingested,,bhaskararao-toda2025:p212:e23,228,212,püːs,püːs,,,eye of a needle; kind of buffalo,noun,bhaskararao-toda-notes[p. 147]|emeneau-toda1984[p. 241],,,,püːs n. eye of a needle; kind of buffalo. PB 147; TGT 241
ingested,,bhaskararao-toda2025:p212:e24,228,212,püːymaḍ,püːymaḍ,,,tonsuring head,noun,,,,,püːymaḍ n. tonsuring head. Sak. 339
ingested,,bhaskararao-toda2025:p212:e25,228,212,pyuːf,pyuːf,,,female sambar; sp. Strobilanthes plant,noun,emeneau-toda1984[p. 8],,,,pyuːf n. female sambar; sp. Strobilanthes plant. TGT 8
ingested,,bhaskararao-toda2025:p212:e26,228,212,pyuːf,pyuːf,,,name of a god,proper-noun,emeneau-toda1984[p. 195],,,,pyuːf prop. name of a god. TGT 195
ingested,,bhaskararao-toda2025:p212:e27,228,212,pyuːf xaṭ,pyuːf xaṭ,,,sp. Strobilanthes,noun,emeneau-toda1984[p. 8],,,,pyuːf xaṭ n. sp. Strobilanthes. TGT 8
ingested,,bhaskararao-toda2025:p212:e28,228,212,pyuːk,pyuːk,,,"behind (obl. pyuːk-, pyuːkt-)",noun adv,emeneau-toda1984[p. 8],5297,,,"pyuːk n., adv. behind (obl. pyuːk-, pyuːkt-). DEDR 5297, TGT 8"
ingested,,bhaskararao-toda2025:p212:e29,228,212,pyuːkt-,pyuːkt-,,,obl. of pyuːk ‘behind’,noun,,,,,pyuːkt- n. obl. of pyuːk ‘behind’
ingested,,bhaskararao-toda2025:p212:e30,228,212,põʔ,põʔ,,,Thepriest’s address to a man of Toːṟθas̱ moiety and also the answer to it,noun,,,,,põʔ n. Thepriest’s address to a man of Toːṟθas̱ moiety and also the answer to it. RSLST 15
ingested,,bhaskararao-toda2025:p213:e1,229,213,rabïr,rabïr,,,rubber,noun,,,,,rabïr n. rubber. Sak. 339
ingested,,bhaskararao-toda2025:p213:e2,229,213,rafïṇ,rafïṇ,,,rifle,noun,,,,,rafïṇ n. rifle. RSLST 92
ingested,,bhaskararao-toda2025:p213:e3,229,213,rafky,rafky,,,blouse,noun,,,,,rafky n. blouse. Sak. 339
ingested,,bhaskararao-toda2025:p213:e4,229,213,rafy,rafy,,,cream of wheat (Hindi rawā),noun,bhaskararao-toda-notes[p. 147],,,,rafy n. cream of wheat (Hindi rawā). PB 147
ingested,,bhaskararao-toda2025:p213:e5,229,213,rameːspïrm,rameːspïrm,,,name of a place (Rameswaram),proper-noun,,,,,rameːspïrm prop. name of a place (Rameswaram). Sak. 340
ingested,,bhaskararao-toda2025:p213:e6,229,213,rasm,rasm,,,pepper water,noun,,,,,rasm n. pepper water. Sak. 340
ingested,,bhaskararao-toda2025:p213:e7,229,213,rayil,rayil,,,railroad,noun,emeneau-toda1984[p. 8],,,,rayil n. railroad. TGT 8
ingested,,bhaskararao-toda2025:p213:e8,229,213,raːkmaly,raːkmaly,,,name of a person,proper-noun,,,,,raːkmaly prop. name of a person. Sak. 340
ingested,,bhaskararao-toda2025:p213:e9,229,213,raːm,raːm,,,Hindu god ‘Rama’,proper-noun,,,,,raːm prop. Hindu god ‘Rama’. RSLST 92
ingested,,bhaskararao-toda2025:p213:e10,229,213,raːṇy,raːṇy,,,queen,noun,bhaskararao-toda-notes[p. 147],,,,"raːṇy n. queen. RSLST 92, PB 147"
ingested,,bhaskararao-toda2025:p213:e11,229,213,reːnz̡er,reːnz̡er,,,ranger,noun,,,,,reːnz̡er n. ranger. Sak. 340
ingested,,bhaskararao-toda2025:p213:e12,229,213,roːj,roːj,,,"kingdom, division of the Nilgiris (Skt. rājya-)",noun,emeneau-toda1984[p. 109],,,,"roːj n. kingdom, division of the Nilgiris (Skt. rājya-). RSLST 85, TGT 109"
ingested,,bhaskararao-toda2025:p213:e13,229,213,roːzn,roːzn,,,king,noun,bhaskararao-toda-notes[p. 147],,,,roːzn n. king. PB 147
ingested,,bhaskararao-toda2025:p213:e14,229,213,roːz̡maly,roːz̡maly,,,name of a person,proper-noun,,,,,roːz̡maly prop. name of a person. Sak. 340
ingested,,bhaskararao-toda2025:p213:e15,229,213,roːz̡n,roːz̡n,,,"king, Maharaja (Skt. rājan-)",noun,"emeneau-toda1984[p. 43, passim]",,,,"roːz̡n n. king, Maharaja (Skt. rājan-). TGT 43, passim"
ingested,,bhaskararao-toda2025:p213:e16,229,213,roːz̡n boṭm,roːz̡n boṭm,,,the kingship,noun,emeneau-toda1984[p. 380],,,,roːz̡n boṭm n. the kingship. TGT 380
ingested,,bhaskararao-toda2025:p213:e17,229,213,roːz̡of,roːz̡of,,,king,noun,emeneau-toda1984[p. 333],,,,roːz̡of n. king. TGT 333
ingested,,bhaskararao-toda2025:p213:e18,229,213,ruːpoy,ruːpoy,,,rupee,noun,,,,,ruːpoy n. rupee. RSLST 86 2
ingested,,bhaskararao-toda2025:p213:e19,229,213,-s,-s,,,of past non-finite (after S ),suffix,emeneau-toda1984[p. 169],,,,-s suff. of past non-finite (after S ). TGT 169 2
ingested,,bhaskararao-toda2025:p213:e20,229,213,sad-,sad-,,,S of sal- ‘to belong to’ 2,verb,,,,,sad- v. S of sal- ‘to belong to’ 2
ingested,,bhaskararao-toda2025:p213:e21,229,213,saḏ-,saḏ-,,,S of sal- ‘to be accepted’,verb,,,,,saḏ- v. S of sal- ‘to be accepted’
ingested,,bhaskararao-toda2025:p213:e22,229,213,saklič,saklič,,,womanofSaklin,noun,,,,,saklič n. womanofSaklin. Sak. 340
ingested,,bhaskararao-toda2025:p213:e23,229,213,saklin,saklin,,,name of a caste,proper-noun,,,,,saklin prop. name of a caste. Sak. 340
ingested,,bhaskararao-toda2025:p213:e24,229,213,sakoṭm oːx- (oːy-),sakoṭm oːx-,oːy-,,to become sick,verb intr,bhaskararao-toda-notes[p. 125],,,,sakoṭm oːx- (oːy-) vi. to become sick. PB 125
ingested,,bhaskararao-toda2025:p213:e25,229,213,sal,sal,,,"a long and thinnish stick (can be used for plucking fruits, cleaning the roof)",noun,bhaskararao-toda-notes[p. 147],,,,"sal n. a long and thinnish stick (can be used for plucking fruits, cleaning the roof). PB 147"
ingested,,bhaskararao-toda2025:p213:e26,229,213,sal- (sad-),sal-,sad-,,"to belong to (e.g. a person’s property, a person to a clan, inherited property, etc.)",verb tr,emeneau-toda1984[p. 118],2781,,,"sal- (sad-) vt. to belong to (e.g. a person’s property, a person to a clan, inherited property, etc.). DEDR 2781, TGT 118"
ingested,,bhaskararao-toda2025:p213:e27,229,213,sal- (saḏ-),sal-,saḏ-,,"to be accepted (as an opinion request, currency note, coin)",verb intr,bhaskararao-toda-notes[p. 147],,,,"sal- (saḏ-) vi. to be accepted (as an opinion request, currency note, coin). PB 147"
ingested,,bhaskararao-toda2025:p213:e28,229,213,salc- (salč-),salc-,salč-,,to inform,verb tr,bhaskararao-toda-notes[p. 147],,,,salc- (salč-) vt. to inform. PB 147 2
ingested,,bhaskararao-toda2025:p213:e29,229,213,salč-,salč-,,,S ofsalc-,verb,,,,,salč- v. S ofsalc-
ingested,,bhaskararao-toda2025:p213:e30,229,213,sal-eṯ- (eṯy-),sal-eṯ-,eṯy-,,"to get something accepted (as a currency note, opinion)",verb tr,bhaskararao-toda-notes[p. 147],,,,"sal-eṯ- (eṯy-) vt. to get something accepted (as a currency note, opinion). PB 147"
ingested,,bhaskararao-toda2025:p213:e31,229,213,salf,salf,,,"expenses, necessities (for family, funeral, etc.); groceries & provision",noun,bhaskararao-toda-notes[p. 146],2781,,,"salf n. expenses, necessities (for family, funeral, etc.); groceries & provision. DEDR 2781; PB 146"
ingested,,bhaskararao-toda2025:p214:e1,230,214,salf-koṇk,salf-koṇk,,,expenses for a function or running the house,noun,bhaskararao-toda-notes[p. 147],,,,salf-koṇk n. expenses for a function or running the house. PB 147
ingested,,bhaskararao-toda2025:p214:e2,230,214,salm,salm,,,humaneness (character of being a human); ïn salm oːθy ‘What type of humanbeingareyou?’,noun,bhaskararao-toda-notes[p. 147],,,,salm n. humaneness (character of being a human); ïn salm oːθy ‘What type of humanbeingareyou?’ PB 147
ingested,,bhaskararao-toda2025:p214:e3,230,214,salm köṛ- (köṭ-),salm köṛ-,köṭ-,,to lose human kindness,verb,bhaskararao-toda-notes[p. 147],,,,salm köṛ- (köṭ-) v. to lose human kindness. PB 147
ingested,,bhaskararao-toda2025:p214:e4,230,214,salpom,salpom,,,amoment(obl.salpot-s).̱,noun,bhaskararao-toda-notes[p. 148],,,,salpom n. amoment(obl.salpot-s).̱ PB 148
ingested,,bhaskararao-toda2025:p214:e5,230,214,salpot,salpot,,,obl. of salpom ‘a moment’,noun,,,,,salpot n. obl. of salpom ‘a moment’
ingested,,bhaskararao-toda2025:p214:e6,230,214,sambaːrc- (sambaːrč-),sambaːrc-,sambaːrč-,,to earn,verb tr,bhaskararao-toda-notes[p. 147],,,,sambaːrc- (sambaːrč-) vt. to earn. PB 147 2
ingested,,bhaskararao-toda2025:p214:e7,230,214,sambaːrč-,sambaːrč-,,,S ofsambaːrc-,verb,,,,,sambaːrč- v. S ofsambaːrc-
ingested,,bhaskararao-toda2025:p214:e8,230,214,samdoːnm,samdoːnm,,,peace,noun,,,,,samdoːnm n. peace. Sak. 340
ingested,,bhaskararao-toda2025:p214:e9,230,214,samon,samon,,,summon,noun,,,,,samon n. summon. Sak. 340
ingested,,bhaskararao-toda2025:p214:e10,230,214,samoːliš-,samoːliš-,,,"manage, succeed in an undertaking",verb intr,,,,,"samoːliš- vi. manage, succeed in an undertaking. Sak. 340"
ingested,,bhaskararao-toda2025:p214:e11,230,214,sampaːry,sampaːry,,,earning,noun,,,,,sampaːry n. earning. Sak. 340
ingested,,bhaskararao-toda2025:p214:e12,230,214,samyam,samyam,,,occasion,noun,,,,,samyam n. occasion. Sak. 340
ingested,,bhaskararao-toda2025:p214:e13,230,214,sandoːym,sandoːym,,,"doubt, suspicion",noun,,,,,"sandoːym n. doubt, suspicion. Sak. 340"
ingested,,bhaskararao-toda2025:p214:e14,230,214,sar,sar,,,fever,noun,bhaskararao-toda-notes[p. 147],,,,sar n. fever. PB 147
ingested,,bhaskararao-toda2025:p214:e15,230,214,sarf,sarf,,,a wide-mouthed vessel,noun,bhaskararao-toda-notes[p. 148],,,,sarf n. a wide-mouthed vessel. PB 148
