Status,Reason,Review_State,Review_Reason,Entry_Key,PDF_Page,Printed_Page,Column,Top,Raw_OCR,Raw_Head,Form,Variants,POS,Gloss,Tags,Reference,DEDR_IDs,Unresolved_DEDR_IDs,Etymology,OCR_Confidence
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0551,575,553,1,551,"selandi/sedili/selidi n. spider,
arachnid, arachnida (sedili in the
Wodeya dial.) DEDR 2562
‘..Selandiya ka:la nu:lu’ — ...the web
[connected to a] spiders legs (Prov. 779b)",selandi/sedili/selidi,selandi,sedili|selidi,n.,"spider, arachnid, arachnida (sedili in the Wodeya dial.)",noun uncertain alternate,"hockings-pilotraichoor1992[p. 553, col. 1]",2562,,Hockings and Pilot-Raichoor cite DEDR 2562,88.16
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c2:y0097,575,553,2,97,"Selandi kula/ Sedili kula cf. over-
leaf, Sedili kula/ Selandi kula",Selandi kula/Sedili kula,Selandi kula,Sedili kula,cf.,"overleaf, Sedili kula/ Selandi kula",uncertain alternate,"hockings-pilotraichoor1992[p. 553, col. 2]",,,,94.13
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c2:y0119,575,553,2,119,"selavu n. expenditure, expense,
advance of salary DEDR 2781",selavu,selavu,,n.,"expenditure, expense, advance of salary",noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 2]",2781,,Hockings and Pilot-Raichoor cite DEDR 2781,94.74
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c2:y0141,575,553,2,141,"Selambaṭtṭti Bettu np. Shelambati-
bettu, name of a mountain on the
outskirts of Ootacamund ca 2365
m in elevation, 3.5 km. SW of
Charing Cross (archæological site,
probably a medieval mining vil-
lage; near here, at Bishopsdowns,
originally called Southdowns, a
Roman aureus was found in 1828;
Francis 1908: 12, 357; Price 1908:
144; < seletambu+hatti+bettu,
‘idol+arrowthamlet+mountain’)
DEDR 178, 3868, 5474",Selambaṭtṭti Bettu,Selambaṭtṭti Bettu,,np.,"Shelambatibettu, name of a mountain on the outskirts of Ootacamund ca 2365 m in elevation, 3.5 km. SW of Charing Cross (archæological site, probably a medieval mining village; near here, at Bishopsdowns, originally called Southdowns, a Roman aureus was found in 1828; Francis 1908: 12, 357; Price 1908: 144; < seletambu+hatti+bettu",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 2]",178|3868|5474,,"Hockings and Pilot-Raichoor cite DEDR 178, 3868, 5474",88.65
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c2:y0281,575,553,2,281,"selidi/sedili/selandi cf. overleaf,
sedili/ selandi/ selidi",selidi/sedili/selandi,selidi,sedili|selandi,cf.,"overleaf, sedili/ selandi/ selidi",uncertain alternate,"hockings-pilotraichoor1992[p. 553, col. 2]",,,,93.63
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c2:y0301,575,553,2,301,"seluko:lu/sillu ko:lu/sekko:lu
n. outside bolt on a door, peg (cf.
mora ki:lu)} DEDR 2587, 2237",seluko:lu/sillu ko:lu/sekko:lu,seluko:lu,sillu ko:lu|sekko:lu,n.,"outside bolt on a door, peg }",noun uncertain alternate,"hockings-pilotraichoor1992[p. 553, col. 2]",2587|2237,,"(cf. mora ki:lu); Hockings and Pilot-Raichoor cite DEDR 2587, 2237",82.72
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c2:y0336,575,553,2,336,"sele n. idol (cf. Skt. $ilā, ‘stone,
rock, crag’)",sele,sele,,n.,idol,noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 2]",,,"(cf. Skt. $ilā, ‘stone, rock, crag’)",89.96
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c2:y0357,575,553,2,357,"sele kallu/sila kallu n. 1. mediæ-
val box-like construction of stone
slabs, usually sculptured, with one
side left open, and standing above
ground level; 2. megalithic memo-
rial site, hero-stone, sculptured
memorial, dolmen, cromlech with
carved orthostats (cf. Appendix B;
Breeks 1873: 72-110); np. name
of an abandoned site ca 8 km. N of
Ootacamund which was establish-
ed by the legendary Ko:da before
he moved to nearby Kadana:du
(also called Ka:tarubana, q.v.;
Francis 1908: 95, 99; Noble 1989:
passim; < sele+kallu, ‘idol+stone’)
DEDR 1298",sele kallu/sila kallu,sele kallu,sila kallu,n.,"1. mediæval box-like construction of stone slabs, usually sculptured, with one side left open, and standing above ground level; 2. megalithic memorial site, hero-stone, sculptured memorial, dolmen, cromlech with carved orthostats ; name of an abandoned site ca 8 km. of Ootacamund which was established by the legendary Ko:da before he moved to nearby Kadana:du",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 553, col. 2]",1298,,"(cf. Appendix B; Breeks 1873: 72-110); (also called Ka:tarubana, q.v.; Francis 1908: 95, 99; Noble 1989: passim; < sele+kallu, ‘idol+stone’); Hockings and Pilot-Raichoor cite DEDR 1298",93.64
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c2:y0539,575,553,2,539,"selka:ṭa n. children’s catching
game usually played on the work-
space in the evenings (< sellu+
a:ta, ‘go towardstgame’) DEDR
2781,347",selka:ṭa,selka:ṭa,,n.,children’s catching game usually played on the workspace in the evenings,noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 2]",2781|347,,"(< sellu+ a:ta, ‘go towardstgame’); Hockings and Pilot-Raichoor cite DEDR 2781, 347",90.04
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0072,576,554,1,72,"selpu n. shelf, ledge (Me:kuna:du
dial., cf. atta ko:du, madilu;, <
Eng. shelf)",selpu,selpu,,n.,"shelf, ledge",noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 1]",,,"(Me:kuna:du dial., cf. atta ko:du, madilu;, < Eng. shelf)",87.72
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0104,576,554,1,104,"sella n. spring (of water)
DEDR
2185",sella,sella,,n.,spring (of water),noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 1]",2185,,Hockings and Pilot-Raichoor cite DEDR 2185,91.87
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0128,576,554,1,128,"Sellakambe np. Salakambe, name
of a former Kurumba hamlet 13
km. E of Coonoor (< sella +kam-
be, ‘spring+tableland’) ? DEDR
2785, 1237",Sellakambe,Sellakambe,,np.,"Salakambe, name of a former Kurumba hamlet 13 km. E of Coonoor",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 1]",2785|1237,,"(< sella +kambe, ‘spring+tableland’); Hockings and Pilot-Raichoor cite DEDR 2785, 1237",92.88
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0183,576,554,1,183,sellada adj. dud DEDR 2378,sellada,sellada,,adj.,dud,adj uncertain,"hockings-pilotraichoor1992[p. 554, col. 1]",2378,,Hockings and Pilot-Raichoor cite DEDR 2378,93.28
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0194,576,554,1,194,"Sellapadige np. Shelapadige, name
of an Irula hamlet 14.5 km E of
Coonoor (< sella +padige, ‘spring
+stepped land’) DEDR 2785",Sellapadige,Sellapadige,,np.,"Shelapadige, name of an Irula hamlet 14.5 km E of Coonoor",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 1]",2785,,"(< sella +padige, ‘spring +stepped land’); Hockings and Pilot-Raichoor cite DEDR 2785",90.92
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0238,576,554,1,238,"Sellamoṭṭa np. Sellamotta, name
of a Kurumba hamlet 10.5 km. NE
of Kotagiri (abandoned very re-
cently; 60 years ago it apparently
was a Badaga hamlet settled by
Maduve/Haṭṭara and Ma:ri kulas;
< sella +motta, ‘springtKurumba
hamlet) DEDR 2785, 5120",Sellamoṭṭa,Sellamoṭṭa,,np.,"Sellamotta, name of a Kurumba hamlet 10.5 km. NE of Kotagiri",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 1]",2785|5120,,"(abandoned very recently; 60 years ago it apparently was a Badaga hamlet settled by Maduve/Haṭṭara and Ma:ri kulas; < sella +motta, ‘springtKurumba hamlet); Hockings and Pilot-Raichoor cite DEDR 2785, 5120",89.10
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0325,576,554,1,325,"sellu/cellu vt. to throw out, throw
towards, thrust out, join, stick out,
go towards DEDR 2781
ha:ruvana me:le enjalu sellidenge’—Its
like throwing out the dirty rinsing-water
on a pure man (Prov. 572)",sellu/cellu,sellu,cellu,vt.,"to throw out, throw towards, thrust out, join, stick out, go towards",verb tr uncertain alternate,"hockings-pilotraichoor1992[p. 554, col. 1]",2781,,Hockings and Pilot-Raichoor cite DEDR 2781,82.26
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0391,576,554,1,391,"selva n. man with property or rich-
es; np. male name DEDR 2786",selva,selva,,n.,man with property or riches; male name,noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 1]",2786,,Hockings and Pilot-Raichoor cite DEDR 2786,95.59
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0412,576,554,1,412,"Sevana np. 1. god Šiva; 2. male
name (no longer in general use as
such; cf. Skt. śeva, ‘kind, friendly,
gracious’)",Sevana,Sevana,,np.,1. god Šiva; 2. male name,noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 1]",,,"(no longer in general use as such; cf. Skt. śeva, ‘kind, friendly, gracious’)",93.59
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0456,576,554,1,456,"Sevani/Jevani np. 1. Parvati, con-
sort of god Šiva; 2. female name
(no longer in general use as such;
cf. Ce:vanna; cf. Skt. $ eva, ‘kind,
friendly, gracious’)
Sevani sattadu sa:vu...? — [This is the]
corpse of Sevani who died... (line from a
funeral prayer; Prov. 1125c)",Sevani/Jevani,Sevani,Jevani,np.,"1. Parvati, consort of god Šiva; 2. female name",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 554, col. 1]",,,"(no longer in general use as such; cf. Ce:vanna; cf. Skt. $ eva, ‘kind, friendly, gracious’)",92.23
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c1:y0543,576,554,1,543,"Seva:i/Cevva:y np. Mars, Caurti-
keyan, Coojan, Mungalan, one of
the nine planets; an inauspicious
planet, in the fifth heaven. (His day
is Tuesday; cf. mangava:ra ;, Mac-
leane 1893: 211, 328, 524-25, 820;
cf. Ta. cevvāy, ‘red mouth, Mars’)",Seva:i/Cevva:y,Seva:i,Cevva:y,np.,"Mars, Caurtikeyan, Coojan, Mungalan, one of the nine planets; an inauspicious planet, in the fifth heaven",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 554, col. 1]",,,"(His day is Tuesday; cf. mangava:ra;, Macleane 1893: 211, 328, 524-25, 820; cf. Ta. cevvāy, ‘red mouth, Mars’)",92.04
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0115,576,554,2,115,"se:/ce: adj. good, beautiful, well-
behaved, orderly (cf. se: a:gu, se:
ma:du; Bühler suggests se: < Skt.
kśema, ‘welfare, fortune — 1853:
384, no. 44) DEDR 2747
‘avve se:yale | makka se:yemba’ — If the
mother is beautiful, her children are con-
sidered beautiful (Prov. 171b)",se:/ce:,se:,ce:,adj.,"good, beautiful, wellbehaved, orderly (cf. se: a:gu, se: ma:du; Bühler suggests se: < Skt",adj uncertain alternate,"hockings-pilotraichoor1992[p. 554, col. 2]",2747,,Hockings and Pilot-Raichoor cite DEDR 2747,92.53
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0203,576,554,2,203,"se: vi, to depart (along with some-
oneelse) DEDR 2791",se:,se:,,vi.,to depart (along with someoneelse),verb intr uncertain,"hockings-pilotraichoor1992[p. 554, col. 2]",2791,,Hockings and Pilot-Raichoor cite DEDR 2791,94.60
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0225,576,554,2,225,"se: aigu vt. to tattoo oneself (also
hasilikku; cf. se: ma:du) DEDR
2747",se:aigu,se:aigu,,vt.,to tattoo oneself,verb tr uncertain,"hockings-pilotraichoor1992[p. 554, col. 2]",2747,,(also hasilikku; cf. se: ma:du); Hockings and Pilot-Raichoor cite DEDR 2747,89.44
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0259,576,554,2,259,"se:ji n. horse, mount, steed (poetic;
Equus caballus, cf. kudire/ku-
dure, the usual word)",se:ji,se:ji,,n.,"horse, mount, steed",noun poetic uncertain,"hockings-pilotraichoor1992[p. 554, col. 2]",,,"(poetic; Equus caballus, cf. kudire/kudure, the usual word)",92.21
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0291,576,554,2,291,"se:ṭa n. pubic hair, hair of the pri-
vities
‘gelasa illada kamma:ra maga se:ṭa bi:si-
na’—Being without work, the blacksmith
shaves his chilď’s pubic hair (Prov. 595)",se:ṭa,se:ṭa,,n.,"pubic hair, hair of the privities",noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 2]",,,,89.42
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0347,576,554,2,347,"se:ti adj. joined; adv. with, along
with (PP < se:tu, ‘to join) DEDR
2814
‘kabbu ojittendu be:ru se:ti tindenge’ —
Iťřs like having thought sugarcane to be
good and so eaten the root [too] (Prov.
759a)",se:ti,se:ti,,adj.,"joined; with, along with",adj adv uncertain,"hockings-pilotraichoor1992[p. 554, col. 2]",2814,,"(PP < se:tu, ‘to join); Hockings and Pilot-Raichoor cite DEDR 2814",90.20
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0423,576,554,2,423,"se:tu vt. 1. to join, go with, rejoin;
2. to save money, hoard; n. Sin-
dhi, Sindi, Sett, moneylender from
Sindh, in Pakistan DEDR 2814",se:tu,se:tu,,vt.,"1. to join, go with, rejoin; 2. to save money, hoard; Sindhi, Sindi, Sett, moneylender from Sindh, in Pakistan",verb tr noun uncertain,"hockings-pilotraichoor1992[p. 554, col. 2]",2814,,Hockings and Pilot-Raichoor cite DEDR 2814,94.26
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0468,576,554,2,468,"Se:tpet np. modern name for the
former Irula hamlet of Se:rupattu,
now a settlement of mixed popula-
tion, ca 5 km. SE of Kotagiri (<
Se:rupattu, q.v.)",Se:tpet,Se:tpet,,np.,"modern name for the former Irula hamlet of Se:rupattu, now a settlement of mixed population, ca 5 km. SE of Kotagiri",noun proper-noun modern uncertain,"hockings-pilotraichoor1992[p. 554, col. 2]",,,"(< Se:rupattu, q.v.)",93.23
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0521,576,554,2,521,"se:dalu/sedalu n. constipation
(also called umma:re, sege; se:-
dalu is an archaic form; Hockings
1980b: 104)",se:dalu/sedalu,se:dalu,sedalu,n.,constipation,noun archaic uncertain alternate,"hockings-pilotraichoor1992[p. 554, col. 2]",,,"(also called umma:re, sege; se:dalu is an archaic form; Hockings 1980b: 104)",93.05
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p554:c2:y0563,576,554,2,563,"se:du/se:ru vi. to join, attain, be
associated (se:r-, se:v-, se:d-)
DEDR 2814
‘koffa ta:vuga se:ra be:da\ konda ta:vuga
se:ru’—Having given a place, don’t join
it! Having obtained a place, join it! (Prov.
12)",se:du/se:ru,se:du,se:ru,vi.,"to join, attain, be associated (se:r-, se:v-, se:d-)",verb intr uncertain alternate,"hockings-pilotraichoor1992[p. 554, col. 2]",2814,,Hockings and Pilot-Raichoor cite DEDR 2814,84.93
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p555:c1:y0142,577,555,1,142,se:nu n. chain (< Eng. chain),se:nu,se:nu,,n.,chain,noun uncertain,"hockings-pilotraichoor1992[p. 555, col. 1]",,,(< Eng. chain),83.76
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p555:c1:y0152,577,555,1,152,"se: ma:dadu/se:ya ma:dadu
idiom. improvement, improving,
cleaning (Poranga:du dial.) DEDR
27747,4197",se:ma:dadu/se:ya ma:dadu,se:ma:dadu,se:ya ma:dadu,idiom.,"improvement, improving, cleaning (Poranga:du dial.)",multiword-expression uncertain alternate,"hockings-pilotraichoor1992[p. 555, col. 1]",4197,27747,Hockings and Pilot-Raichoor cite DEDR 4197; Unresolved printed DEDR citation(s): 27747,69.42
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p555:c1:y0196,577,555,1,196,"se: ma:du vt. 1. to tattoo (some-
one; also hasila:ku; cf. se: a:gu);
2. to clean (< se:+ma:du, ‘beauti-
ful+make’) DEDR 2747, 4797",se:ma:du,se:ma:du,,vt.,1. to tattoo ; 2. to clean,verb tr uncertain,"hockings-pilotraichoor1992[p. 555, col. 1]",2747|4797,,"(someone; also hasila:ku; cf. se: a:gu); (< se:+ma:du, ‘beautiful+make’); Hockings and Pilot-Raichoor cite DEDR 2747, 4797",87.00
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p555:c1:y0240,577,555,1,240,"se:miti/semmati cf. above, sem-
mati/ se:miti",se:miti/semmati,se:miti,semmati,cf.,"above, semmati/ se:miti",uncertain alternate,"hockings-pilotraichoor1992[p. 555, col. 1]",,,,59.05
