Sequence|Unit_ID|Region|Section|Printed_Page|Raw_Form|Raw_Phonetic|Raw_Before|Raw_Gloss|Raw_After|Raw_Context
1522|fn24:q1|prose|Footnote 24|14|ʋāl-ēs tīk-āk=e||arker -āk . This is apparent when the copula attaches to the right: |he has little hair| (hair-3PL little-INDEF=COP).|l / ā / is the short allomorph of the indefinite marker -āk . This is apparent when the copula attaches to the right: ʋāl-ēs tīk-āk=e “he has little hair” (hair-3PL little-INDEF=COP)
1523|fn25:q1|prose|Footnote 25|17||||love|.|ssimilation of /r/ to /m/: karme → kamme (this assimilation occurred only in that example). This verb is a borrowing from Kurdish hez kirin “love”
1524|fn26:q1|prose|Footnote 26|18|gál-kerdi barū́skǎ||also appears in Macalister’s (1914) material but in a different form: |she said to her brother|. The form gāl k- was also maintained in Beirut but means “speak”: |This verb also appears in Macalisterʾs (1914) material but in a different form: gál-kerdi barū́skǎ “she said to her brother”. The form gāl k- was also maintained
1525|fn26:q2|prose|Footnote 26|18||||speak|: gāl əkrōm “I spoke”. The recipient-like argument is marked in Pale|material but in a different form: gál-kerdi barū́skǎ “she said to her brother”. The form gāl k- was also maintained in Beirut but means “speak”: gāl əkrōm “I spoke”. The recipient-l
1526|fn26:q3|prose|Footnote 26|18|gāl əkrōm||”. The form gāl k- was also maintained in Beirut but means “speak”: |I spoke|. The recipient-like argument is marked in Palestinian Domari with the|ferent form: gál-kerdi barū́skǎ “she said to her brother”. The form gāl k- was also maintained in Beirut but means “speak”: gāl əkrōm “I spoke”. The recipient-like argument is marked
1527|fn27:q1|prose|Footnote 27|19||||the transfer of linguistic form-meaning units| (Heine & Kuteva 2005). Pattern replication refers to the transfer of |nteresting model of language contact. Matter replication refers to the borrowing of linguistic material, or in Heine & Kutevaʾs terminology “the transfer of linguistic form-meaning units” (Heine & Kuteva 2005). Pattern replicat
1528|fn29:q1|prose|Footnote 29|20|šēš wars-a-wa wēsr(e) ēta||An example recorded in the dialect of Beirut is |heʾs been living here for six years| (six years-OBL-VERS stay.PFV.3SG here).|An example recorded in the dialect of Beirut is šēš wars-a-wa wēsr(e) ēta “heʾs been living here for six years” (six years-OBL-VERS stay.PFV.3SG here)
1529|fn30:q1|prose|Footnote 30|20|la karkūk-awa||ch awa combines with the preposition la with an ablative meaning: |from Kirkuk| (McCarus 2009:601).|One example in Suleymaniyyah (Iraq) Kurdish in which awa combines with the preposition la with an ablative meaning: la karkūk-awa “from Kirkuk” (McCarus 2009:601)
1530|fn31:q1|prose|Footnote 31|20||||motative| is used the capture the semantics of this case in Ardeşen Laz (Kutsch|The term “motative” is used the capture the semantics of th
1531|fn31:q2|prose|Footnote 31|20||||ablative| in Aleppo Domari. Saying that the ablative case can be used to encode|“motative” is used the capture the semantics of this case in Ardeşen Laz (Kutscher & Genç 2006: 251). It may be an alternative to the term “ablative” in Aleppo Domari. Saying that the ablat
1532|fn32:q1|prose|Footnote 32|22|pošt||štar was not recorded in other contexts and may be linked to Iranian |back| (Kurmanji pişt). The word nīmro is most probably a borrowing from K|The morpheme pāštar was not recorded in other contexts and may be linked to Iranian pošt “back” (Kurmanji pişt). The word nīmro is mo
1533|fn32:q2|prose|Footnote 32|22|nīm||ed from dialectal Kurdish or another variety of Iranian (c.f. Persian |half|). The morpheme nīm also appears in nīm ārāt “midnight” and nīm s|that matter / ʋ /), showing that nīmro must have been borrowed from dialectal Kurdish or another variety of Iranian (c.f. Persian nīm “half”). The morpheme nīm also appears in n
1534|fn32:q3|prose|Footnote 32|22|nīm ārāt||anian (c.f. Persian nīm “half”). The morpheme nīm also appears in |midnight| and nīm sāʿa “half an hour”. In the dialect of Sarāqib, baʿad nīmr|en borrowed from dialectal Kurdish or another variety of Iranian (c.f. Persian nīm “half”). The morpheme nīm also appears in nīm ārāt “midnight” and nīm sāʿa “half an hour”. In the d
1535|fn32:q4|prose|Footnote 32|22|nīm sāʿa||“half”). The morpheme nīm also appears in nīm ārāt “midnight” and |half an hour|. In the dialect of Sarāqib, baʿad nīmro (after noon) was recorded, |Kurdish or another variety of Iranian (c.f. Persian nīm “half”). The morpheme nīm also appears in nīm ārāt “midnight” and nīm sāʿa “half an hour”. In the dialect of Sarāqib, baʿad nīmr
1536|fn33:q1|prose|Footnote 33|27||||free-choice modifier| ( Elšík & Matras 2006:77-78). However, -moni is generally seen as|It may be linked etymologically to Early Romani -moni , described as a “free-choice modifier” ( Elšík & Matras 2006:77-78). However
1537|fn33:q2|prose|Footnote 33|27|monos||:77-78). However, -moni is generally seen as a borrowing from Greek |one|.|described as a “free-choice modifier” ( Elšík & Matras 2006:77-78). However, -moni is generally seen as a borrowing from Greek monos “one”
1538|fn34:q1|prose|Footnote 34|27|kw-āk-ə-sā||Sarāqib (northern Syria) in which the following forms were recorded: |with someone| (who-INDEF-OBL-COM), ky-āk-ə-tā “on something” (what-INDEF-OBL-SUP)|This is suggested by data from the Domari dialect of Sarāqib (northern Syria) in which the following forms were recorded: kw-āk-ə-sā “with someone” (who-INDEF-OBL-COM), ky-āk-ə-tā “on s
1539|fn34:q2|prose|Footnote 34|27|ky-āk-ə-tā||forms were recorded: kw-āk-ə-sā “with someone” (who-INDEF-OBL-COM), |on something| (what-INDEF-OBL-SUP).|ect of Sarāqib (northern Syria) in which the following forms were recorded: kw-āk-ə-sā “with someone” (who-INDEF-OBL-COM), ky-āk-ə-tā “on something” (what-INDEF-OBL-SUP)
1540|fn36:q1|prose|Footnote 36|28||||Adverbs of time are formed by adding -ǎn , -tǎn to the substantive: as dīs , day; dī́san , daily; ǎrát , night; ǎrátan , nightly; sǔ́baḥ , morning; sǎbáḥtan , in the morning|.|Macalister (1914) reports similar forms in Palestinian Domari for which he writes: “Adverbs of time are formed by adding -ǎn , -tǎn to the substantive: as dīs , day; dī́san , daily; ǎrát , night; ǎrátan , nightly; sǔ́baḥ , morning; sǎbáḥtan , in the morning”
1541|fn37:q1|prose|Footnote 37|29|gara||Palestinian Domari: |he went| vs. garī “she went” and laherda “he saw” vs. laherdī “she saw” |Palestinian Domari: gara “he went” vs. garī “she went” and laherda “he
1542|fn37:q2|prose|Footnote 37|29|garī||Palestinian Domari: gara “he went” vs. |she went| and laherda “he saw” vs. laherdī “she saw” (Matras 1999:29). The |Palestinian Domari: gara “he went” vs. garī “she went” and laherda “he saw” vs. laherdī “s
1543|fn37:q3|prose|Footnote 37|29|laherda||Palestinian Domari: gara “he went” vs. garī “she went” and |he saw| vs. laherdī “she saw” (Matras 1999:29). The same distinction is rep|Palestinian Domari: gara “he went” vs. garī “she went” and laherda “he saw” vs. laherdī “she saw” (Matras 1999:29
1544|fn37:q4|prose|Footnote 37|29|laherdī||ri: gara “he went” vs. garī “she went” and laherda “he saw” vs. |she saw| (Matras 1999:29). The same distinction is reported by Macalister (191|Palestinian Domari: gara “he went” vs. garī “she went” and laherda “he saw” vs. laherdī “she saw” (Matras 1999:29). The same distinction
1545|fn37:q5|prose|Footnote 37|29|garã||n is reported by Macalister (1914). Corresponding forms in Aleppo are |(s)he went| and lakərdã ~ dakǝrdã “(s)he saw/found”.|” vs. laherdī “she saw” (Matras 1999:29). The same distinction is reported by Macalister (1914). Corresponding forms in Aleppo are garã “(s)he went” and lakərdã ~ dakǝrdã “(s)he saw/foun
1546|fn37:q6|prose|Footnote 37|29|lakərdã ~ dakǝrdã||ter (1914). Corresponding forms in Aleppo are garã “(s)he went” and |(s)he saw/found|.|9:29). The same distinction is reported by Macalister (1914). Corresponding forms in Aleppo are garã “(s)he went” and lakərdã ~ dakǝrdã “(s)he saw/found”
1547|fn38:q1|prose|Footnote 38|29|laherde||urvives in the allomorph - ed - when an object pronoun is suffixed: |they saw| vs. laherdedis “they saw it”. Matras does not analyse it as a case |y a reduction of * -ēnd . However, the consonant / d / survives in the allomorph - ed - when an object pronoun is suffixed: laherde “they saw” vs. laherdedis “they saw it”. Matras
1548|fn38:q2|prose|Footnote 38|29|laherdedis||- ed - when an object pronoun is suffixed: laherde “they saw” vs. |they saw it|. Matras does not analyse it as a case of allomorphy but as “a redupli|However, the consonant / d / survives in the allomorph - ed - when an object pronoun is suffixed: laherde “they saw” vs. laherdedis “they saw it”. Matras does not analyse it as a case o
1549|fn38:q3|prose|Footnote 38|29||||a reduplication of the perfective extension| which is “phonologically motivated” (Matras 1999:29). The same allomo|object pronoun is suffixed: laherde “they saw” vs. laherdedis “they saw it”. Matras does not analyse it as a case of allomorphy but as “a reduplication of the perfective extension” which is “phonologically motivated” (Ma
1550|fn38:q4|prose|Footnote 38|29||||phonologically motivated| (Matras 1999:29). The same allomorph appears also in Matras (2000): |laherdedis “they saw it”. Matras does not analyse it as a case of allomorphy but as “a reduplication of the perfective extension” which is “phonologically motivated” (Matras 1999:29). The same allomorph ap
1551|fn38:q5|prose|Footnote 38|29|mardedis||” (Matras 1999:29). The same allomorph appears also in Matras (2000): |they killed him|; also most probably analysable as mard-ed-is (kill.PFV-SUB.3PL-OBJ.|he perfective extension” which is “phonologically motivated” (Matras 1999:29). The same allomorph appears also in Matras (2000): mardedis “they killed him”; also most probably analysable as mard
1552|fn39:q1|prose|Footnote 39|31|lafgynam||uite frequent in Patkanoff’s material (Patkanoff 1907/1908: 260-261): |(that) I buy| (Aleppo fiknəm ), lipar “buy!” (Aleppo pār ). It was also recorde|Interestingly, the formative l- is quite frequent in Patkanoffʾs material (Patkanoff 1907/1908: 260-261): lafgynam “(that) I buy” (Aleppo fiknəm ), lipar “buy!” (Alepp
1553|fn39:q2|prose|Footnote 39|31||||buy!| (Aleppo pār ). It was also recorded more systematically in the Doma|formative l- is quite frequent in Patkanoffʾs material (Patkanoff 1907/1908: 260-261): lafgynam “(that) I buy” (Aleppo fiknəm ), lipar “buy!” (Aleppo pār ). It was also recorded m
1554|fn41:q1|prose|Footnote 41|32||||marry|, depending on gender: when addressing a woman, mənəs kar- (lit. “ma|Aleppo Domari possesses two different expressions for “marry”, depending on gender: when addressing a
1555|fn41:q2|prose|Footnote 41|32||||make husband|) can be employed, while the verb ǧirsā h- can be used invariably wh|Aleppo Domari possesses two different expressions for “marry”, depending on gender: when addressing a woman, mənəs kar- (lit. “make husband”) can be employed, while the verb ǧirsā
1556|fn43:q1|prose|Footnote 43|37|sakarōm||Matras (1999:33) gives the following forms: sakami / |I can/could|.|Matras (1999:33) gives the following forms: sakami / sakarōm “I can/could”
1557|fn44:q1|prose|Footnote 44|37||||itʾs not possible|.|Cf. Arabic mā biṣīr (NEG become.IMPFV.3SG) or (colloquial) Persian ne-miše (NEG-become.IMPFV.3SG) that both mean “itʾs not possible”
1558|fn45:q1|prose|Footnote 45|39|na ka kerel||aves, differently though, as the negation marker is placed before ka: |he will not do| (Boretzky 2003:68).|158). See also Boretzky (2003:68). Syntactically, it behaves, differently though, as the negation marker is placed before ka: na ka kerel “he will not do” (Boretzky 2003:68)
1559|fn46:q1|prose|Footnote 46|42|mə-zʿəl (h)ōt||eneralised the marking of the leftmost position of the verbal phrase: |donʾt be upset|.|d. The dialect of Beirut differs in this respect and generalised the marking of the leftmost position of the verbal phrase: mə-zʿəl (h)ōt “donʾt be upset”
1560|fn48:q1|prose|Footnote 48|44|daku||Reflexes of tāke are common in Iranian languages. Kurmanji exhibits |in order to|, while tâke is found in Persian.|Reflexes of tāke are common in Iranian languages. Kurmanji exhibits daku “in order to”, while tâke is found in Persian
1561|fn52:q1|prose|Footnote 52|47||||aussi, également|.|Mokri (2003:611-612) gives the following forms: -ič / -yč / -īš / -iš , and translates it (in French) “aussi, également”
