Status,Entry_Key,PDF_Page,Printed_Head,Form,Variants,Gloss,DEDR_IDs,DEDR_Relations,Checked_Unlinked,Unresolved_DEDR_IDs,Raw_Entry
ingested,wolf-kota:p41:e16,41,vadk- (vydk-),vadk-,vydk-,"“to prosper, live”",5372,direct,,,"vadk- (vydk-) — (5372) “to prosper, live”"
ingested,wolf-kota:p41:e17,41,vag- (vaṛt-),vag-,vaṛt-,“(woman) is married”,5372,direct,,,vag- (vaṛt-) — (5372) “(woman) is married”
ingested,wolf-kota:p41:e18,41,vayrēkm,vayrēkm,,"(<Ta vayirākam/vairākam, zeal, enthusiasm<Skt. vairaga) IV: 17a",,,,,"vayrēkm — (<Ta vayirākam/vairākam, zeal, enthusiasm<Skt. vairaga) IV: 17a"
ingested,wolf-kota:p41:e19,41,vakc- (vakc-),vakc-,,“to make to come”,5370,direct,,,vakc- (vakc-) — (5370) “to make to come”
ingested,wolf-kota:p41:e20,41,vakc- (vakc-),vakc-,,“to make woman marry”,5372,direct,,,vakc- (vakc-) — (5372) “to make woman marry”
ingested,wolf-kota:p41:e21,41,val,val,,"“powerful, very, right; val kay, right hand; val(n) man who is clever at cheating; fem valy, valc",5276,direct,,,"val — (5276) “powerful, very, right; val kay, right hand; val(n) man who is clever at cheating; fem valy, valc"
ingested,wolf-kota:p41:e22,41,vaḷ,vaḷ,,bangle,5313,direct,,,vaḷ — (5313) bangle
ingested,wolf-kota:p41:e23,41,vaḷāk,vaḷāk,,,,,,,vaḷāk —
ingested,wolf-kota:p41:e24,41,vaḷāytēl,vaḷāytēl,,morning (EVS: valatāl),,,yes,,vaḷāytēl — [-] morning (EVS: valatāl)
ingested,wolf-kota:p41:e25,41,valc- (valc-),valc-,,"“(man) becomes stout, (heart) becomes bold, (grain) becomes solid lump when boiled”",5276,direct,,,"valc- (valc-) — (5276) “(man) becomes stout, (heart) becomes bold, (grain) becomes solid lump when boiled”"
ingested,wolf-kota:p41:e26,41,vaḷcārym/vaḷcērm,vaḷcārym,vaḷcērm,“all around”,5313,direct,,,vaḷcārym/vaḷcērm — (5313) “all around”
ingested,wolf-kota:p41:e27,41,valm,valm,,“round grain storage basket”,5315,direct,,,valm — (5315) “round grain storage basket”
ingested,wolf-kota:p41:e28,41,val paṭ,val paṭ,,“excessive”,5276,direct,,,val paṭ — (5276) “excessive”
ingested,wolf-kota:p41:e29,41,vaḷv,vaḷv,,"line for drying, hanging clothes",,,yes,,"vaḷv — [-] line for drying, hanging clothes"
ingested,wolf-kota:p41:e30,41,vaṇm,vaṇm,,“sari; large redc loth put over dead person” IV: 44,,,,,vaṇm — [EVS] “sari; large redc loth put over dead person” IV: 44
ingested,wolf-kota:p41:e31,41,var,var,,“appointed time for event; time appointed for death” II: 8; fate,5261,direct,,,var — (5261) “appointed time for event; time appointed for death” II: 8; fate
ingested,wolf-kota:p41:e32,41,varaṇm,varaṇm,,glittering,,,,,varaṇm — glittering
ingested,wolf-kota:p41:e33,41,varāṛ,varāṛ,,white striped shawl,,,,,varāṛ — white striped shawl
ingested,wolf-kota:p41:e34,41,-varcm,-varcm,,"like, in manner of",,,yes,,"-varcm — [-] like, in manner of"
ingested,wolf-kota:p41:e35,41,varḍn/varḍy,varḍn,varḍy,“man who has no children”/”barren woman”,5320,direct,,,varḍn/varḍy — (5320) “man who has no children”/”barren woman”
ingested,wolf-kota:p41:e36,41,varj- (varj-),varj-,,"“to wrap, wind”",5264,direct,,,"varj- (varj-) — (5264) “to wrap, wind”"
ingested,wolf-kota:p42:e1,42,varm,varm,,"boon, dry season",,,yes,,"varm — [-] boon, dry season"
ingested,wolf-kota:p42:e2,42,vaṛt,vaṛt,,"eating time (or regularly scheduled time for other kinds of ingestion, medicine, etc.) [EVS: “one time of cooking anything”]",,,yes,,"vaṛt — [-] eating time (or regularly scheduled time for other kinds of ingestion, medicine, etc.) [EVS: “one time of cooking anything”]"
ingested,wolf-kota:p42:e3,42,varv,varv,,“contribution”,5270,direct,,,varv — (5270) “contribution”
ingested,wolf-kota:p42:e4,42,varv- (vard-),varv-,vard-,to collect or distribute (rice) (I: 42); to calculate how much (rice) is needed (I: 43),5270,related,,,varv- (vard-) — [5270] to collect or distribute (rice) (I: 42); to calculate how much (rice) is needed (I: 43)
ingested,wolf-kota:p42:e5,42,vatkuy,vatkuy,,hole for safe grain storage II: 6,,,,,vatkuy — hole for safe grain storage II: 6
ingested,wolf-kota:p42:e6,42,vatm,vatm,,"Panicum miliare, a type of millet",,,,,"vatm Panicum miliare, a type of millet"
ingested,wolf-kota:p42:e7,42,vavṛe,vavṛe,,"stiff broom used for kavāl (Tamil, cimār)",,,,,"vavṛe — stiff broom used for kavāl (Tamil, cimār)"
ingested,wolf-kota:p42:e8,42,vay-/vey- (vac-/vec-/[veyc-?]),vay-,vey- (vac-|vec-|veyc-?]),"“to keep, place; beget, bear (child)”; lay (eggs) (note variants)",5549,direct,,,"vay-/vey- (vac-/vec-/[veyc-?]) — (5549) “to keep, place; beget, bear (child)”; lay (eggs) (note variants)"
ingested,wolf-kota:p42:e9,42,vayr,vayr,,"firmness, resolve",,,yes,,"vayr — [-] firmness, resolve"
ingested,wolf-kota:p42:e10,42,vayr,vayr,,roof,5264,direct,,,vayr — (5264) roof
ingested,wolf-kota:p42:e11,42,vācēry,vācēry,,kind of thorny plant II: 48,,,,,vācēry — kind of thorny plant II: 48
ingested,wolf-kota:p42:e12,42,vād āṭ- (āc-),vād āṭ-,āc-,to argue,,,yes,,vād āṭ- (āc-) — [-] to argue
ingested,wolf-kota:p42:e13,42,vāg- (vāgy-),vāg-,vāgy-,"“make (pot) bulge (in throwing it on the wheel)”; to slant, (clouds) to descend, lie low (attā guṛyko song)",5335,direct,,,"vāg- (vāgy-) — (5335) “make (pot) bulge (in throwing it on the wheel)”; to slant, (clouds) to descend, lie low (attā guṛyko song)"
ingested,wolf-kota:p42:e14,42,vāgr,vāgr,,slanting,5335,related,,,vāgr — [5335] slanting
ingested,wolf-kota:p42:e15,42,vākm,vākm,,"“prayer,promise, god’s words” (EVS)",,,,,"vākm — “prayer,promise, god’s words” (EVS)"
ingested,wolf-kota:p42:e16,42,vākm et-,vākm et-,,for mundkanons to utter prayers,,,,,vākm et- — for mundkanons to utter prayers
ingested,wolf-kota:p42:e17,42,vākṇ,vākṇ,,iron implement that holds the coals for the dūpm (incense),,,,,vākṇ — iron implement that holds the coals for the dūpm (incense)
ingested,wolf-kota:p42:e18,42,vāl,vāl,,door,5354,direct,,,vāl — (5354) door
ingested,wolf-kota:p42:e19,42,vāl,vāl,,"“long and narrow (of leaves, shape of head, etc.)”; tail (III: 80a)",5365,direct,,,"vāl — (5365) “long and narrow (of leaves, shape of head, etc.)”; tail (III: 80a)"
ingested,wolf-kota:p42:e20,42,vālk kaṛdvād,vālk kaṛdvād,,"without having crossed the threshold, used idiomatically to mean a person is extremely lazy",,,,,"vālk kaṛdvād — without having crossed the threshold, used idiomatically to mean a person is extremely lazy"
ingested,wolf-kota:p42:e21,42,vāḷn,vāḷn,,“extremely fatty meat”,5372,direct,,,vāḷn — (5372) “extremely fatty meat”
ingested,wolf-kota:p42:e22,42,vān kōy,vān kōy,,ostrich,,,,,vān kōy — [prob. “sky chicken”] ostrich
ingested,wolf-kota:p42:e23,42,vānm,vānm,,sky,5381,direct,,,vānm — (5381) sky
ingested,wolf-kota:p42:e24,42,vāntār,vāntār,,"in the sky, skyward, sky area",5381|405,related|related,,,"vāntār — [5381 + 405] in the sky, skyward, sky area"
ingested,wolf-kota:p42:e25,42,vāṛ- (vāṛy-),vāṛ-,vāṛy-,"“to wither, (face) becomes haggard from hunger or sorrow” (or from heavy drinking)",5342,direct,,,"vāṛ- (vāṛy-) — (5342) “to wither, (face) becomes haggard from hunger or sorrow” (or from heavy drinking)"
ingested,wolf-kota:p42:e26,42,vāraṇm,vāraṇm,,“tuft which priest ties in hair to catch god there”; “stout” (I: 43); removing of hair knot? I: 153,,,,,vāraṇm — “tuft which priest ties in hair to catch god there”; “stout” (I: 43); removing of hair knot? I: 153
ingested,wolf-kota:p42:e27,42,vāṭṭam cāṭṭam (Tamil),vāṭṭam cāṭṭam (Tamil),,appearance,,,,,vāṭṭam cāṭṭam (Tamil) — appearance
ingested,wolf-kota:p42:e28,42,vāyṛīṛ- (vāṛīp-),vāyṛīṛ-,vāṛīp-,"for a person to become weak, withered, from lack of food",5342,related,,,"vāyṛīṛ- (vāṛīp-) — [5342] for a person to become weak, withered, from lack of food"
ingested,wolf-kota:p42:e29,42,vāyīc,vāyīc,,kind of tool,,,,,vāyīc — kind of tool
ingested,wolf-kota:p42:e30,42,vāykn,vāykn,,goods,,,yes,,vāykn — [-] goods
ingested,wolf-kota:p42:e31,42,vāyk nōṭ- (nōc-),vāyk nōṭ-,nōc-,to passively witness,,,,,vāyk nōṭ- (nōc-) — [= vīk nōṭ-?] to passively witness
ingested,wolf-kota:p42:e32,42,vāy vaṇ,vāy vaṇ,,— plantain,5373,direct,,,vāy vaṇ — (5373) — plantain
ingested,wolf-kota:p42:e33,42,vedyr,vedyr,,bamboo,,,,,vedyr — bamboo
ingested,wolf-kota:p42:e34,42,vel,vel,,"“price, cost”",5421,direct,,,"vel — (5421) “price, cost”"
ingested,wolf-kota:p42:e35,42,veḷ,veḷ,,"“crop”; veḷ eytd cātram I: 92, millet sprouts put in udk I: 91",5437,direct,,,"veḷ — (5437) “crop”; veḷ eytd cātram I: 92, millet sprouts put in udk I: 91"
ingested,wolf-kota:p42:e36,42,veḷ,veḷ,,"“white, true”",5496,direct,,,"veḷ — (5496) “white, true”"
ingested,wolf-kota:p42:e37,42,veḷāk/vaḷāk,veḷāk,vaḷāk,a kind of bangle (see IV: 109a) taken on and off for both tāvs,,,,,veḷāk/vaḷāk — a kind of bangle (see IV: 109a) taken on and off for both tāvs
ingested,wolf-kota:p43:e1,43,veḷāym,veḷāym,,"plantation, agriculture",5437,related,,,"veḷāym — [5437] plantation, agriculture"
ingested,wolf-kota:p43:e2,43,velg- (velyg-),velg-,velyg-,to keep away from,5423,related,,,velg- (velyg-) — [5423] to keep away from
ingested,wolf-kota:p43:e3,43,veḷk,veḷk,,oil lamp,,,,,veḷk — oil lamp
ingested,wolf-kota:p43:e4,43,veḷman,veḷman,,white clay for making pots IV: 42,,,,,veḷman — white clay for making pots IV: 42
ingested,wolf-kota:p43:e5,43,veḷyd pōt,veḷyd pōt,,meat obtained on ordinary occasions II: 28,,,,,veḷyd pōt — meat obtained on ordinary occasions II: 28
ingested,wolf-kota:p43:e6,43,vent- (veynt-),vent-,veynt-,"“to ask, investigate, give ear to, listen, hear” (I: 66)",5516,direct,,,"vent- (veynt-) — (5516) “to ask, investigate, give ear to, listen, hear” (I: 66)"
ingested,wolf-kota:p43:e7,43,ventaṭ- (ventac-),ventaṭ-,ventac-,to pet,,,yes,,ventaṭ- (ventac-) — [-] to pet
ingested,wolf-kota:p43:e8,43,veḷp,veḷp,,"“lightness, whiteness”",5496,direct,,,"veḷp — (5496) “lightness, whiteness”"
ingested,wolf-kota:p43:e9,43,ver,ver,,"merely, only, ordinary",5513,direct,,,"ver — (5513) merely, only, ordinary"
ingested,wolf-kota:p43:e10,43,verāḷ/āc,verāḷ,āc,ordinary man or woman; “man wihtout wife or children”,5513,direct,,,verāḷ/āc — (5513) ordinary man or woman; “man wihtout wife or children”
ingested,wolf-kota:p43:e11,43,verēm,verēm,,"merely, just, for no particular reason",5513,related,,,"verēm — [5513] merely, just, for no particular reason"
ingested,wolf-kota:p43:e12,43,verg,verg,,firewood,,,,,verg — firewood
ingested,wolf-kota:p43:e13,43,vergīm,vergīm,,"naked (5513), not wearing varar at dance for dance during terkarns possession (III:23a)",5513,direct,,,"vergīm — naked (5513), not wearing varar at dance for dance during terkarns possession (III:23a)"
ingested,wolf-kota:p43:e14,43,verk- (verky-),verk-,verky-,"finish, finish off (kill)",5444,direct,,,"verk- (verky-) — (5444) finish, finish off (kill)"
ingested,wolf-kota:p43:e15,43,verv- (vert-),verv-,vert-,"“to become numb from exposure, insensate”; dumbstruck",5439,direct,,,"verv- (vert-) — (5439) “to become numb from exposure, insensate”; dumbstruck"
ingested,wolf-kota:p43:e16,43,vet,vet,,cane,,,,,vet — cane
ingested,wolf-kota:p43:e17,43,veṭm,veṭm,,mountain,5474,direct,,,veṭm — (5474) mountain
ingested,wolf-kota:p43:e18,43,vey- (vedy-),vey-,vedy-,"“to be burned, be burned up, (broth) boils”",5517,direct,,,"vey- (vedy-) — (5517) “to be burned, be burned up, (broth) boils”"
ingested,wolf-kota:p43:e19,43,veyḷ,veyḷ,,silver,5496,direct,,,veyḷ — (5496) silver
ingested,wolf-kota:p43:e20,43,veyḷval,veyḷval,,"bangle worn by ordinary women, not ritual",,,,,"veyḷval — bangle worn by ordinary women, not ritual"
ingested,wolf-kota:p43:e21,43,veyṛ,veyṛ,,gun,5473,direct,,,veyṛ — (5473) gun
ingested,wolf-kota:p43:e22,43,vēcīg,vēcīg,,"“hot, rainless season (Feb-June?)”",5517,direct,,,"vēcīg — (5517) “hot, rainless season (Feb-June?)”"
ingested,wolf-kota:p43:e23,43,vēdm,vēdm,,difference,,,,,vēdm — [<Skt. bheda] difference
ingested,wolf-kota:p43:e24,43,vēj,vēj,,fence,5538,direct,,,vēj — (5538) fence
ingested,wolf-kota:p43:e25,43,vēj pul,vēj pul,,"(probably “fence grass”, see paykvējpul)",,,,,"vēj pul — (probably “fence grass”, see paykvējpul)"
ingested,wolf-kota:p43:e26,43,vēk (vēyk),vēk (vēyk),,"winnowing with left to right motion; starting higher on the left side. then short swish horizontally away from the body to let vatm fall to the ground. This gets the stones out, the stones stay on the morm and the vatm falls to the ground.",5450,direct,,,"vēk (vēyk) — (5450) winnowing with left to right motion; starting higher on the left side. then short swish horizontally away from the body to let vatm fall to the ground. This gets the stones out, the stones stay on the morm and the vatm falls to the ground."
ingested,wolf-kota:p43:e27,43,vēḷ,vēḷ,,“badly ground coarse flour”,4444,direct,,,vēḷ — (4444) “badly ground coarse flour”
ingested,wolf-kota:p43:e28,43,vēṛ- (vēc-),vēṛ-,vēc-,"“to accept, collect, get”",5528,direct,,,"vēṛ- (vēc-) — (5528) “to accept, collect, get”"
ingested,wolf-kota:p43:e29,43,vēr,vēr,,"“state of being other, another’s, different, separate, outcasted”",5548,direct,,,"vēr — (5548) “state of being other, another’s, different, separate, outcasted”"
ingested,wolf-kota:p43:e30,43,vēr,vēr,,root,5535,direct,,,vēr — (5535) root
ingested,wolf-kota:p43:e31,43,vērāḷ,vērāḷ,,ordinary person II: 32,,,,,vērāḷ — ordinary person II: 32
ingested,wolf-kota:p43:e32,43,vērgoṇ- (vērgoḍ-),vērgoṇ-,vērgoḍ-,to hide,,,yes,,vērgoṇ- (vērgoḍ-) — [-] to hide
ingested,wolf-kota:p43:e33,43,vēṭḷ,vēṭḷ,,“stake in middle of threshing ground” (I: 2),,,,,vēṭḷ — “stake in middle of threshing ground” (I: 2)
ingested,wolf-kota:p43:e34,43,vicm,vicm,,poison,,,yes,,vicm — [-] poison
ingested,wolf-kota:p43:e35,43,vid,vid,,fate,,,,,vid — [<Skt. vidhi] fate
ingested,wolf-kota:p43:e36,43,vidāḷ,vidāḷ,,guests from other villages,5415,direct,,,vidāḷ — (5415) guests from other villages
ingested,wolf-kota:p43:e37,43,viḍḍi,viḍḍi,,"exclamation used when pushing someone away who is grabbing one, roughly “let go!”",,,yes,,"viḍḍi — [-] exclamation used when pushing someone away who is grabbing one, roughly “let go!”"
ingested,wolf-kota:p43:e38,43,vig- (viṛt-),vig-,viṛt-,“to fall”,5430,direct,,,vig- (viṛt-) — (5430) “to fall”
ingested,wolf-kota:p43:e39,43,vigaṛ,vigaṛ,,hatred,,,yes,,vigaṛ — [-] hatred
ingested,wolf-kota:p44:e1,44,vikc-/ukc- (vikc-)/(ukc-),vikc-,ukc- (vikc-)|(ukc-),"to make fall, drop (ukc- is Kurgōj mānt); another meaning has to do with making fire, possibly by twirling sticks? (see vīk-) (I: 43) (I: 154, tic vikc guṇḍam) II: 47",5430,related,,,"vikc-/ukc- (vikc-)/(ukc-) — [5430] to make fall, drop (ukc- is Kurgōj mānt); another meaning has to do with making fire, possibly by twirling sticks? (see vīk-) (I: 43) (I: 154, tic vikc guṇḍam) II: 47"
ingested,wolf-kota:p44:e2,44,viḷv- (viḷt-),viḷv-,viḷt-,“to whistle”,5461,direct,,,viḷv- (viḷt-) — (5461) “to whistle”
ingested,wolf-kota:p44:e3,44,vilavēṭ,vilavēṭ,,hunting bow,5422,related,,,vilavēṭ — [5422] hunting bow
ingested,wolf-kota:p44:e4,44,viṛ- (vit-),viṛ-,vit-,"to leave, get rid of, “abandon, release, untie, open (mouth)”",5393,direct,,,"viṛ- (vit-) — (5393) to leave, get rid of, “abandon, release, untie, open (mouth)”"
ingested,wolf-kota:p44:e5,44,viṛc- (viṛc-),viṛc-,,"“to make let go or leave, divorce (woman [or man]), skin (plantain), shell (beans)”",5393,direct,,,"viṛc- (viṛc-) — (5393) “to make let go or leave, divorce (woman [or man]), skin (plantain), shell (beans)”"
ingested,wolf-kota:p44:e6,44,viṛīcavvāyr,viṛīcavvāyr,,without saying a word he ran away,,,yes,,viṛīcavvāyr — [-] without saying a word he ran away
ingested,wolf-kota:p44:e7,44,virydm,virydm,,"(<Tamil, viratam <Skt., virata) “Stopping, desisting”; refraining from sex, alcohol, etc., for ritual purposes (I: 101)",,,,,"virydm — (<Tamil, viratam <Skt., virata) “Stopping, desisting”; refraining from sex, alcohol, etc., for ritual purposes (I: 101)"
ingested,wolf-kota:p44:e8,44,viṭaṛc- (viṭaṛc-),viṭaṛc-,,to go away quickly,,,yes,,viṭaṛc- (viṭaṛc-) — [-] to go away quickly
ingested,wolf-kota:p44:e9,44,vit,vit,,seed,5401,direct,,,vit — (5401) seed
ingested,wolf-kota:p44:e10,44,vit- (vity-),vit-,vity-,to sow,5401,direct,,,vit- (vity-) — (5401) to sow
ingested,wolf-kota:p44:e11,44,vitaṇ,vitaṇ,,act of sowing “time of sowing”,5401,direct,,,vitaṇ — (5401) act of sowing “time of sowing”
ingested,wolf-kota:p44:e12,44,vīc- (vīc-),vīc-,,"to grind (with grinding stone) “to exercise violence, throw violently, make a sweeping blow. . . wind blows” [didn’t check these]",5450,direct,,,"vīc- (vīc-) — (5450) to grind (with grinding stone) “to exercise violence, throw violently, make a sweeping blow. . . wind blows” [didn’t check these]"
ingested,wolf-kota:p44:e13,44,vīckal/bīckal,vīckal,bīckal,grinding stone,5450,related,,,vīckal/bīckal — [5450] grinding stone
ingested,wolf-kota:p44:e14,44,vīd,vīd,,"open area at the end of a line of houses, (or at edge of village? I: 157)",,,yes,,"vīd — [-] open area at the end of a line of houses, (or at edge of village? I: 157)"
