PreMu,pkh-69-56,ɟipid,to close eyes,,ɟipid,,"munda1968proto[p. 56, SEAlang record 69]",,Munda's reconstructed pre-Mundari reflex of pkh-69-56.,munda1968proto:R:c2.p69.i56:v2,munda1968proto:R:c2.p69.i56,,,
sa,pkh-271-71,ɟapud,rain,,ɟapud,,"munda1968proto[p. 71, SEAlang record 271]",,Munda's Santali reflex of pkh-271-71.,munda1968proto:C:c1.p271.i71,,,,
sa,pkh-271-71,ɟa-l-pud,rain,,ɟa-l-pud,,"munda1968proto[p. 71, SEAlang record 271]",,Munda's Santali reflex of pkh-271-71.,munda1968proto:C:c1.p271.i71:v2,munda1968proto:C:c1.p271.i71,,,
PreMu,pkh-271-71,ɟapud,rain,,ɟapud,,"munda1968proto[p. 71, SEAlang record 271]",,Munda's reconstructed pre-Mundari reflex of pkh-271-71.,munda1968proto:R:c2.p271.i71,,,,
PreMu,pkh-280-71,ɟarum,ripe,,ɟarum,,"munda1968proto[p. 71, SEAlang record 280]",,Munda's reconstructed pre-Mundari reflex of pkh-280-71.,munda1968proto:R:c2.p280.i71,,,,
PreMu,pkh-280-71,ɟarɔm,ripe,,ɟarɔm,,"munda1968proto[p. 71, SEAlang record 280]",,Munda's reconstructed pre-Mundari reflex of pkh-280-71.,munda1968proto:R:c2.p280.i71:v2,munda1968proto:R:c2.p280.i71,,,
sa,pkh-280-71,ɟarum,ripe,,ɟarum,,"munda1968proto[p. 71, SEAlang record 280]",,Munda's Santali reflex of pkh-280-71.,munda1968proto:C:c1.p280.i71,,,,
sa,pkh-696-104,ɟarɡɛ,rain,,ɟarɡɛ,,"munda1968proto[p. 104, SEAlang record 696]",,Munda's Santali reflex of pkh-696-104.,munda1968proto:C:c1.p696.i104,,,,
sa,pkh-776-109,ɟaŋ,"bone, seed",,ɟaŋ,,"munda1968proto[p. 109, SEAlang record 776]",,Munda's Santali reflex of pkh-776-109.,munda1968proto:C:c1.p776.i109,,,,
PreMu,pkh-776-109,ɟaŋ,"bone, seed",,ɟaŋ,,"munda1968proto[p. 109, SEAlang record 776]",,Munda's reconstructed pre-Mundari reflex of pkh-776-109.,munda1968proto:R:c2.p776.i109,,,,
PreMu,pkh-836-113,ɟaŋɡi,fence,,ɟaŋɡi,,"munda1968proto[p. 113, SEAlang record 836]",,Munda's reconstructed pre-Mundari reflex of pkh-836-113.,munda1968proto:R:c2.p836.i113,,,,
sa,pkh-836-113,ɟaŋɡɛ,fence,,ɟaŋɡɛ,,"munda1968proto[p. 113, SEAlang record 836]",,Munda's Santali reflex of pkh-836-113.,munda1968proto:C:c1.p836.i113,,,,
sa,pkh-671-102,ɟaɔ,old times,,ɟaɔ,,"munda1968proto[p. 102, SEAlang record 671]",,Munda's Santali reflex of pkh-671-102.,munda1968proto:C:c1.p671.i102,,,,
PreMu,pkh-671-102,ɟaɔ,old times,,ɟaɔ,,"munda1968proto[p. 102, SEAlang record 671]",,Munda's reconstructed pre-Mundari reflex of pkh-671-102.,munda1968proto:R:c2.p671.i102,,,,
sa,pkh-694-104,ɟaɛ,grandchild,,ɟaɛ,,"munda1968proto[p. 104, SEAlang record 694]",,Munda's Santali reflex of pkh-694-104.,munda1968proto:C:c1.p694.i104,,,,
sa,pkh-258-69,ɟaɡu,cooked rice,,ɟaɡu,,"munda1968proto[p. 69, SEAlang record 258]",,Munda's Santali reflex of pkh-258-69.,munda1968proto:C:c1.p258.i69,,,,
PreMu,pkh-258-69,ɟaɡu,cooked rice,,ɟaɡu,,"munda1968proto[p. 69, SEAlang record 258]",,Munda's reconstructed pre-Mundari reflex of pkh-258-69.,munda1968proto:R:c2.p258.i69,,,,
PreMu,pkh-695-104,ɟaɲɟi,lack of something,,ɟaɲɟi,,"munda1968proto[p. 104, SEAlang record 695]",,Munda's reconstructed pre-Mundari reflex of pkh-695-104.,munda1968proto:R:c2.p695.i104,,,,
sa,pkh-100-58,ɟaɲɟid,fishtrap,,ɟaɲɟid,,"munda1968proto[p. 58, SEAlang record 100]",,Munda's Santali reflex of pkh-100-58.,munda1968proto:C:c1.p100.i58,,,,
PreMu,pkh-100-58,ɟaɲɟid,fishtrap,,ɟaɲɟid,,"munda1968proto[p. 58, SEAlang record 100]",,Munda's reconstructed pre-Mundari reflex of pkh-100-58.,munda1968proto:R:c2.p100.i58,,,,
sa,pkh-695-104,ɟaɲɟɛ,lack of something,,ɟaɲɟɛ,,"munda1968proto[p. 104, SEAlang record 695]",,Munda's Santali reflex of pkh-695-104.,munda1968proto:C:c1.p695.i104,,,,
sa,pkh-1008-127,ɟaʈaʔ,to stick,,ɟaʈaʔ,,"munda1968proto[p. 127, SEAlang record 1008]",,Munda's Santali reflex of pkh-1008-127.,munda1968proto:C:c1.p1008.i127,,,,
PreMu,pkh-1008-127,ɟaʈaʔ,to stick,,ɟaʈaʔ,,"munda1968proto[p. 127, SEAlang record 1008]",,Munda's reconstructed pre-Mundari reflex of pkh-1008-127.,munda1968proto:R:c2.p1008.i127,,,,
sa,pkh-765-108,ɟaʔ,to touch,,ɟaʔ,,"munda1968proto[p. 108, SEAlang record 765]",,Munda's Santali reflex of pkh-765-108.,munda1968proto:C:c1.p765.i108,,,,
sa,pkh-765-108,ɲaʔ,to touch,,ɲaʔ,,"munda1968proto[p. 108, SEAlang record 765]",,Munda's Santali reflex of pkh-765-108.,munda1968proto:C:c1.p765.i108:v2,munda1968proto:C:c1.p765.i108,,,
PreMu,pkh-765-108,ɟaʔ,to touch,,ɟaʔ,,"munda1968proto[p. 108, SEAlang record 765]",,Munda's reconstructed pre-Mundari reflex of pkh-765-108.,munda1968proto:R:c2.p765.i108,,,,
sa,pkh-304-73,ɟeleɲ,"long, tall",,ɟeleɲ,,"munda1968proto[p. 73, SEAlang record 304]",,Munda's Santali reflex of pkh-304-73.,munda1968proto:C:c1.p304.i73,,,,
sa,pkh-961-124,ɟhampa,shade; fence,,ɟhampa,,"munda1968proto[p. 124, SEAlang record 961]",,Munda's Santali reflex of pkh-961-124.,munda1968proto:C:c1.p961.i124,,,,
sa,pkh-21-52,ɟhik,porcupine,,ɟhik,,"munda1968proto[p. 52, SEAlang record 21]",,Munda's Santali reflex of pkh-21-52.,munda1968proto:C:c1.p21.i52,,,,
sa,pkh-none-51x2,ɟi,to smell,,ɟi,,munda1968proto[p. 51-3],,Munda's Santali reflex of pkh-none-51x2.,munda1968proto:C:c1.p.i51-3,,,,
PreMu,pkh-none-51x2,ɟi,to smell,,ɟi,,munda1968proto[p. 51-2],,Munda's reconstructed pre-Mundari reflex of pkh-none-51x2.,munda1968proto:R:c2.p.i51-2,,,,
sa,pkh-27-53,ɟia,grandmother,,ɟia,,"munda1968proto[p. 53, SEAlang record 27]",,Munda's Santali reflex of pkh-27-53.,munda1968proto:C:c1.p27.i53,,,,
PreMu,pkh-27-53,ɟia,grandmother,,ɟia,,"munda1968proto[p. 53, SEAlang record 27]",,Munda's reconstructed pre-Mundari reflex of pkh-27-53.,munda1968proto:R:c2.p27.i53,,,,
PreMu,pkh-21-52,ɟiki,porcupine,,ɟiki,,"munda1968proto[p. 52, SEAlang record 21]",,Munda's reconstructed pre-Mundari reflex of pkh-21-52.,munda1968proto:R:c2.p21.i52,,,,
sa,pkh-61-55,ɟiki,to move on buttocks,,ɟiki,,"munda1968proto[p. 55, SEAlang record 61]",,Munda's Santali reflex of pkh-61-55.,munda1968proto:C:c1.p61.i55,,,,
PreMu,pkh-61-55,ɟiki,to move on buttocks,,ɟiki,,"munda1968proto[p. 55, SEAlang record 61]",,Munda's reconstructed pre-Mundari reflex of pkh-61-55.,munda1968proto:R:c2.p61.i55,,,,
sa,pkh-none-54,ɟil,"meat, flesh",,ɟil,,munda1968proto[p. 54],,Munda's Santali reflex of pkh-none-54.,munda1968proto:C:c1.p.i54,,,,
sa,pkh-none-54,ɟel,"meat, flesh",,ɟel,,munda1968proto[p. 54],,Munda's Santali reflex of pkh-none-54.,munda1968proto:C:c1.p.i54:v2,munda1968proto:C:c1.p.i54,,,
PreMu,pkh-none-54x2,ɟilad,to slip,,ɟilad,,munda1968proto[p. 54-2],,Munda's reconstructed pre-Mundari reflex of pkh-none-54x2.,munda1968proto:R:c2.p.i54-2,,,,
PreMu,pkh-304-73,ɟiliŋ,"long, tall",,ɟiliŋ,,"munda1968proto[p. 73, SEAlang record 304]",,Munda's reconstructed pre-Mundari reflex of pkh-304-73.,munda1968proto:R:c2.p304.i73,,,,
PreMu,pkh-304-73,ɟiliɲ,"long, tall",,ɟiliɲ,,"munda1968proto[p. 73, SEAlang record 304]",,Munda's reconstructed pre-Mundari reflex of pkh-304-73.,munda1968proto:R:c2.p304.i73:v2,munda1968proto:R:c2.p304.i73,,,
PreMu,pkh-none-54,ɟilu,"meat, flesh",,ɟilu,,munda1968proto[p. 54],,Munda's reconstructed pre-Mundari reflex of pkh-none-54.,munda1968proto:R:c2.p.i54,,,,
sa,pkh-none-54x2,ɟilɛd,to slip,,ɟilɛd,,munda1968proto[p. 54-2],,Munda's Santali reflex of pkh-none-54x2.,munda1968proto:C:c1.p.i54-2,,,,
sa,pkh-1293-144,ɟol,"to burn, light",,ɟol,,"munda1968proto[p. 144, SEAlang record 1293]",,Munda's Santali reflex of pkh-1293-144.,munda1968proto:C:c1.p1293.i144,,,,
PreMu,pkh-1293-144,ɟul,"to burn, light",,ɟul,,"munda1968proto[p. 144, SEAlang record 1293]",,Munda's reconstructed pre-Mundari reflex of pkh-1293-144.,munda1968proto:R:c2.p1293.i144,,,,
sa,pkh-155-62,ɟuɳɖi,"to be lit, set fire to",,ɟuɳɖi,,"munda1968proto[p. 62, SEAlang record 155]",,Munda's Santali reflex of pkh-155-62.,munda1968proto:C:c1.p155.i62,,,,
PreMu,pkh-155-62,ɟuɳɖi,"to be lit, set fire to",,ɟuɳɖi,,"munda1968proto[p. 62, SEAlang record 155]",,Munda's reconstructed pre-Mundari reflex of pkh-155-62.,munda1968proto:R:c2.p155.i62,,,,
sa,pkh-509-89,ɟɔ,fruit,,ɟɔ,,"munda1968proto[p. 89, SEAlang record 509]",,Munda's Santali reflex of pkh-509-89.,munda1968proto:C:c1.p509.i89,,,,
PreMu,pkh-509-89,ɟɔ,fruit,,ɟɔ,,"munda1968proto[p. 89, SEAlang record 509]",,Munda's reconstructed pre-Mundari reflex of pkh-509-89.,munda1968proto:R:c2.p509.i89,,,,
sa,pkh-474-87,ɟɔbɛ,to get wet,,ɟɔbɛ,,"munda1968proto[p. 87, SEAlang record 474]",,Munda's Santali reflex of pkh-474-87.,munda1968proto:C:c1.p474.i87,,,,
PreMu,pkh-474-87,ɟɔbɛ,to get wet,,ɟɔbɛ,,"munda1968proto[p. 87, SEAlang record 474]",,Munda's reconstructed pre-Mundari reflex of pkh-474-87.,munda1968proto:R:c2.p474.i87,,,,
sa,pkh-515-90,ɟɔd,to wipe,,ɟɔd,,"munda1968proto[p. 90, SEAlang record 515]",,Munda's Santali reflex of pkh-515-90.,munda1968proto:C:c1.p515.i90,,,,
PreMu,pkh-515-90,ɟɔd,to wipe,,ɟɔd,,"munda1968proto[p. 90, SEAlang record 515]",,Munda's reconstructed pre-Mundari reflex of pkh-515-90.,munda1968proto:R:c2.p515.i90,,,,
sa,pkh-1146-135,ɟɔhar,to greet,,ɟɔhar,,"munda1968proto[p. 135, SEAlang record 1146]",,Munda's Santali reflex of pkh-1146-135.,munda1968proto:C:c1.p1146.i135,,,,
PreMu,pkh-1146-135,ɟɔhar,to greet,,ɟɔhar,,"munda1968proto[p. 135, SEAlang record 1146]",,Munda's reconstructed pre-Mundari reflex of pkh-1146-135.,munda1968proto:R:c2.p1146.i135,,,,
sa,pkh-631-98,ɟɔlɔm,to smear,,ɟɔlɔm,,"munda1968proto[p. 98, SEAlang record 631]",,Munda's Santali reflex of pkh-631-98.,munda1968proto:C:c1.p631.i98,,,,
PreMu,pkh-631-98,ɟɔlɔm,to smear,,ɟɔlɔm,,"munda1968proto[p. 98, SEAlang record 631]",,Munda's reconstructed pre-Mundari reflex of pkh-631-98.,munda1968proto:R:c2.p631.i98,,,,
sa,pkh-526-91,ɟɔm,to eat,,ɟɔm,,"munda1968proto[p. 91, SEAlang record 526]",,Munda's Santali reflex of pkh-526-91.,munda1968proto:C:c1.p526.i91,,,,
PreMu,pkh-526-91,ɟɔm,to eat,,ɟɔm,,"munda1968proto[p. 91, SEAlang record 526]",,Munda's reconstructed pre-Mundari reflex of pkh-526-91.,munda1968proto:R:c2.p526.i91,,,,
sa,pkh-1373-149,ɟɔnɔʔ,broom,,ɟɔnɔʔ,,"munda1968proto[p. 149, SEAlang record 1373]",,Munda's Santali reflex of pkh-1373-149.,munda1968proto:C:c1.p1373.i149,,,,
PreMu,pkh-1373-149,ɟɔnɔʔ,broom,,ɟɔnɔʔ,,"munda1968proto[p. 149, SEAlang record 1373]",,Munda's reconstructed pre-Mundari reflex of pkh-1373-149.,munda1968proto:R:c2.p1373.i149,,,,
PKher,pkh-1373-149,ɟɔnɔʔ,broom,,ɟɔnɔʔ,,"munda1968proto[p. 149, SEAlang record 1373]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1373.i149,,,,
PreMu,pkh-590-95,ɟɔrɔ,to leak,,ɟɔrɔ,,"munda1968proto[p. 95, SEAlang record 590]",,Munda's reconstructed pre-Mundari reflex of pkh-590-95.,munda1968proto:R:c2.p590.i95,,,,
sa,pkh-595-95,ɟɔɟɔ,tamarind,,ɟɔɟɔ,,"munda1968proto[p. 95, SEAlang record 595]",,Munda's Santali reflex of pkh-595-95.,munda1968proto:C:c1.p595.i95,,,,
PreMu,pkh-595-95,ɟɔɟɔ,tamarind,,ɟɔɟɔ,,"munda1968proto[p. 95, SEAlang record 595]",,Munda's reconstructed pre-Mundari reflex of pkh-595-95.,munda1968proto:R:c2.p595.i95,,,,
sa,pkh-523-91,ɟɔʔ,to sweep,,ɟɔʔ,,"munda1968proto[p. 91, SEAlang record 523]",,Munda's Santali reflex of pkh-523-91.,munda1968proto:C:c1.p523.i91,,,,
PreMu,pkh-523-91,ɟɔʔ,to sweep,,ɟɔʔ,,"munda1968proto[p. 91, SEAlang record 523]",,Munda's reconstructed pre-Mundari reflex of pkh-523-91.,munda1968proto:R:c2.p523.i91,,,,
PreMu,pkh-435-84,ɟɛm(b)ɛd,to suck,,ɟɛm(b)ɛd,,"munda1968proto[p. 84, SEAlang record 435]",,Munda's reconstructed pre-Mundari reflex of pkh-435-84.,munda1968proto:R:c2.p435.i84,,,,
sa,pkh-435-84,ɟɛmɛd,to suck,,ɟɛmɛd,,"munda1968proto[p. 84, SEAlang record 435]",,Munda's Santali reflex of pkh-435-84.,munda1968proto:C:c1.p435.i84,,,,
sa,pkh-394-81,ɟɛr-ka,sticky,,ɟɛr-ka,,"munda1968proto[p. 81, SEAlang record 394]",,Munda's Santali reflex of pkh-394-81.,munda1968proto:C:c1.p394.i81,,,,
PreMu,pkh-394-81,ɟɛr-ka,sticky,,ɟɛr-ka,,"munda1968proto[p. 81, SEAlang record 394]",,Munda's reconstructed pre-Mundari reflex of pkh-394-81.,munda1968proto:R:c2.p394.i81,,,,
sa,pkh-431-84,ɟɛrɛ,gum,,ɟɛrɛ,,"munda1968proto[p. 84, SEAlang record 431]",,Munda's Santali reflex of pkh-431-84.,munda1968proto:C:c1.p431.i84,,,,
PreMu,pkh-431-84,ɟɛrɛ,gum,,ɟɛrɛ,,"munda1968proto[p. 84, SEAlang record 431]",,Munda's reconstructed pre-Mundari reflex of pkh-431-84.,munda1968proto:R:c2.p431.i84,,,,
PKher,pkh-431-84,ɟɛrɛ,gum,,ɟɛrɛ,,"munda1968proto[p. 84, SEAlang record 431]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p431.i84,,,,
sa,pkh-437-84,ɟɛrɛd,to connect,,ɟɛrɛd,,"munda1968proto[p. 84, SEAlang record 437]",,Munda's Santali reflex of pkh-437-84.,munda1968proto:C:c1.p437.i84,,,,
PreMu,pkh-437-84,ɟɛrɛd,to connect,,ɟɛrɛd,,"munda1968proto[p. 84, SEAlang record 437]",,Munda's reconstructed pre-Mundari reflex of pkh-437-84.,munda1968proto:R:c2.p437.i84,,,,
sa,pkh-436-84,ɟɛŋɡɛd,red,,ɟɛŋɡɛd,,"munda1968proto[p. 84, SEAlang record 436]",,Munda's Santali reflex of pkh-436-84.,munda1968proto:C:c1.p436.i84,,,,
PreMu,pkh-436-84,ɟɛŋɡɛd,red,,ɟɛŋɡɛd,,"munda1968proto[p. 84, SEAlang record 436]",,Munda's reconstructed pre-Mundari reflex of pkh-436-84.,munda1968proto:R:c2.p436.i84,,,,
sa,pkh-361-78,ɡ-ɛɟ,to scrape up,,ɡ-ɛɟ,,"munda1968proto[p. 78, SEAlang record 361]",,Munda's Santali reflex of pkh-361-78.,munda1968proto:C:c1.p361.i78,,,,
PreMu,pkh-361-78,ɡ-ɛɟ,to scrape up,,ɡ-ɛɟ,,"munda1968proto[p. 78, SEAlang record 361]",,Munda's reconstructed pre-Mundari reflex of pkh-361-78.,munda1968proto:R:c2.p361.i78,,,,
sa,pkh-955-123,ɡabla,to cover,,ɡabla,,"munda1968proto[p. 123, SEAlang record 955]",,Munda's Santali reflex of pkh-955-123.,munda1968proto:C:c1.p955.i123,,,,
PreMu,pkh-955-123,ɡabla,to cover,,ɡabla,,"munda1968proto[p. 123, SEAlang record 955]",,Munda's reconstructed pre-Mundari reflex of pkh-955-123.,munda1968proto:R:c2.p955.i123,,,,
sa,pkh-956-123,ɡapa,tomorrow,,ɡapa,,"munda1968proto[p. 123, SEAlang record 956]",,Munda's Santali reflex of pkh-956-123.,munda1968proto:C:c1.p956.i123,,,,
PreMu,pkh-956-123,ɡapa,tomorrow,,ɡapa,,"munda1968proto[p. 123, SEAlang record 956]",,Munda's reconstructed pre-Mundari reflex of pkh-956-123.,munda1968proto:R:c2.p956.i123,,,,
PreMu,pkh-696-104,ɡarɡi,rain,,ɡarɡi,,"munda1968proto[p. 104, SEAlang record 696]",,Munda's reconstructed pre-Mundari reflex of pkh-696-104.,munda1968proto:R:c2.p696.i104,,,,
PreMu,pkh-692-103,ɡati,companion,,ɡati,,"munda1968proto[p. 103, SEAlang record 692]",,Munda's reconstructed pre-Mundari reflex of pkh-692-103.,munda1968proto:R:c2.p692.i103,,,,
sa,pkh-692-103,ɡatɛ,companion,,ɡatɛ,,"munda1968proto[p. 103, SEAlang record 692]",,Munda's Santali reflex of pkh-692-103.,munda1968proto:C:c1.p692.i103,,,,
sa,pkh-103-58,ɡawiɟ,to beckon,,ɡawiɟ,,"munda1968proto[p. 58, SEAlang record 103]",,Munda's Santali reflex of pkh-103-58.,munda1968proto:C:c1.p103.i58,,,,
PreMu,pkh-103-58,ɡawiɟ,to beckon,,ɡawiɟ,,"munda1968proto[p. 58, SEAlang record 103]",,Munda's reconstructed pre-Mundari reflex of pkh-103-58.,munda1968proto:R:c2.p103.i58,,,,
PreMu,pkh-730-106,ɡaɳdu,seat,,ɡaɳdu,,"munda1968proto[p. 106, SEAlang record 730]",,Munda's reconstructed pre-Mundari reflex of pkh-730-106.,munda1968proto:R:c2.p730.i106,,,,
PreMu,pkh-216-66,ɡaɳɖuɟ,to divide,,ɡaɳɖuɟ,,"munda1968proto[p. 66, SEAlang record 216]",,Munda's reconstructed pre-Mundari reflex of pkh-216-66.,munda1968proto:R:c2.p216.i66,,,,
sa,pkh-730-106,ɡaɳɖɔ,seat,,ɡaɳɖɔ,,"munda1968proto[p. 106, SEAlang record 730]",,Munda's Santali reflex of pkh-730-106.,munda1968proto:C:c1.p730.i106,,,,
sa,pkh-90-58,ɡaɽi,monkey,,ɡaɽi,,"munda1968proto[p. 58, SEAlang record 90]",,Munda's Santali reflex of pkh-90-58.,munda1968proto:C:c1.p90.i58,,,,
PreMu,pkh-90-58,ɡaɽi,monkey,,ɡaɽi,,"munda1968proto[p. 58, SEAlang record 90]",,Munda's reconstructed pre-Mundari reflex of pkh-90-58.,munda1968proto:R:c2.p90.i58,,,,
PKher,pkh-849-114,ɡaɽɛɟ,to slip,,ɡaɽɛɟ,,"munda1968proto[p. 114, SEAlang record 849]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p849.i114,,,,
PKher,pkh-849-114,ɡɔɽɛɟ,to slip,,ɡɔɽɛɟ,,"munda1968proto[p. 114, SEAlang record 849]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p849.i114:v2,munda1968proto:R:c3.p849.i114,,,
sa,pkh-849-114,ɡaɽɛɟ,to slip,,ɡaɽɛɟ,,"munda1968proto[p. 114, SEAlang record 849]",,Munda's Santali reflex of pkh-849-114.,munda1968proto:C:c1.p849.i114,,,,
sa,pkh-764-108,ɡaʔ,to make a net,,ɡaʔ,,"munda1968proto[p. 108, SEAlang record 764]",,Munda's Santali reflex of pkh-764-108.,munda1968proto:C:c1.p764.i108,,,,
PreMu,pkh-764-108,ɡaʔ,to make a net,,ɡaʔ,,"munda1968proto[p. 108, SEAlang record 764]",,Munda's reconstructed pre-Mundari reflex of pkh-764-108.,munda1968proto:R:c2.p764.i108,,,,
sa,pkh-287-72,ɡe,emphatic particle,,ɡe,,"munda1968proto[p. 72, SEAlang record 287]",,Munda's Santali reflex of pkh-287-72.,munda1968proto:C:c1.p287.i72,,,,part
PreMu,pkh-287-72,ɡi,emphatic particle,,ɡi,,"munda1968proto[p. 72, SEAlang record 287]",,Munda's reconstructed pre-Mundari reflex of pkh-287-72.,munda1968proto:R:c2.p287.i72,,,,part
PreMu,pkh-287-72,ɡɛ,emphatic particle,,ɡɛ,,"munda1968proto[p. 72, SEAlang record 287]",,Munda's reconstructed pre-Mundari reflex of pkh-287-72.,munda1968proto:R:c2.p287.i72:v2,munda1968proto:R:c2.p287.i72,,,part
sa,pkh-16-52,ɡil,"to make a fist, to strike",,ɡil,,"munda1968proto[p. 52, SEAlang record 16]",,Munda's Santali reflex of pkh-16-52.,munda1968proto:C:c1.p16.i52,,,,
PreMu,pkh-16-52,ɡil,"to make a fist, to strike",,ɡil,,"munda1968proto[p. 52, SEAlang record 16]",,Munda's reconstructed pre-Mundari reflex of pkh-16-52.,munda1968proto:R:c2.p16.i52,,,,
sa,pkh-79-57,ɡitil,sand,,ɡitil,,"munda1968proto[p. 57, SEAlang record 79]",,Munda's Santali reflex of pkh-79-57.,munda1968proto:C:c1.p79.i57,,,,
PreMu,pkh-79-57,ɡitil,sand,,ɡitil,,"munda1968proto[p. 57, SEAlang record 79]",,Munda's reconstructed pre-Mundari reflex of pkh-79-57.,munda1968proto:R:c2.p79.i57,,,,
sa,pkh-71-56,ɡitiɟ,to lie down,,ɡitiɟ,,"munda1968proto[p. 56, SEAlang record 71]",,Munda's Santali reflex of pkh-71-56.,munda1968proto:C:c1.p71.i56,,,,
PreMu,pkh-71-56,ɡitiɟ,to lie down,,ɡitiɟ,,"munda1968proto[p. 56, SEAlang record 71]",,Munda's reconstructed pre-Mundari reflex of pkh-71-56.,munda1968proto:R:c2.p71.i56,,,,
sa,pkh-327-75,ɡoco,"mustache, beard",,ɡoco,,"munda1968proto[p. 75, SEAlang record 327]",,Munda's Santali reflex of pkh-327-75.,munda1968proto:C:c1.p327.i75,,,,
sa,pkh-328-75,ɡoŋɡo,fatherˈs elder brother,,ɡoŋɡo,,"munda1968proto[p. 75, SEAlang record 328]",,Munda's Santali reflex of pkh-328-75.,munda1968proto:C:c1.p328.i75,,,,
PreMu,pkh-327-75,ɡucu,"mustache, beard",,ɡucu,,"munda1968proto[p. 75, SEAlang record 327]",,Munda's reconstructed pre-Mundari reflex of pkh-327-75.,munda1968proto:R:c2.p327.i75,,,,
sa,pkh-140-61,ɡum,to winnow,,ɡum,,"munda1968proto[p. 61, SEAlang record 140]",,Munda's Santali reflex of pkh-140-61.,munda1968proto:C:c1.p140.i61,,,,
PreMu,pkh-140-61,ɡum,to winnow,,ɡum,,"munda1968proto[p. 61, SEAlang record 140]",,Munda's reconstructed pre-Mundari reflex of pkh-140-61.,munda1968proto:R:c2.p140.i61,,,,
sa,pkh-120-59,ɡundli,millet,,ɡundli,,"munda1968proto[p. 59, SEAlang record 120]",,Munda's Santali reflex of pkh-120-59.,munda1968proto:C:c1.p120.i59,,,,
PreMu,pkh-120-59,ɡundli,millet,,ɡundli,,"munda1968proto[p. 59, SEAlang record 120]",,Munda's reconstructed pre-Mundari reflex of pkh-120-59.,munda1968proto:R:c2.p120.i59,,,,
sa,pkh-151-61,ɡur,to fall down,,ɡur,,"munda1968proto[p. 61, SEAlang record 151]",,Munda's Santali reflex of pkh-151-61.,munda1968proto:C:c1.p151.i61,,,,
PreMu,pkh-151-61,ɡur,to fall down,,ɡur,,"munda1968proto[p. 61, SEAlang record 151]",,Munda's reconstructed pre-Mundari reflex of pkh-151-61.,munda1968proto:R:c2.p151.i61,,,,
sa,pkh-220-66,ɡusuɟ,to hide,,ɡusuɟ,,"munda1968proto[p. 66, SEAlang record 220]",,Munda's Santali reflex of pkh-220-66.,munda1968proto:C:c1.p220.i66,,,,
PreMu,pkh-220-66,ɡusuɟ,to hide,,ɡusuɟ,,"munda1968proto[p. 66, SEAlang record 220]",,Munda's reconstructed pre-Mundari reflex of pkh-220-66.,munda1968proto:R:c2.p220.i66,,,,
sa,pkh-203-65,ɡutu,to pierce,,ɡutu,,"munda1968proto[p. 65, SEAlang record 203]",,Munda's Santali reflex of pkh-203-65.,munda1968proto:C:c1.p203.i65,,,,
PreMu,pkh-203-65,ɡutu,to pierce,,ɡutu,,"munda1968proto[p. 65, SEAlang record 203]",,Munda's reconstructed pre-Mundari reflex of pkh-203-65.,munda1968proto:R:c2.p203.i65,,,,
PreMu,pkh-328-75,ɡuŋɡu,fatherˈs elder brother,,ɡuŋɡu,,"munda1968proto[p. 75, SEAlang record 328]",,Munda's reconstructed pre-Mundari reflex of pkh-328-75.,munda1968proto:R:c2.p328.i75,,,,
sa,pkh-200-65,ɡuŋɡu,raincoat,,ɡuŋɡu,,"munda1968proto[p. 65, SEAlang record 200]",,Munda's Santali reflex of pkh-200-65.,munda1968proto:C:c1.p200.i65,,,,
PreMu,pkh-200-65,ɡuŋɡu,raincoat,,ɡuŋɡu,,"munda1968proto[p. 65, SEAlang record 200]",,Munda's reconstructed pre-Mundari reflex of pkh-200-65.,munda1968proto:R:c2.p200.i65,,,,
sa,pkh-211-66,ɡuŋɡud,embrace,,ɡuŋɡud,,"munda1968proto[p. 66, SEAlang record 211]",,Munda's Santali reflex of pkh-211-66.,munda1968proto:C:c1.p211.i66,,,,
PreMu,pkh-211-66,ɡuŋɡud,embrace,,ɡuŋɡud,,"munda1968proto[p. 66, SEAlang record 211]",,Munda's reconstructed pre-Mundari reflex of pkh-211-66.,munda1968proto:R:c2.p211.i66,,,,
sa,pkh-174-63,ɡuɳɖa,powder,,ɡuɳɖa,,"munda1968proto[p. 63, SEAlang record 174]",,Munda's Santali reflex of pkh-174-63.,munda1968proto:C:c1.p174.i63,,,,
PreMu,pkh-174-63,ɡuɳɖa,powder,,ɡuɳɖa,,"munda1968proto[p. 63, SEAlang record 174]",,Munda's reconstructed pre-Mundari reflex of pkh-174-63.,munda1968proto:R:c2.p174.i63,,,,
sa,pkh-216-66,ɡuɳɖuɟ,to divide,,ɡuɳɖuɟ,,"munda1968proto[p. 66, SEAlang record 216]",,Munda's Santali reflex of pkh-216-66.,munda1968proto:C:c1.p216.i66,,,,
PreMu,,ɡuɽu,grinding stone,,ɡuɽu,,"munda1968proto[p. 65, SEAlang record 202]",,Source comparison record has no aligned Proto-Kherwarian reconstruction.,munda1968proto:R:c2.p202.i65,,,,
