Goj,,dʒhɑn,body,,dʒhɑn,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 42, printed p. 34, item 1, list UDH]",,,sileasterngujari2023:p042:i001:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kɔɳɛ,which?,,kɔɳɛ,source lexical-similarity group 3; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 170, list CHA]",,,sileasterngujari2023:p070:i170:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kɔɳ,which?,,kɔɳ,source lexical-similarity group 3; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 170, list RAM]",,,sileasterngujari2023:p070:i170:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ke,which?,,ke,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 170, list NAL]",,,sileasterngujari2023:p070:i170:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kɪɽo,which?,,kɪɽo,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 170, list DEH]",,,sileasterngujari2023:p070:i170:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kɛɽo,which?,,kɛɽo,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 170, list KOT]",,,sileasterngujari2023:p070:i170:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kɪɽo,which?,,kɪɽo,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 170, list HAL]",,,sileasterngujari2023:p070:i170:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,jo,this (in hand),,jo,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 171, list UDH]",,,sileasterngujari2023:p070:i171:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,jo,this (in hand),,jo,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 171, list JAM]",,,sileasterngujari2023:p070:i171:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,jo,this (in hand),,jo,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 171, list CHA]",,,sileasterngujari2023:p070:i171:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,jo,this (in hand),,jo,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 171, list RAM]",,,sileasterngujari2023:p070:i171:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,jo,this (in hand),,jo,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 171, list NAL]",,,sileasterngujari2023:p070:i171:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,jo,this (in hand),,jo,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 171, list DEH]",,,sileasterngujari2023:p070:i171:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,jo,this (in hand),,jo,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 171, list KOT]",,,sileasterngujari2023:p070:i171:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,jo,this (in hand),,jo,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 171, list HAL]",,,sileasterngujari2023:p070:i171:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ʋo,that (distant),,ʋo,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 172, list UDH]",,,sileasterngujari2023:p070:i172:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,u,that (distant),,u,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 172, list JAM]",,,sileasterngujari2023:p070:i172:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ʋo,that (distant),,ʋo,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 172, list CHA]",,,sileasterngujari2023:p070:i172:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,o,that (distant),,o,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 172, list RAM]",,,sileasterngujari2023:p070:i172:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,o,that (distant),,o,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 172, list NAL]",,,sileasterngujari2023:p070:i172:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,u,that (distant),,u,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 172, list DEH]",,,sileasterngujari2023:p070:i172:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,o,that (distant),,o,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 172, list KOT]",,,sileasterngujari2023:p070:i172:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,u,that (distant),,u,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 172, list HAL]",,,sileasterngujari2023:p070:i172:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,je,these (in hand),,je,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list UDH]",,,sileasterngujari2023:p070:i173:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,i,these (in hand),,i,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list JAM]",,,sileasterngujari2023:p070:i173:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,je,these (in hand),,je,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list CHA]",,,sileasterngujari2023:p070:i173:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ɪt,these (in hand),,ɪt,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list CHA]",,,sileasterngujari2023:p070:i173:CHA:a2,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,je,these (in hand),,je,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list RAM]",,,sileasterngujari2023:p070:i173:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,je,these (in hand),,je,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list NAL]",,,sileasterngujari2023:p070:i173:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,e,these (in hand),,e,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list DEH]",,,sileasterngujari2023:p070:i173:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,e,these (in hand),,e,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list KOT]",,,sileasterngujari2023:p070:i173:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,e,these (in hand),,e,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 173, list HAL]",,,sileasterngujari2023:p070:i173:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ʋe,those (distant),,ʋe,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list UDH]",,,sileasterngujari2023:p070:i174:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ʋi,those (distant),,ʋi,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list JAM]",,,sileasterngujari2023:p070:i174:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ʋe,those (distant),,ʋe,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list CHA]",,,sileasterngujari2023:p070:i174:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ʋo,those (distant),,ʋo,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list CHA]",,,sileasterngujari2023:p070:i174:CHA:a2,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ʋe,those (distant),,ʋe,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list RAM]",,,sileasterngujari2023:p070:i174:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,o,those (distant),,o,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list NAL]",,,sileasterngujari2023:p070:i174:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,oʋe,those (distant),,oʋe,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list DEH]",,,sileasterngujari2023:p070:i174:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,oʋe,those (distant),,oʋe,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list KOT]",,,sileasterngujari2023:p070:i174:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,ʋi,those (distant),,ʋi,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 174, list HAL]",,,sileasterngujari2023:p070:i174:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,puɾɑ,same (like),,puɾɑ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list UDH]",,,sileasterngujari2023:p071:i175:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,bʌɾʌbʌɾ,same (like),,bʌɾʌbʌɾ,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list JAM]",,,sileasterngujari2023:p071:i175:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ekːo dʒɛsɑ,same (like),,ekːo dʒɛsɑ,source lexical-similarity group 3; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list JAM]",,,sileasterngujari2023:p071:i175:JAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,bʌɾɑbʌɾ,same (like),,bʌɾɑbʌɾ,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list CHA]",,,sileasterngujari2023:p071:i175:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,bʌɾʌbʌɾ,same (like),,bʌɾʌbʌɾ,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list RAM]",,,sileasterngujari2023:p071:i175:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,bʌɾubʌɾ,same (like),,bʌɾubʌɾ,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list NAL]",,,sileasterngujari2023:p071:i175:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,bʌɾɑbʌɾ,same (like),,bʌɾɑbʌɾ,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list DEH]",,,sileasterngujari2023:p071:i175:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,ekːo dʒɛsɑ,same (like),,ekːo dʒɛsɑ,source lexical-similarity group 3; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list DEH]",,,sileasterngujari2023:p071:i175:DEH:a2,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,bʌɾɑbʌɾ,same (like),,bʌɾɑbʌɾ,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list KOT]",,,sileasterngujari2023:p071:i175:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,bʌɾɑbʌɾ,same (like),,bʌɾɑbʌɾ,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 175, list HAL]",,,sileasterngujari2023:p071:i175:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kʌno kʌno,different (other),,kʌno kʌno,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list UDH]",,,sileasterngujari2023:p071:i176:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,bʌkhɾɑ bʌkhɾɑ,different (other),,bʌkhɾɑ bʌkhɾɑ,source lexical-similarity group 4; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list JAM]",,,sileasterngujari2023:p071:i176:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,fʌɾək,different (other),,fʌɾək,source lexical-similarity group 10; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list JAM]",,,sileasterngujari2023:p071:i176:JAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,bʌxʌɾɑ bʌxʌɾɑ,different (other),,bʌxʌɾɑ bʌxʌɾɑ,source lexical-similarity group 4; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list CHA]",,,sileasterngujari2023:p071:i176:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,phʌɾək,different (other),,phʌɾək,source lexical-similarity group 10; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list RAM]",,,sileasterngujari2023:p071:i176:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,eklo,different (other),,eklo,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list NAL]",,,sileasterngujari2023:p071:i176:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kʌnɑɾe kʌnɑɾe,different (other),,kʌnɑɾe kʌnɑɾe,source lexical-similarity group 3; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list NAL]",,,sileasterngujari2023:p071:i176:NAL:a2,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,fʌɾək,different (other),,fʌɾək,source lexical-similarity group 10; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list NAL]",,,sileasterngujari2023:p071:i176:NAL:a3,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,ɛklɑ ɛklɑ,different (other),,ɛklɑ ɛklɑ,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list DEH]",,,sileasterngujari2023:p071:i176:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kʌnɑɾe kʌnɑɾe,different (other),,kʌnɑɾe kʌnɑɾe,source lexical-similarity group 3; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list KOT]",,,sileasterngujari2023:p071:i176:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kʌnɑɾe kʌnɑɾe,different (other),,kʌnɑɾe kʌnɑɾe,source lexical-similarity group 3; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 176, list HAL]",,,sileasterngujari2023:p071:i176:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,puɾo,whole (unbroken),,puɾo,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list UDH]",,,sileasterngujari2023:p071:i177:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,puɾo,whole (unbroken),,puɾo,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list JAM]",,,sileasterngujari2023:p071:i177:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,sɑbʌt,whole (unbroken),,sɑbʌt,source lexical-similarity group 6; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list JAM]",,,sileasterngujari2023:p071:i177:JAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,mukʌmːʌl,whole (unbroken),,mukʌmːʌl,source lexical-similarity group 3; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list CHA]",,,sileasterngujari2023:p071:i177:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,puɾo,whole (unbroken),,puɾo,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list RAM]",,,sileasterngujari2023:p071:i177:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,puɾo,whole (unbroken),,puɾo,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list DEH]",,,sileasterngujari2023:p071:i177:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,mokɑgɪjo,whole (unbroken),,mokɑgɪjo,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list KOT]",,,sileasterngujari2023:p071:i177:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,puɾo,whole (unbroken),,puɾo,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list HAL]",,,sileasterngujari2023:p071:i177:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,sʌbut,whole (unbroken),,sʌbut,source lexical-similarity group 6; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 177, list HAL]",,,sileasterngujari2023:p071:i177:HAL:a2,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ɸoʈ,broken (pot),,ɸoʈ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 71, printed p. 63, item 178, list UDH]",,,sileasterngujari2023:p071:i178:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
