usut,n3565,â:v,water,,,,buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
Kam,n3565,′oa,water,,,[< vriddhi form],strand,,,,,,,noun f dialect:Kamviri
nis,n3565,âv,water,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3566,′âva,water,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n3566,t-o:′â müsü:,fish in the water,,,[= T. 14225],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n3566,t-ov′â-kuri:,otter,,,[= T. 14225],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3566,âv′a,water,,,[< vriddhi form],strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
sanu,n3566,âb′o,water,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,n3567,âptâr-,be afraid,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
Kam,n3567,âpt′or,impatient,,,,strand,,,,,,,adj dialect:Kamviri
usut,n3568,â-pi-,open,,,,buddruss,,,,,,,verb dialect:Prasun%3A%20Usut
Kam,n3568,â·p′â-,open [an article of clothing],,,,strand,,,,,,,verb tr dialect:Kamviri
ktivi,1211,′âla,big,,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,1211,′oala,big,,,,strand,,,,,,,adj dialect:Kamviri
Kam,n3569,âb′ot,prospering; thriving,,,,strand,,,,,,,adj dialect:Kamviri
nis,1440,avṛe,narrow,,,,strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n3570,′iša˜,mill,,,,buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
ktivi,n3570,âpš′a,water mill,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3570,âpš′e˜,water mill,,,,strand,,,,,,,noun f dialect:Kamviri
ktivi,n3571,âvg′eni,Afghan,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3571,′okuṇi,Afghan,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3571,âug′ân,Afghân,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3571,avǧân,Afghan,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,1235,′o˜u,yes,,,,strand,,,,,,,interj dialect:Kamviri
ktivi,n3572,âmǰ′a,bracelet,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3572,âmč′e˜,bracelet,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n3572,âmoːź′a˜,bracelet,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,n3573,âmǰ′u-,put on (clothes),,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n3573,âmč′e-,put on [clothes],,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n3573,âmč′a-,put on [clothes],,,,strand,,,,,,,verb tr dialect:Kamviri
ktivi,n3577,kâs′e-,cough,,,,strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n3577,kâs′a-,cough,,,,strand,,,,,,,verb intr dialect:Kamviri
sanu,n3577,kâːs-ie-,cough,,,,strand,,,,,,,verb dialect:Ashkun%3A%20Sanu
Kam,n3580,ča˜,,,,,strand,,,,,,,part emph dialect:Kamviri
Kam,n3580,ča,,,,,strand,,,,,,,part emph dialect:Kamviri
Kam,n3581,ǰe,and (noun phrase coordinator),,,[+],strand,,,,,,,conj dialect:Kamviri
nis,n3584,ču˜,doing; making; saying [infinitive of ća-],,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sanu,n3586,ći′a,"was done, made",,,,strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
nis,n3586,ća-,do; make,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3589,kar′ov-,cause to do; cause to make,,,[+],strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n3589,kâr′oa-,cause to do; cause to make,,,[+],strand,,,,,,,verb tr dialect:Kamviri
nis,n3589,karâ-,cause to do; cause to make,,,[+],strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3592,kâr′a˜ ku-,avenge the death of a kinsman [“do the deed”],,,[+; or T. 3057 kâr-a-ṇa- ‘cause’],strand,,,,,,,verb tr dialect:Kamviri
nis,n3592,kara˜,blood vengeance,,,[+; or T. 3057 kâr-a-ṇa- ‘cause’],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Pr,n3594,k′â,work,,,,lentz,,,,,,,noun dialect:Prasun
Kam,n3596,k′oř,"shape; kind; suffix noun forming adjectives denoting kind, type, appearance, shape, form, color, nature, etc.",,,[+; cf. Hamp 1968: 134-5],strand,,,,,,,noun dialect:Kamviri
Kam,n3596,-koř,makings,,,[+; cf. Hamp 1968: 134-5],strand,,,,,,,noun dialect:Kamviri
sanu,n3598,kř′am,work; business,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
usut,n3600,im′a,bâri,,,,strand,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n3600,i˜yam′â,blacksmith,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
supu,n3600,′im,bâri [pl. im'a],,,,strand,,,,,,,noun dialect:Prasun%3A%20Supu
ktivi,n3603,kâr′a,expert; skilled,,,[+],strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n3603,kâr′a,expert; skilled,,,[+],strand,,,,,,,adj dialect:Kamviri
nis,n3603,kâra,expert; skilled,,,[+],strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3606,kâti,having said; having done [ending marker of quoted speech or thought; absolutive form of k′u- 'do; make; say'],,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n3606,kti,having said; having done [ending marker of quoted speech or thought],,,,strand,,,,,,,verb tr dialect:Kamviri
ktivi,n3607,k′u-,"do, make",,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n3607,k′u-,"do, make",,,,strand,,,,,,,verb tr dialect:Kamviri
sanu,n3607,ko-,do; make,,,,strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
nis,n3608,ko˜-,was done; was made; was said [Retrospective stem],,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3608,kňe·a-,was done; was made [fem. singular Retrospective stem],,,,strand,,,,,,,verb tr f dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3610,kaka,having said,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3614,čpu,four,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Sec
ktivi,n3614,štav′o,four,,,,strand,,,,,,,num dialect:Katavari%3A%20Ktivi
Kam,n3614,št′o,four,,,,strand,,,,,,,num dialect:Kamviri
sanu,n3614,ćât′âː,four,,,,strand,,,,,,,num dialect:Ashkun%3A%20Sanu
nis,n3614,čatâ,four,,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n3614,čât′â,four,,,[+],morgenstierne,,,,,,,num dialect:Tregami%3A%20Gambir
ktivi,n3617,štr′uć,fourteen,,,,strand,,,,,,,num dialect:Katavari%3A%20Ktivi
Kam,n3618,štr′eć,fourteen,,,,strand,,,,,,,num dialect:Kamviri
usut,n3619,čpl′uz,fourteen,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Usut
sec,n3619,čp′ulć,fourteen,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Sec
sanu,n3620,ćad′us,fourteen,,,,strand,,,,,,,num dialect:Ashkun%3A%20Sanu
nis,n3620,čadiš,fourteen,,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n3620,čâd′e˜š,fourteen,,,[+],morgenstierne,,,,,,,num dialect:Tregami%3A%20Gambir
sec,n3622,žibeze,forty,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Sec
ktivi,n3625,âč′uṭ,three days hence,,,,strand,,,,,,,adv dialect:Katavari%3A%20Ktivi
Kam,n3625,âč′üṭ,three days hence,,,,strand,,,,,,,adv dialect:Kamviri
sanu,n3625,âć′auṭe˜i,three days hence,,,,strand,,,,,,,spatial temporal dialect:Ashkun%3A%20Sanu
nis,n3625,ačaṭam,three days hence,,,,strand,,,,,,,spatial temporal dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3626,nuč′uṭ,three days ago,,,,strand,,,,,,,adv dialect:Katavari%3A%20Ktivi
sanu,n3626,nuć′auṭ,three days ago,,,,strand,,,,,,,spatial temporal dialect:Ashkun%3A%20Sanu
Kam,n3626,nuč′uṭ,three days ago,,,,strand,,,,,,,adv dialect:Kamviri
ktivi,n3630,čal′e-,be exiled; move away,,,[- T. 4717 čal′ayati ‘causes to move’],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n3630,čâl′a-,be exiled; move away,,,[- T. 4717 čal′ayati ‘causes to move’],strand,,,,,,,verb intr dialect:Kamviri
Kam,n3633,č′ol ku-,migrate (with flocks),,,[+],strand,,,,,,,verb tr dialect:Kamviri
ktivi,n3635,č′or,custom; law; way,,,[convergent metaphors: IE *kʷel and *wegh > ‘migration course’],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3635,čoara,"as ___; in ___ way, manner",,,[+],strand,,,,,,,adv dialect:Kamviri
Kam,n3635,č′or,custom; law; way,,,[convergent metaphors: IE *kʷel and *wegh > ‘migration course’],strand,,,,,,,noun dialect:Kamviri
sanu,n3635,ć′âːr,custom; law; way,,,[convergent metaphors: IE *kʷel and *wegh > ‘migration course’],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3635,čâr,custom; law; way,,,[convergent metaphors: IE *kʷel and *wegh > ‘migration course’],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n3639,kṣe˜,plow iron,,,[+],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
usut,n3642,-kṣ-,pull,,,,buddruss,,,,,,,verb tr dialect:Prasun%3A%20Usut
sec,n3642,-kṣa-,pull,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
Kam,n3645,kṣ′oa-,pull; drag; smoke,,,,strand,,,,,,,verb tr dialect:Kamviri
Kam,n3648,d′âa kṣü,wooden digging stick,,,[+],strand,,,,,,,noun dialect:Kamviri
Kam,n3648,k′iṣ iol,furrow (plowed),,,,strand,,,,,,,noun f dialect:Kamviri
Kam,n3648,k′iṣ ku-,plow,,,,strand,,,,,,,verb tr dialect:Kamviri
ktivi,n3652,kṣ′e-,rob,,,"[+? cf. semantically, Eng. “rip off”]",strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n3652,kâṣ′a-,rob,,,"[+? cf. semantically, Eng. “rip off”]",strand,,,,,,,verb tr dialect:Kamviri
sanu,n3655,kaš′i,weeding hoe,,,[+],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3655,dâv-kaṣi,wooden hoe,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3659,k′üř,measure for families,,,[+],strand,,,,,,,num dialect:Kamviri
nis,n3659,-kül,natal house,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3661,söl′ü,blood-brother,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3661,sul′i,blood-brother (from outside one's tribe),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3661,s′uli,blood-brother (from outside one's tribe),,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3661,saul′i,blood-brother (from outside one's tribe),,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3661,söli,blood-brother (from outside one's tribe),,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3665,k′um,uvula,,,[or < Pers. kâm ‘palate’ < PIE kʷōm-?],strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3665,k′om,uvula,,,[or < Pers. kâm ‘palate’ < PIE kʷōm-?],strand,,,,,,,noun f dialect:Kamviri
nis,n3665,kam,uvula,,,[or < Pers. kâm ‘palate’ < PIE kʷōm-?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sanu,n3670,ć′iːt,how much,,,,strand,,,,,,,num dialect:Ashkun%3A%20Sanu
vagal,n3670,k′i-ti,how much,,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Vagal
nis,n3670,k′i-ti,how much,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3670,k′i-ti,some (animate?),,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
vagal,n3672,ki,who,,,[+],strand,,,,,,,pron interr dialect:Nuristani%20Kalasha%3A%20Vagal
sanu,n3673,ć′ai,who,,,[+],strand,,,,,,,pron interr dialect:Ashkun%3A%20Sanu
nis,n3673,ka˜i,"who? [with interrogative intonation]; some, some people, somebody [plural]; nobody [plural; in negative clauses]; whoever [in hypothetical clauses]",,,[+],strand,,,,,,,pron interr dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3673,k′uiua,where? [with interrogative intonation]; wherever [in hypothetical clauses with bo],,,,strand,,,,,,,spatial dialect:Kamviri
sanu,n3673,koň′o,where,,,,strand,,,,,,,spatial dialect:Ashkun%3A%20Sanu
sanu,n3673,k′uː˜,whither,,,,strand,,,,,,,spatial dialect:Ashkun%3A%20Sanu
vagal,n3673,kas,what,,,,strand,,,,,,,pron interr dialect:Nuristani%20Kalasha%3A%20Vagal
nis,n3673,kiv,where? [with interrogative intonation]; wherever [in hypothetical clauses],,,,strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3673,kiš,what?,,,,strand,,,,,,,pron interr dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3674,k′u,,,,,strand,,,,,,,pron interr dialect:Katavari%3A%20Ktivi
Kam,n3674,k′ua,,,,,strand,,,,,,,pron interr dialect:Kamviri
sanu,n3674,k′o,,,,,strand,,,,,,,pron interr dialect:Ashkun%3A%20Sanu
vagal,n3674,ku:˜,who [obl.],,,,strand,,,,,,,pron interr dialect:Nuristani%20Kalasha%3A%20Vagal
nis,n3674,ko˜,,,,,strand,,,,,,,pron interr dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3675,k′â-sta,what?,,,,strand,,,,,,,pron interr dialect:Katavari%3A%20Ktivi
Kam,n3675,k′âa,"what? [with interrogative intonation]; whatever, any [in hypothetical clauses with bo]; nothing, any [in negative clauses]; either... or [kâa... kâa], or; that [with high pitch to introduce descriptive relative clauses; with normal pitch to introduce contrafactual clauses]",,,,strand,,,,,,,pron interr dialect:Kamviri
sanu,n3675,k′âː,what,,,,strand,,,,,,,pron interr dialect:Ashkun%3A%20Sanu
ktivi,n3676,ka,for (= diuku),,,[+],strand,,,,,,,spatial dialect:Katavari%3A%20Ktivi
Kam,n3676,ke˜,for (= düŋe),,,[+],strand,,,,,,,spatial dialect:Kamviri
Kam,n3677,-k,,,,[modern forms from suffix with juncture: -ka- > -·ka- > -ka- > -k],strand,,,,,,,num dialect:Kamviri
sec,n3681,kas,who,,,[+],morgenstierne,,,,,,,pron interr dialect:Prasun%3A%20Sec
ktivi,n3681,kâč′a,"who? [with interrogative intonation]; some, some people, somebody [plural]; nobody [plural; in negative clauses]; whoever [in hypothetical clauses with bo]",,,[+],strand,,,,,,,pron interr dialect:Katavari%3A%20Ktivi
Kam,n3681,k′âča,"who? [with interrogative intonation]; some, some people, somebody [plural]; nobody [plural; in negative clauses]; whoever [in hypothetical clauses with bo]",,,[+],strand,,,,,,,pron interr dialect:Kamviri
sec,n3685,-skoz-,regard,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
sec,n3685,uz-koz-,regard; look at,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n3685,kć′e-,"seek, look for, search for [animate goal]",,,[a vs. â ?],strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n3685,kâć′a-,"seek, look for, search for [animate goal]",,,[a vs. â ?],strand,,,,,,,verb tr dialect:Kamviri
sanu,n3685,kas-′ie-,"seek, look for, search for [animate goal]",,,[a vs. â ?],strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
nis,n3685,kâća-,rear [look after?],,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3689,kaš′ir,white,,,,morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
ktivi,n3689,kâš′era,white,,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n3689,kâš′ara,white,,,,strand,,,,,,,adj dialect:Kamviri
nis,n3689,kašira,white,,,,strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n3689,kešer′a,white,,,[+],morgenstierne,,,,,,,adj dialect:Tregami%3A%20Gambir
ktivi,n3693,d′i·us,dawn light; d′i·us č′a pti tâ 'when dawn came up',,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3693,d′i o˜s,horizon (obsolescent),,,[+],strand,,,,,,,noun dialect:Kamviri
nis,n3693,viâ˜s,light,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3693,sö-viâ˜s,sunlight,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3696,ṣ′oa˜,dinner,,,"[for nasal, cf. Younger Avestan xšap-an-; doubtful via OIA kṣap′a:- ‘night’ (T. 3652), because of ṣ rather than c̣]",strand,,,,,,,noun dialect:Kamviri
sanu,n3697,c̣o′âi,dinner,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,n3701,ž′i,bowstring,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3701,ǰ′a,"sinew; string (of meat); a sinew in the back of cattle, used for bowstrings; bowstring",,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3701,ǰ′a,"sinew; string (of meat); a sinew in the back of cattle, used for bowstrings; bowstring",,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n3701,ž′i,"sinew; tendon; string (of meat); a sinew in the back of cattle, used for bowstrings; bowstring",,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n3705,ǰav′e-,be alive,,,,strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n3705,ǰ′üa-,be alive,,,,strand,,,,,,,verb intr dialect:Kamviri
Kam,n3705,bâǰ′ave iâš,"feast given while one is alive, in lieu of a commemorative feast after death",,,,strand,,,,,,,noun dialect:Kamviri
nis,n3708,ǰe˜ta-bâr,life,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3708,ǰe˜ta tu˜,be alive,,,,strand,,,,,,,verb intr dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3709,ǰ′at,body,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3709,ǰ′at,body,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3709,ź′it,body,,,[no nasal indicates < Kmkt],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3709,ǰit,body,,,[no nasal indicates < Kmkt],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3713,ǰäi,good; pleasure,,,[+; - T. 5190.2 *ǰâtiya- ‘of the race of’],strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram noun
nis,n3713,ǰäi,good; pleasure,,,[+; - T. 5190.2 *ǰâtiya- ‘of the race of’],strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram noun
usut,n3717,′eštek,elder,,,,morgenstierne,,,,,,,adj dialect:Prasun%3A%20Usut
usut,n3717,žišt,grandmother; any female kin 2 generations above Ego,,,,strand,,,,,,,noun f dialect:Prasun%3A%20Usut
sec,n3717,žišt,grandmother; any female kin 2 generations above Ego,,,,morgenstierne,,,,,,,noun f dialect:Prasun%3A%20Sec
supu,n3717,ž′išt,grandmother; any female kin 2 generations above Ego; [ẓ′išt?],,,,strand,,,,,,,noun f dialect:Prasun%3A%20Supu
ktivi,n3717,ǰ′esṭa,elder,,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n3717,ǰ′eṇṇua,father's oldest sister; mother's oldest sister; wife of a ǰ′eṣtot; any elder female relative of parents' generation,,,,strand,,,,,,,noun f dialect:Kamviri
Kam,n3717,ǰ′esṭa,elder,,,,strand,,,,,,,adj dialect:Kamviri
Kam,n3717,ǰ′esṭ,leader,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n3717,ǰ′esṭ=tot,father's oldest brother; FaOlSiHu; any elder clansman of father's generation,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3717,diṣṭ′o dâi,father's older brother,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sanu,n3717,diṣṭ′o âv′âːk,mother's older sister,,,,strand,,,,,,,noun f dialect:Ashkun%3A%20Sanu
sanu,n3717,diṣṭ′o,older,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
vagal,n3717,deṣṭa,husband's older brother,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Vagal
vagal,n3717,deṣṭi′o ta,father's oldest brother,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Vagal
ames,n3717,deṣṭa,husband's older brother,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Amesdes
ames,n3717,deṣṭo tâta,father's oldest brother,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Amesdes
nis,n3717,desṭa,husband's older brother,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3717,düsṭö tâti,father's oldest brother; FaOlSiHu; any elder clansman of father's generation,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3717,düsṭö,elder,,,,strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3718,žeišt,bull,,,[- T. 2458 r̥ṣa-bh’a-],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n3718,ž′ešti,bull,,,[- T. 2458 r̥ṣa-bh’a-],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
usut,n3721,′i:r,stone,,,,buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
usut,n3721,′ira,stone,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n3721,y′ira,stone,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
nis,n3724,gaṇa,measure for words,,,[+; from some nominal form],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3727,ǰöv,sap,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3731,g′undu,smell; stench,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3731,g′un,smell,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3731,g′un,smell,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3731,g′oːn,smell,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3735,grop,womb; cozy place,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n3739,-âć-,come,,,,buddruss,,,,,,,verb intr dialect:Prasun%3A%20Usut
sec,n3739,-âć-,come; go,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n3739,′âće-,come; go [inceptive motion toward speaker's or hearer's location],,,,strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n3739,′âća-,come; go [inceptive motion toward speaker's or hearer's location],,,,strand,,,,,,,verb intr dialect:Kamviri
usut,n3741,paz-,go,,,[+; - T. 7777.1 p′ad-ya-te ‘falls’],buddruss,,,,,,,verb dialect:Prasun%3A%20Usut
ktivi,n3741,p′eć,go on! [singular],,,[+; - T. 7777.1 p′ad-ya-te ‘falls’],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n3741,př′eć,go on! [singular],,,[+; - T. 7777.1 p′ad-ya-te ‘falls’],strand,,,,,,,verb intr dialect:Kamviri
ktivi,n3744,′âi-i,came [simple past fem. singular],,,,strand,,,,,,,verb intr f dialect:Katavari%3A%20Ktivi
Kam,n3744,′âi-,,,,,strand,,,,,,,verb intr dialect:Kamviri
nis,n3744,a-,came [Retrospective stem],,,,strand,,,,,,,verb intr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3746,-ga-,go,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n3747,gav′a-,,,,,strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n3747,g′u-,,,,,strand,,,,,,,verb intr dialect:Kamviri
sanu,n3747,go-,went,,,,strand,,,,,,,verb dialect:Ashkun%3A%20Sanu
nis,n3747,go-,went [Retrospective stem of di- 'go'],,,,strand,,,,,,,verb intr dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n3750,pâmź′e:,kid,,,[ rather < ǰan- ?],buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n3750,pum′ok,lamb,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n3750,p′âma,yearling lamb,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3750,př′uma,male kid (6-12 months),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3750,př′âma,male kid (6-12 months),,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3750,přâːm′a,male kid (6-12 months),,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n3754,g′otr,arm,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3754,g′otr,arm,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3754,g′âtr,arm,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n3758,g′o,cow,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
